date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,helium_flux m^-2sr^-1s^-1GV^-1,SEPorNODATA
2011-05-20,1.71,1.92,87.7,OBSERVED
2011-05-20,1.92,2.15,80.71,OBSERVED
2011-05-20,2.15,2.4,73.6,OBSERVED
2011-05-20,2.4,2.67,66.13,OBSERVED
2011-05-20,2.67,2.97,57.54,OBSERVED
2011-05-20,2.97,3.29,48.02,OBSERVED
2011-05-20,3.29,3.64,42.18,OBSERVED
2011-05-20,3.64,4.02,35.56,OBSERVED
2011-05-20,4.02,4.43,29.66,OBSERVED
2011-05-20,4.43,4.88,24.74,OBSERVED
2011-05-20,4.88,5.37,20.67,OBSERVED
2011-05-20,5.37,5.9,16.86,OBSERVED
2011-05-20,5.9,6.47,13.9,OBSERVED
2011-05-20,6.47,7.09,11.38,OBSERVED
2011-05-20,7.09,7.76,9.522,OBSERVED
2011-05-20,7.76,8.48,7.723,OBSERVED
2011-05-20,8.48,9.26,6.262,OBSERVED
2011-05-20,9.26,10.1,5.108,OBSERVED
2011-05-20,10.1,11.0,3.858,OBSERVED
2011-05-20,11.0,13.0,3.009,OBSERVED
2011-05-20,13.0,16.6,1.8,OBSERVED
2011-05-20,16.6,22.8,0.8766,OBSERVED
2011-05-20,22.8,33.5,0.3408,OBSERVED
2011-05-20,33.5,48.5,0.1268,OBSERVED
2011-05-20,48.5,69.7,0.04723,OBSERVED
2011-05-20,69.7,100.0,0.01619,OBSERVED
2011-05-21,1.71,1.92,88.62,OBSERVED
2011-05-21,1.92,2.15,79.02,OBSERVED
2011-05-21,2.15,2.4,69.88,OBSERVED
2011-05-21,2.4,2.67,65.48,OBSERVED
2011-05-21,2.67,2.97,57.42,OBSERVED
2011-05-21,2.97,3.29,49.41,OBSERVED
2011-05-21,3.29,3.64,43.1,OBSERVED
2011-05-21,3.64,4.02,35.69,OBSERVED
2011-05-21,4.02,4.43,29.9,OBSERVED
2011-05-21,4.43,4.88,25.31,OBSERVED
2011-05-21,4.88,5.37,20.81,OBSERVED
2011-05-21,5.37,5.9,16.9,OBSERVED
2011-05-21,5.9,6.47,13.76,OBSERVED
2011-05-21,6.47,7.09,11.28,OBSERVED
2011-05-21,7.09,7.76,9.34,OBSERVED
2011-05-21,7.76,8.48,7.81,OBSERVED
2011-05-21,8.48,9.26,6.235,OBSERVED
2011-05-21,9.26,10.1,4.9,OBSERVED
2011-05-21,10.1,11.0,4.126,OBSERVED
2011-05-21,11.0,13.0,3.035,OBSERVED
2011-05-21,13.0,16.6,1.795,OBSERVED
2011-05-21,16.6,22.8,0.8893,OBSERVED
2011-05-21,22.8,33.5,0.3479,OBSERVED
2011-05-21,33.5,48.5,0.1253,OBSERVED
2011-05-21,48.5,69.7,0.04596,OBSERVED
2011-05-21,69.7,100.0,0.01719,OBSERVED
2011-05-22,1.71,1.92,84.39,OBSERVED
2011-05-22,1.92,2.15,77.44,OBSERVED
2011-05-22,2.15,2.4,72.09,OBSERVED
2011-05-22,2.4,2.67,64.04,OBSERVED
2011-05-22,2.67,2.97,56.59,OBSERVED
2011-05-22,2.97,3.29,46.93,OBSERVED
2011-05-22,3.29,3.64,41.37,OBSERVED
2011-05-22,3.64,4.02,35.19,OBSERVED
2011-05-22,4.02,4.43,29.51,OBSERVED
2011-05-22,4.43,4.88,24.97,OBSERVED
2011-05-22,4.88,5.37,20.47,OBSERVED
2011-05-22,5.37,5.9,16.97,OBSERVED
2011-05-22,5.9,6.47,14.06,OBSERVED
2011-05-22,6.47,7.09,11.39,OBSERVED
2011-05-22,7.09,7.76,9.097,OBSERVED
2011-05-22,7.76,8.48,7.358,OBSERVED
2011-05-22,8.48,9.26,6.053,OBSERVED
2011-05-22,9.26,10.1,4.9,OBSERVED
2011-05-22,10.1,11.0,4.024,OBSERVED
2011-05-22,11.0,13.0,2.934,OBSERVED
2011-05-22,13.0,16.6,1.767,OBSERVED
2011-05-22,16.6,22.8,0.8518,OBSERVED
2011-05-22,22.8,33.5,0.3377,OBSERVED
2011-05-22,33.5,48.5,0.122,OBSERVED
2011-05-22,48.5,69.7,0.04427,OBSERVED
2011-05-22,69.7,100.0,0.01693,OBSERVED
2011-05-23,1.71,1.92,86.48,OBSERVED
2011-05-23,1.92,2.15,81.82,OBSERVED
2011-05-23,2.15,2.4,71.69,OBSERVED
2011-05-23,2.4,2.67,64.75,OBSERVED
2011-05-23,2.67,2.97,57.59,OBSERVED
2011-05-23,2.97,3.29,50.39,OBSERVED
2011-05-23,3.29,3.64,41.59,OBSERVED
2011-05-23,3.64,4.02,35.62,OBSERVED
2011-05-23,4.02,4.43,29.83,OBSERVED
2011-05-23,4.43,4.88,25.15,OBSERVED
2011-05-23,4.88,5.37,20.88,OBSERVED
2011-05-23,5.37,5.9,17.36,OBSERVED
2011-05-23,5.9,6.47,14.07,OBSERVED
2011-05-23,6.47,7.09,11.56,OBSERVED
2011-05-23,7.09,7.76,9.35,OBSERVED
2011-05-23,7.76,8.48,7.475,OBSERVED
2011-05-23,8.48,9.26,6.164,OBSERVED
2011-05-23,9.26,10.1,5.05,OBSERVED
2011-05-23,10.1,11.0,3.992,OBSERVED
2011-05-23,11.0,13.0,2.912,OBSERVED
2011-05-23,13.0,16.6,1.789,OBSERVED
2011-05-23,16.6,22.8,0.8752,OBSERVED
2011-05-23,22.8,33.5,0.3439,OBSERVED
2011-05-23,33.5,48.5,0.1254,OBSERVED
2011-05-23,48.5,69.7,0.04544,OBSERVED
2011-05-23,69.7,100.0,0.01659,OBSERVED
2011-05-24,1.71,1.92,87.54,OBSERVED
2011-05-24,1.92,2.15,84.84,OBSERVED
2011-05-24,2.15,2.4,71.92,OBSERVED
2011-05-24,2.4,2.67,66.41,OBSERVED
2011-05-24,2.67,2.97,57.79,OBSERVED
2011-05-24,2.97,3.29,49.01,OBSERVED
2011-05-24,3.29,3.64,41.39,OBSERVED
2011-05-24,3.64,4.02,35.66,OBSERVED
2011-05-24,4.02,4.43,29.81,OBSERVED
2011-05-24,4.43,4.88,24.73,OBSERVED
2011-05-24,4.88,5.37,20.65,OBSERVED
2011-05-24,5.37,5.9,16.92,OBSERVED
2011-05-24,5.9,6.47,13.99,OBSERVED
2011-05-24,6.47,7.09,11.5,OBSERVED
2011-05-24,7.09,7.76,9.034,OBSERVED
2011-05-24,7.76,8.48,7.558,OBSERVED
2011-05-24,8.48,9.26,6.159,OBSERVED
2011-05-24,9.26,10.1,4.925,OBSERVED
2011-05-24,10.1,11.0,4.017,OBSERVED
2011-05-24,11.0,13.0,2.938,OBSERVED
2011-05-24,13.0,16.6,1.809,OBSERVED
2011-05-24,16.6,22.8,0.8606,OBSERVED
2011-05-24,22.8,33.5,0.3432,OBSERVED
2011-05-24,33.5,48.5,0.1215,OBSERVED
2011-05-24,48.5,69.7,0.04454,OBSERVED
2011-05-24,69.7,100.0,0.01686,OBSERVED
2011-05-25,1.71,1.92,86.86,OBSERVED
2011-05-25,1.92,2.15,79.58,OBSERVED
2011-05-25,2.15,2.4,74.69,OBSERVED
2011-05-25,2.4,2.67,64.36,OBSERVED
2011-05-25,2.67,2.97,56.7,OBSERVED
2011-05-25,2.97,3.29,48.74,OBSERVED
2011-05-25,3.29,3.64,42.25,OBSERVED
2011-05-25,3.64,4.02,36.43,OBSERVED
2011-05-25,4.02,4.43,30.96,OBSERVED
2011-05-25,4.43,4.88,25.25,OBSERVED
2011-05-25,4.88,5.37,20.7,OBSERVED
2011-05-25,5.37,5.9,16.95,OBSERVED
2011-05-25,5.9,6.47,13.82,OBSERVED
2011-05-25,6.47,7.09,11.28,OBSERVED
2011-05-25,7.09,7.76,9.046,OBSERVED
2011-05-25,7.76,8.48,7.459,OBSERVED
2011-05-25,8.48,9.26,6.068,OBSERVED
2011-05-25,9.26,10.1,4.871,OBSERVED
2011-05-25,10.1,11.0,4.145,OBSERVED
2011-05-25,11.0,13.0,2.982,OBSERVED
2011-05-25,13.0,16.6,1.76,OBSERVED
2011-05-25,16.6,22.8,0.8401,OBSERVED
2011-05-25,22.8,33.5,0.3366,OBSERVED
2011-05-25,33.5,48.5,0.1232,OBSERVED
2011-05-25,48.5,69.7,0.04484,OBSERVED
2011-05-25,69.7,100.0,0.01648,OBSERVED
2011-05-26,1.71,1.92,89.92,OBSERVED
2011-05-26,1.92,2.15,81.97,OBSERVED
2011-05-26,2.15,2.4,72.5,OBSERVED
2011-05-26,2.4,2.67,63.68,OBSERVED
2011-05-26,2.67,2.97,57.07,OBSERVED
2011-05-26,2.97,3.29,49.48,OBSERVED
2011-05-26,3.29,3.64,42.39,OBSERVED
2011-05-26,3.64,4.02,36.63,OBSERVED
2011-05-26,4.02,4.43,30.33,OBSERVED
2011-05-26,4.43,4.88,25.23,OBSERVED
2011-05-26,4.88,5.37,20.76,OBSERVED
2011-05-26,5.37,5.9,16.43,OBSERVED
2011-05-26,5.9,6.47,13.72,OBSERVED
2011-05-26,6.47,7.09,11.17,OBSERVED
2011-05-26,7.09,7.76,9.118,OBSERVED
2011-05-26,7.76,8.48,7.457,OBSERVED
2011-05-26,8.48,9.26,5.925,OBSERVED
2011-05-26,9.26,10.1,4.739,OBSERVED
2011-05-26,10.1,11.0,3.798,OBSERVED
2011-05-26,11.0,13.0,2.84,OBSERVED
2011-05-26,13.0,16.6,1.7,OBSERVED
2011-05-26,16.6,22.8,0.8332,OBSERVED
2011-05-26,22.8,33.5,0.3252,OBSERVED
2011-05-26,33.5,48.5,0.12,OBSERVED
2011-05-26,48.5,69.7,0.04388,OBSERVED
2011-05-26,69.7,100.0,0.0154,OBSERVED
2011-05-27,1.71,1.92,84.59,OBSERVED
2011-05-27,1.92,2.15,80.36,OBSERVED
2011-05-27,2.15,2.4,73.74,OBSERVED
2011-05-27,2.4,2.67,65.43,OBSERVED
2011-05-27,2.67,2.97,54.81,OBSERVED
2011-05-27,2.97,3.29,47.57,OBSERVED
2011-05-27,3.29,3.64,43.38,OBSERVED
2011-05-27,3.64,4.02,35.12,OBSERVED
2011-05-27,4.02,4.43,29.89,OBSERVED
2011-05-27,4.43,4.88,24.57,OBSERVED
2011-05-27,4.88,5.37,20.12,OBSERVED
2011-05-27,5.37,5.9,16.38,OBSERVED
2011-05-27,5.9,6.47,13.63,OBSERVED
2011-05-27,6.47,7.09,10.86,OBSERVED
2011-05-27,7.09,7.76,9.275,OBSERVED
2011-05-27,7.76,8.48,7.244,OBSERVED
2011-05-27,8.48,9.26,5.897,OBSERVED
2011-05-27,9.26,10.1,4.643,OBSERVED
2011-05-27,10.1,11.0,3.76,OBSERVED
2011-05-27,11.0,13.0,2.836,OBSERVED
2011-05-27,13.0,16.6,1.695,OBSERVED
2011-05-27,16.6,22.8,0.8375,OBSERVED
2011-05-27,22.8,33.5,0.3312,OBSERVED
2011-05-27,33.5,48.5,0.1221,OBSERVED
2011-05-27,48.5,69.7,0.04445,OBSERVED
2011-05-27,69.7,100.0,0.01722,OBSERVED
2011-05-28,1.71,1.92,86.99,OBSERVED
2011-05-28,1.92,2.15,82.49,OBSERVED
2011-05-28,2.15,2.4,71.73,OBSERVED
2011-05-28,2.4,2.67,63.12,OBSERVED
2011-05-28,2.67,2.97,55.16,OBSERVED
2011-05-28,2.97,3.29,48.86,OBSERVED
2011-05-28,3.29,3.64,41.31,OBSERVED
2011-05-28,3.64,4.02,35.48,OBSERVED
2011-05-28,4.02,4.43,29.15,OBSERVED
2011-05-28,4.43,4.88,24.49,OBSERVED
2011-05-28,4.88,5.37,20.15,OBSERVED
2011-05-28,5.37,5.9,16.83,OBSERVED
2011-05-28,5.9,6.47,13.54,OBSERVED
2011-05-28,6.47,7.09,11.12,OBSERVED
2011-05-28,7.09,7.76,8.935,OBSERVED
2011-05-28,7.76,8.48,7.221,OBSERVED
2011-05-28,8.48,9.26,5.911,OBSERVED
2011-05-28,9.26,10.1,4.796,OBSERVED
2011-05-28,10.1,11.0,3.994,OBSERVED
2011-05-28,11.0,13.0,2.848,OBSERVED
2011-05-28,13.0,16.6,1.75,OBSERVED
2011-05-28,16.6,22.8,0.8425,OBSERVED
2011-05-28,22.8,33.5,0.3354,OBSERVED
2011-05-28,33.5,48.5,0.121,OBSERVED
2011-05-28,48.5,69.7,0.04438,OBSERVED
2011-05-28,69.7,100.0,0.01623,OBSERVED
2011-05-29,1.71,1.92,79.17,OBSERVED
2011-05-29,1.92,2.15,77.39,OBSERVED
2011-05-29,2.15,2.4,67.58,OBSERVED
2011-05-29,2.4,2.67,59.84,OBSERVED
2011-05-29,2.67,2.97,53.5,OBSERVED
2011-05-29,2.97,3.29,45.79,OBSERVED
2011-05-29,3.29,3.64,39.04,OBSERVED
2011-05-29,3.64,4.02,32.54,OBSERVED
2011-05-29,4.02,4.43,27.12,OBSERVED
2011-05-29,4.43,4.88,23.08,OBSERVED
2011-05-29,4.88,5.37,19.59,OBSERVED
2011-05-29,5.37,5.9,16.14,OBSERVED
2011-05-29,5.9,6.47,13.03,OBSERVED
2011-05-29,6.47,7.09,10.67,OBSERVED
2011-05-29,7.09,7.76,9.034,OBSERVED
2011-05-29,7.76,8.48,6.985,OBSERVED
2011-05-29,8.48,9.26,5.906,OBSERVED
2011-05-29,9.26,10.1,4.765,OBSERVED
2011-05-29,10.1,11.0,3.789,OBSERVED
2011-05-29,11.0,13.0,2.861,OBSERVED
2011-05-29,13.0,16.6,1.744,OBSERVED
2011-05-29,16.6,22.8,0.8366,OBSERVED
2011-05-29,22.8,33.5,0.3359,OBSERVED
2011-05-29,33.5,48.5,0.1204,OBSERVED
2011-05-29,48.5,69.7,0.04351,OBSERVED
2011-05-29,69.7,100.0,0.01665,OBSERVED
2011-05-30,1.71,1.92,81.34,OBSERVED
2011-05-30,1.92,2.15,75.58,OBSERVED
2011-05-30,2.15,2.4,69.13,OBSERVED
2011-05-30,2.4,2.67,62.44,OBSERVED
2011-05-30,2.67,2.97,54.89,OBSERVED
2011-05-30,2.97,3.29,47.47,OBSERVED
2011-05-30,3.29,3.64,39.65,OBSERVED
2011-05-30,3.64,4.02,34.23,OBSERVED
2011-05-30,4.02,4.43,28.65,OBSERVED
2011-05-30,4.43,4.88,23.8,OBSERVED
2011-05-30,4.88,5.37,19.77,OBSERVED
2011-05-30,5.37,5.9,16.51,OBSERVED
2011-05-30,5.9,6.47,13.38,OBSERVED
2011-05-30,6.47,7.09,11.01,OBSERVED
2011-05-30,7.09,7.76,9.098,OBSERVED
2011-05-30,7.76,8.48,7.428,OBSERVED
2011-05-30,8.48,9.26,5.811,OBSERVED
2011-05-30,9.26,10.1,4.859,OBSERVED
2011-05-30,10.1,11.0,4.022,OBSERVED
2011-05-30,11.0,13.0,2.889,OBSERVED
2011-05-30,13.0,16.6,1.706,OBSERVED
2011-05-30,16.6,22.8,0.8433,OBSERVED
2011-05-30,22.8,33.5,0.3396,OBSERVED
2011-05-30,33.5,48.5,0.123,OBSERVED
2011-05-30,48.5,69.7,0.04576,OBSERVED
2011-05-30,69.7,100.0,0.01639,OBSERVED
2011-05-31,1.71,1.92,80.68,OBSERVED
2011-05-31,1.92,2.15,74.28,OBSERVED
2011-05-31,2.15,2.4,67.0,OBSERVED
2011-05-31,2.4,2.67,61.03,OBSERVED
2011-05-31,2.67,2.97,53.75,OBSERVED
2011-05-31,2.97,3.29,46.03,OBSERVED
2011-05-31,3.29,3.64,40.79,OBSERVED
2011-05-31,3.64,4.02,33.93,OBSERVED
2011-05-31,4.02,4.43,28.08,OBSERVED
2011-05-31,4.43,4.88,23.99,OBSERVED
2011-05-31,4.88,5.37,19.94,OBSERVED
2011-05-31,5.37,5.9,16.41,OBSERVED
2011-05-31,5.9,6.47,13.51,OBSERVED
2011-05-31,6.47,7.09,10.96,OBSERVED
2011-05-31,7.09,7.76,9.076,OBSERVED
2011-05-31,7.76,8.48,7.183,OBSERVED
2011-05-31,8.48,9.26,6.052,OBSERVED
2011-05-31,9.26,10.1,4.854,OBSERVED
2011-05-31,10.1,11.0,3.941,OBSERVED
2011-05-31,11.0,13.0,2.955,OBSERVED
2011-05-31,13.0,16.6,1.717,OBSERVED
2011-05-31,16.6,22.8,0.8556,OBSERVED
2011-05-31,22.8,33.5,0.3413,OBSERVED
2011-05-31,33.5,48.5,0.1243,OBSERVED
2011-05-31,48.5,69.7,0.04669,OBSERVED
2011-05-31,69.7,100.0,0.01691,OBSERVED
2011-06-01,1.71,1.92,82.47,OBSERVED
2011-06-01,1.92,2.15,74.91,OBSERVED
2011-06-01,2.15,2.4,69.63,OBSERVED
2011-06-01,2.4,2.67,61.51,OBSERVED
2011-06-01,2.67,2.97,53.83,OBSERVED
2011-06-01,2.97,3.29,46.68,OBSERVED
2011-06-01,3.29,3.64,40.6,OBSERVED
2011-06-01,3.64,4.02,34.88,OBSERVED
2011-06-01,4.02,4.43,29.46,OBSERVED
2011-06-01,4.43,4.88,24.7,OBSERVED
2011-06-01,4.88,5.37,20.01,OBSERVED
2011-06-01,5.37,5.9,16.51,OBSERVED
2011-06-01,5.9,6.47,13.75,OBSERVED
2011-06-01,6.47,7.09,11.08,OBSERVED
2011-06-01,7.09,7.76,9.125,OBSERVED
2011-06-01,7.76,8.48,7.175,OBSERVED
2011-06-01,8.48,9.26,6.142,OBSERVED
2011-06-01,9.26,10.1,4.783,OBSERVED
2011-06-01,10.1,11.0,4.015,OBSERVED
2011-06-01,11.0,13.0,2.914,OBSERVED
2011-06-01,13.0,16.6,1.738,OBSERVED
2011-06-01,16.6,22.8,0.8586,OBSERVED
2011-06-01,22.8,33.5,0.3336,OBSERVED
2011-06-01,33.5,48.5,0.1257,OBSERVED
2011-06-01,48.5,69.7,0.04601,OBSERVED
2011-06-01,69.7,100.0,0.01757,OBSERVED
2011-06-02,1.71,1.92,82.85,OBSERVED
2011-06-02,1.92,2.15,77.52,OBSERVED
2011-06-02,2.15,2.4,70.91,OBSERVED
2011-06-02,2.4,2.67,62.21,OBSERVED
2011-06-02,2.67,2.97,55.4,OBSERVED
2011-06-02,2.97,3.29,47.29,OBSERVED
2011-06-02,3.29,3.64,40.89,OBSERVED
2011-06-02,3.64,4.02,34.87,OBSERVED
2011-06-02,4.02,4.43,29.43,OBSERVED
2011-06-02,4.43,4.88,24.48,OBSERVED
2011-06-02,4.88,5.37,20.27,OBSERVED
2011-06-02,5.37,5.9,16.36,OBSERVED
2011-06-02,5.9,6.47,13.42,OBSERVED
2011-06-02,6.47,7.09,10.96,OBSERVED
2011-06-02,7.09,7.76,9.225,OBSERVED
2011-06-02,7.76,8.48,7.552,OBSERVED
2011-06-02,8.48,9.26,6.107,OBSERVED
2011-06-02,9.26,10.1,4.856,OBSERVED
2011-06-02,10.1,11.0,3.952,OBSERVED
2011-06-02,11.0,13.0,2.916,OBSERVED
2011-06-02,13.0,16.6,1.728,OBSERVED
2011-06-02,16.6,22.8,0.8456,OBSERVED
2011-06-02,22.8,33.5,0.3432,OBSERVED
2011-06-02,33.5,48.5,0.1247,OBSERVED
2011-06-02,48.5,69.7,0.04526,OBSERVED
2011-06-02,69.7,100.0,0.01664,OBSERVED
2011-06-03,1.71,1.92,82.68,OBSERVED
2011-06-03,1.92,2.15,76.34,OBSERVED
2011-06-03,2.15,2.4,66.94,OBSERVED
2011-06-03,2.4,2.67,62.08,OBSERVED
2011-06-03,2.67,2.97,54.3,OBSERVED
2011-06-03,2.97,3.29,46.84,OBSERVED
2011-06-03,3.29,3.64,41.28,OBSERVED
2011-06-03,3.64,4.02,35.19,OBSERVED
2011-06-03,4.02,4.43,29.51,OBSERVED
2011-06-03,4.43,4.88,23.96,OBSERVED
2011-06-03,4.88,5.37,19.91,OBSERVED
2011-06-03,5.37,5.9,16.48,OBSERVED
2011-06-03,5.9,6.47,13.66,OBSERVED
2011-06-03,6.47,7.09,11.27,OBSERVED
2011-06-03,7.09,7.76,9.137,OBSERVED
2011-06-03,7.76,8.48,7.528,OBSERVED
2011-06-03,8.48,9.26,6.028,OBSERVED
2011-06-03,9.26,10.1,4.898,OBSERVED
2011-06-03,10.1,11.0,4.008,OBSERVED
2011-06-03,11.0,13.0,2.952,OBSERVED
2011-06-03,13.0,16.6,1.766,OBSERVED
2011-06-03,16.6,22.8,0.8518,OBSERVED
2011-06-03,22.8,33.5,0.3421,OBSERVED
2011-06-03,33.5,48.5,0.1232,OBSERVED
2011-06-03,48.5,69.7,0.04438,OBSERVED
2011-06-03,69.7,100.0,0.01698,OBSERVED
2011-06-04,1.71,1.92,82.31370656309497,NODATA
2011-06-04,1.92,2.15,76.89452290408423,NODATA
2011-06-04,2.15,2.4,70.45869128876288,NODATA
2011-06-04,2.4,2.67,61.840341205221314,NODATA
2011-06-04,2.67,2.97,55.006082200748395,NODATA
2011-06-04,2.97,3.29,47.635228036725174,NODATA
2011-06-04,3.29,3.64,41.08955157057529,NODATA
2011-06-04,3.64,4.02,35.09452378311934,NODATA
2011-06-04,4.02,4.43,29.383162420209533,NODATA
2011-06-04,4.43,4.88,24.465317370712675,NODATA
2011-06-04,4.88,5.37,20.32716487709913,NODATA
2011-06-04,5.37,5.9,16.85429346941261,NODATA
2011-06-04,5.9,6.47,13.78312510757121,NODATA
2011-06-04,6.47,7.09,11.174997200080368,NODATA
2011-06-04,7.09,7.76,9.19440221043827,NODATA
2011-06-04,7.76,8.48,7.506921462785428,NODATA
2011-06-04,8.48,9.26,6.091652360839946,NODATA
2011-06-04,9.26,10.1,4.917034931913912,NODATA
2011-06-04,10.1,11.0,3.987483898829792,NODATA
2011-06-04,11.0,13.0,2.93531429555775,NODATA
2011-06-04,13.0,16.6,1.761068173595162,NODATA
2011-06-04,16.6,22.8,0.8540221776234846,NODATA
2011-06-04,22.8,33.5,0.3387683826503764,NODATA
2011-06-04,33.5,48.5,0.12398505767018846,NODATA
2011-06-04,48.5,69.7,0.045225428690761876,NODATA
2011-06-04,69.7,100.0,0.01666346405067142,NODATA
2011-06-05,1.71,1.92,73.84,OBSERVED
2011-06-05,1.92,2.15,69.79,OBSERVED
2011-06-05,2.15,2.4,64.58,OBSERVED
2011-06-05,2.4,2.67,55.93,OBSERVED
2011-06-05,2.67,2.97,48.84,OBSERVED
2011-06-05,2.97,3.29,43.55,OBSERVED
2011-06-05,3.29,3.64,38.97,OBSERVED
2011-06-05,3.64,4.02,32.37,OBSERVED
2011-06-05,4.02,4.43,27.99,OBSERVED
2011-06-05,4.43,4.88,22.96,OBSERVED
2011-06-05,4.88,5.37,18.89,OBSERVED
2011-06-05,5.37,5.9,15.76,OBSERVED
2011-06-05,5.9,6.47,13.23,OBSERVED
2011-06-05,6.47,7.09,10.95,OBSERVED
2011-06-05,7.09,7.76,8.886,OBSERVED
2011-06-05,7.76,8.48,7.056,OBSERVED
2011-06-05,8.48,9.26,5.931,OBSERVED
2011-06-05,9.26,10.1,4.762,OBSERVED
2011-06-05,10.1,11.0,3.886,OBSERVED
2011-06-05,11.0,13.0,2.863,OBSERVED
2011-06-05,13.0,16.6,1.748,OBSERVED
2011-06-05,16.6,22.8,0.8528,OBSERVED
2011-06-05,22.8,33.5,0.3395,OBSERVED
2011-06-05,33.5,48.5,0.1256,OBSERVED
2011-06-05,48.5,69.7,0.04618,OBSERVED
2011-06-05,69.7,100.0,0.01569,OBSERVED
2011-06-06,1.71,1.92,76.4,OBSERVED
2011-06-06,1.92,2.15,70.84,OBSERVED
2011-06-06,2.15,2.4,64.13,OBSERVED
2011-06-06,2.4,2.67,58.97,OBSERVED
2011-06-06,2.67,2.97,52.72,OBSERVED
2011-06-06,2.97,3.29,46.1,OBSERVED
2011-06-06,3.29,3.64,39.51,OBSERVED
2011-06-06,3.64,4.02,34.15,OBSERVED
2011-06-06,4.02,4.43,28.99,OBSERVED
2011-06-06,4.43,4.88,23.9,OBSERVED
2011-06-06,4.88,5.37,19.67,OBSERVED
2011-06-06,5.37,5.9,16.35,OBSERVED
2011-06-06,5.9,6.47,13.12,OBSERVED
2011-06-06,6.47,7.09,11.02,OBSERVED
2011-06-06,7.09,7.76,9.055,OBSERVED
2011-06-06,7.76,8.48,7.299,OBSERVED
2011-06-06,8.48,9.26,6.038,OBSERVED
2011-06-06,9.26,10.1,4.856,OBSERVED
2011-06-06,10.1,11.0,3.838,OBSERVED
2011-06-06,11.0,13.0,2.875,OBSERVED
2011-06-06,13.0,16.6,1.705,OBSERVED
2011-06-06,16.6,22.8,0.8545,OBSERVED
2011-06-06,22.8,33.5,0.3389,OBSERVED
2011-06-06,33.5,48.5,0.1229,OBSERVED
2011-06-06,48.5,69.7,0.04429,OBSERVED
2011-06-06,69.7,100.0,0.01674,OBSERVED
2011-06-07,1.71,1.92,75.99000000000001,SEP
2011-06-07,1.92,2.15,70.6275,SEP
2011-06-07,2.15,2.4,63.879999999999995,SEP
2011-06-07,2.4,2.67,58.7775,SEP
2011-06-07,2.67,2.97,52.4525,SEP
2011-06-07,2.97,3.29,46.19,OBSERVED
2011-06-07,3.29,3.64,39.63,OBSERVED
2011-06-07,3.64,4.02,33.13,OBSERVED
2011-06-07,4.02,4.43,28.14,OBSERVED
2011-06-07,4.43,4.88,23.33,OBSERVED
2011-06-07,4.88,5.37,19.62,OBSERVED
2011-06-07,5.37,5.9,16.4,OBSERVED
2011-06-07,5.9,6.47,13.15,OBSERVED
2011-06-07,6.47,7.09,10.88,OBSERVED
2011-06-07,7.09,7.76,8.795,OBSERVED
2011-06-07,7.76,8.48,7.119,OBSERVED
2011-06-07,8.48,9.26,5.859,OBSERVED
2011-06-07,9.26,10.1,4.796,OBSERVED
2011-06-07,10.1,11.0,3.923,OBSERVED
2011-06-07,11.0,13.0,2.943,OBSERVED
2011-06-07,13.0,16.6,1.748,OBSERVED
2011-06-07,16.6,22.8,0.8499,OBSERVED
2011-06-07,22.8,33.5,0.3403,OBSERVED
2011-06-07,33.5,48.5,0.1248,OBSERVED
2011-06-07,48.5,69.7,0.04493,OBSERVED
2011-06-07,69.7,100.0,0.01592,OBSERVED
2011-06-08,1.71,1.92,75.58000000000001,SEP
2011-06-08,1.92,2.15,70.415,SEP
2011-06-08,2.15,2.4,63.629999999999995,SEP
2011-06-08,2.4,2.67,58.585,SEP
2011-06-08,2.67,2.97,52.185,SEP
2011-06-08,2.97,3.29,45.8,OBSERVED
2011-06-08,3.29,3.64,39.25,OBSERVED
2011-06-08,3.64,4.02,32.91,OBSERVED
2011-06-08,4.02,4.43,28.2,OBSERVED
2011-06-08,4.43,4.88,23.65,OBSERVED
2011-06-08,4.88,5.37,19.43,OBSERVED
2011-06-08,5.37,5.9,15.84,OBSERVED
2011-06-08,5.9,6.47,13.16,OBSERVED
2011-06-08,6.47,7.09,10.79,OBSERVED
2011-06-08,7.09,7.76,8.791,OBSERVED
2011-06-08,7.76,8.48,7.53,OBSERVED
2011-06-08,8.48,9.26,6.001,OBSERVED
2011-06-08,9.26,10.1,4.827,OBSERVED
2011-06-08,10.1,11.0,3.923,OBSERVED
2011-06-08,11.0,13.0,2.908,OBSERVED
2011-06-08,13.0,16.6,1.752,OBSERVED
2011-06-08,16.6,22.8,0.8452,OBSERVED
2011-06-08,22.8,33.5,0.3429,OBSERVED
2011-06-08,33.5,48.5,0.1229,OBSERVED
2011-06-08,48.5,69.7,0.04423,OBSERVED
2011-06-08,69.7,100.0,0.01746,OBSERVED
2011-06-09,1.71,1.92,75.17,SEP
2011-06-09,1.92,2.15,70.2025,SEP
2011-06-09,2.15,2.4,63.38,SEP
2011-06-09,2.4,2.67,58.3925,SEP
2011-06-09,2.67,2.97,51.9175,SEP
2011-06-09,2.97,3.29,45.14,OBSERVED
2011-06-09,3.29,3.64,38.8,OBSERVED
2011-06-09,3.64,4.02,33.49,OBSERVED
2011-06-09,4.02,4.43,28.19,OBSERVED
2011-06-09,4.43,4.88,23.77,OBSERVED
2011-06-09,4.88,5.37,20.08,OBSERVED
