date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,helium_flux m^-2sr^-1s^-1GV^-1,SEPorNODATA
2017-10-21,3.29,3.64,44.97,OBSERVED
2017-10-21,3.64,4.02,38.28,OBSERVED
2017-10-21,4.02,4.43,31.99,OBSERVED
2017-10-21,4.43,4.88,26.57,OBSERVED
2017-10-21,4.88,5.37,21.8,OBSERVED
2017-10-21,5.37,5.9,17.85,OBSERVED
2017-10-21,5.9,6.47,14.64,OBSERVED
2017-10-21,6.47,7.09,11.76,OBSERVED
2017-10-21,7.09,7.76,9.382,OBSERVED
2017-10-21,7.76,8.48,7.704,OBSERVED
2017-10-21,8.48,9.26,6.276,OBSERVED
2017-10-21,9.26,10.1,5.085,OBSERVED
2017-10-21,10.1,11.0,4.028,OBSERVED
2017-10-21,11.0,13.0,2.979,OBSERVED
2017-10-21,13.0,16.6,1.768,OBSERVED
2017-10-21,16.6,22.8,0.842,OBSERVED
2017-10-21,22.8,33.5,0.3374,OBSERVED
2017-10-21,33.5,48.5,0.1229,OBSERVED
2017-10-21,48.5,69.7,0.04644,OBSERVED
2017-10-21,69.7,100.0,0.01666,OBSERVED
2017-10-22,1.71,1.92,102.3,OBSERVED
2017-10-22,1.92,2.15,92.95,OBSERVED
2017-10-22,2.15,2.4,80.69,OBSERVED
2017-10-22,2.4,2.67,71.88,OBSERVED
2017-10-22,2.67,2.97,62.34,OBSERVED
2017-10-22,2.97,3.29,54.01,OBSERVED
2017-10-22,3.29,3.64,46.39,OBSERVED
2017-10-22,3.64,4.02,37.98,OBSERVED
2017-10-22,4.02,4.43,31.99,OBSERVED
2017-10-22,4.43,4.88,26.57,OBSERVED
2017-10-22,4.88,5.37,21.56,OBSERVED
2017-10-22,5.37,5.9,17.67,OBSERVED
2017-10-22,5.9,6.47,14.32,OBSERVED
2017-10-22,6.47,7.09,11.57,OBSERVED
2017-10-22,7.09,7.76,9.343,OBSERVED
2017-10-22,7.76,8.48,7.619,OBSERVED
2017-10-22,8.48,9.26,6.23,OBSERVED
2017-10-22,9.26,10.1,5.073,OBSERVED
2017-10-22,10.1,11.0,4.015,OBSERVED
2017-10-22,11.0,13.0,2.962,OBSERVED
2017-10-22,13.0,16.6,1.761,OBSERVED
2017-10-22,16.6,22.8,0.8403,OBSERVED
2017-10-22,22.8,33.5,0.3448,OBSERVED
2017-10-22,33.5,48.5,0.1224,OBSERVED
2017-10-22,48.5,69.7,0.04482,OBSERVED
2017-10-22,69.7,100.0,0.01727,OBSERVED
2017-10-23,1.71,1.92,102.5,OBSERVED
2017-10-23,1.92,2.15,91.77,OBSERVED
2017-10-23,2.15,2.4,81.47,OBSERVED
2017-10-23,2.4,2.67,72.85,OBSERVED
2017-10-23,2.67,2.97,62.74,OBSERVED
2017-10-23,2.97,3.29,53.3,OBSERVED
2017-10-23,3.29,3.64,44.83,OBSERVED
2017-10-23,3.64,4.02,37.15,OBSERVED
2017-10-23,4.02,4.43,31.63,OBSERVED
2017-10-23,4.43,4.88,26.48,OBSERVED
2017-10-23,4.88,5.37,21.2,OBSERVED
2017-10-23,5.37,5.9,17.79,OBSERVED
2017-10-23,5.9,6.47,14.49,OBSERVED
2017-10-23,6.47,7.09,11.55,OBSERVED
2017-10-23,7.09,7.76,9.505,OBSERVED
2017-10-23,7.76,8.48,7.666,OBSERVED
2017-10-23,8.48,9.26,6.098,OBSERVED
2017-10-23,9.26,10.1,4.962,OBSERVED
2017-10-23,10.1,11.0,3.959,OBSERVED
2017-10-23,11.0,13.0,2.958,OBSERVED
2017-10-23,13.0,16.6,1.762,OBSERVED
2017-10-23,16.6,22.8,0.8343,OBSERVED
2017-10-23,22.8,33.5,0.3375,OBSERVED
2017-10-23,33.5,48.5,0.1227,OBSERVED
2017-10-23,48.5,69.7,0.04486,OBSERVED
2017-10-23,69.7,100.0,0.01627,OBSERVED
2017-10-24,1.71,1.92,102.0,OBSERVED
2017-10-24,1.92,2.15,91.06,OBSERVED
2017-10-24,2.15,2.4,78.18,OBSERVED
2017-10-24,2.4,2.67,70.65,OBSERVED
2017-10-24,2.67,2.97,60.53,OBSERVED
2017-10-24,2.97,3.29,52.91,OBSERVED
2017-10-24,3.29,3.64,44.97,OBSERVED
2017-10-24,3.64,4.02,37.27,OBSERVED
2017-10-24,4.02,4.43,31.54,OBSERVED
2017-10-24,4.43,4.88,26.24,OBSERVED
2017-10-24,4.88,5.37,21.5,OBSERVED
2017-10-24,5.37,5.9,17.48,OBSERVED
2017-10-24,5.9,6.47,14.03,OBSERVED
2017-10-24,6.47,7.09,11.36,OBSERVED
2017-10-24,7.09,7.76,9.311,OBSERVED
2017-10-24,7.76,8.48,7.565,OBSERVED
2017-10-24,8.48,9.26,6.121,OBSERVED
2017-10-24,9.26,10.1,4.903,OBSERVED
2017-10-24,10.1,11.0,4.129,OBSERVED
2017-10-24,11.0,13.0,2.984,OBSERVED
2017-10-24,13.0,16.6,1.77,OBSERVED
2017-10-24,16.6,22.8,0.8501,OBSERVED
2017-10-24,22.8,33.5,0.3396,OBSERVED
2017-10-24,33.5,48.5,0.1211,OBSERVED
2017-10-24,48.5,69.7,0.04505,OBSERVED
2017-10-24,69.7,100.0,0.01638,OBSERVED
2017-10-25,1.71,1.92,99.25,OBSERVED
2017-10-25,1.92,2.15,90.3,OBSERVED
2017-10-25,2.15,2.4,81.92,OBSERVED
2017-10-25,2.4,2.67,69.78,OBSERVED
2017-10-25,2.67,2.97,60.71,OBSERVED
2017-10-25,2.97,3.29,52.87,OBSERVED
2017-10-25,3.29,3.64,45.27,OBSERVED
2017-10-25,3.64,4.02,38.33,OBSERVED
2017-10-25,4.02,4.43,32.16,OBSERVED
2017-10-25,4.43,4.88,26.39,OBSERVED
2017-10-25,4.88,5.37,21.8,OBSERVED
2017-10-25,5.37,5.9,17.26,OBSERVED
2017-10-25,5.9,6.47,14.0,OBSERVED
2017-10-25,6.47,7.09,11.5,OBSERVED
2017-10-25,7.09,7.76,9.444,OBSERVED
2017-10-25,7.76,8.48,7.745,OBSERVED
2017-10-25,8.48,9.26,6.183,OBSERVED
2017-10-25,9.26,10.1,5.033,OBSERVED
2017-10-25,10.1,11.0,4.117,OBSERVED
2017-10-25,11.0,13.0,2.934,OBSERVED
2017-10-25,13.0,16.6,1.737,OBSERVED
2017-10-25,16.6,22.8,0.8533,OBSERVED
2017-10-25,22.8,33.5,0.3413,OBSERVED
2017-10-25,33.5,48.5,0.1212,OBSERVED
2017-10-25,48.5,69.7,0.04392,OBSERVED
2017-10-25,69.7,100.0,0.0169,OBSERVED
2017-10-26,1.71,1.92,102.4,OBSERVED
2017-10-26,1.92,2.15,92.04,OBSERVED
2017-10-26,2.15,2.4,82.38,OBSERVED
2017-10-26,2.4,2.67,70.36,OBSERVED
2017-10-26,2.67,2.97,61.58,OBSERVED
2017-10-26,2.97,3.29,52.67,OBSERVED
2017-10-26,3.29,3.64,45.26,OBSERVED
2017-10-26,3.64,4.02,38.27,OBSERVED
2017-10-26,4.02,4.43,31.95,OBSERVED
2017-10-26,4.43,4.88,26.37,OBSERVED
2017-10-26,4.88,5.37,21.63,OBSERVED
2017-10-26,5.37,5.9,17.51,OBSERVED
2017-10-26,5.9,6.47,14.27,OBSERVED
2017-10-26,6.47,7.09,11.7,OBSERVED
2017-10-26,7.09,7.76,9.524,OBSERVED
2017-10-26,7.76,8.48,7.544,OBSERVED
2017-10-26,8.48,9.26,6.213,OBSERVED
2017-10-26,9.26,10.1,5.03,OBSERVED
2017-10-26,10.1,11.0,4.097,OBSERVED
2017-10-26,11.0,13.0,2.998,OBSERVED
2017-10-26,13.0,16.6,1.748,OBSERVED
2017-10-26,16.6,22.8,0.8562,OBSERVED
2017-10-26,22.8,33.5,0.3451,OBSERVED
2017-10-26,33.5,48.5,0.1209,OBSERVED
2017-10-26,48.5,69.7,0.04545,OBSERVED
2017-10-26,69.7,100.0,0.01632,OBSERVED
2017-10-27,1.71,1.92,103.4,OBSERVED
2017-10-27,1.92,2.15,92.4,OBSERVED
2017-10-27,2.15,2.4,83.06,OBSERVED
2017-10-27,2.4,2.67,72.65,OBSERVED
2017-10-27,2.67,2.97,63.87,OBSERVED
2017-10-27,2.97,3.29,54.36,OBSERVED
2017-10-27,3.29,3.64,45.12,OBSERVED
2017-10-27,3.64,4.02,38.9,OBSERVED
2017-10-27,4.02,4.43,31.98,OBSERVED
2017-10-27,4.43,4.88,26.46,OBSERVED
2017-10-27,4.88,5.37,21.75,OBSERVED
2017-10-27,5.37,5.9,17.69,OBSERVED
2017-10-27,5.9,6.47,14.46,OBSERVED
2017-10-27,6.47,7.09,11.66,OBSERVED
2017-10-27,7.09,7.76,9.584,OBSERVED
2017-10-27,7.76,8.48,7.685,OBSERVED
2017-10-27,8.48,9.26,6.236,OBSERVED
2017-10-27,9.26,10.1,5.012,OBSERVED
2017-10-27,10.1,11.0,4.051,OBSERVED
2017-10-27,11.0,13.0,2.986,OBSERVED
2017-10-27,13.0,16.6,1.756,OBSERVED
2017-10-27,16.6,22.8,0.8487,OBSERVED
2017-10-27,22.8,33.5,0.3406,OBSERVED
2017-10-27,33.5,48.5,0.1247,OBSERVED
2017-10-27,48.5,69.7,0.04478,OBSERVED
2017-10-27,69.7,100.0,0.01713,OBSERVED
2017-10-28,1.71,1.92,102.9,OBSERVED
2017-10-28,1.92,2.15,91.98,OBSERVED
2017-10-28,2.15,2.4,81.95,OBSERVED
2017-10-28,2.4,2.67,73.6,OBSERVED
2017-10-28,2.67,2.97,63.57,OBSERVED
2017-10-28,2.97,3.29,54.45,OBSERVED
2017-10-28,3.29,3.64,46.11,OBSERVED
2017-10-28,3.64,4.02,38.14,OBSERVED
2017-10-28,4.02,4.43,31.78,OBSERVED
2017-10-28,4.43,4.88,26.36,OBSERVED
2017-10-28,4.88,5.37,21.35,OBSERVED
2017-10-28,5.37,5.9,17.69,OBSERVED
2017-10-28,5.9,6.47,14.46,OBSERVED
2017-10-28,6.47,7.09,11.7,OBSERVED
2017-10-28,7.09,7.76,9.574,OBSERVED
2017-10-28,7.76,8.48,7.711,OBSERVED
2017-10-28,8.48,9.26,6.21,OBSERVED
2017-10-28,9.26,10.1,5.067,OBSERVED
2017-10-28,10.1,11.0,4.004,OBSERVED
2017-10-28,11.0,13.0,2.979,OBSERVED
2017-10-28,13.0,16.6,1.785,OBSERVED
2017-10-28,16.6,22.8,0.8521,OBSERVED
2017-10-28,22.8,33.5,0.3429,OBSERVED
2017-10-28,33.5,48.5,0.1224,OBSERVED
2017-10-28,48.5,69.7,0.04345,OBSERVED
2017-10-28,69.7,100.0,0.01636,OBSERVED
2017-10-29,1.71,1.92,100.2,OBSERVED
2017-10-29,1.92,2.15,94.38,OBSERVED
2017-10-29,2.15,2.4,82.48,OBSERVED
2017-10-29,2.4,2.67,72.88,OBSERVED
2017-10-29,2.67,2.97,62.89,OBSERVED
2017-10-29,2.97,3.29,53.92,OBSERVED
2017-10-29,3.29,3.64,46.84,OBSERVED
2017-10-29,3.64,4.02,38.11,OBSERVED
2017-10-29,4.02,4.43,31.91,OBSERVED
2017-10-29,4.43,4.88,26.45,OBSERVED
2017-10-29,4.88,5.37,22.01,OBSERVED
2017-10-29,5.37,5.9,17.88,OBSERVED
2017-10-29,5.9,6.47,14.79,OBSERVED
2017-10-29,6.47,7.09,11.87,OBSERVED
2017-10-29,7.09,7.76,9.605,OBSERVED
2017-10-29,7.76,8.48,7.721,OBSERVED
2017-10-29,8.48,9.26,6.168,OBSERVED
2017-10-29,9.26,10.1,4.965,OBSERVED
2017-10-29,10.1,11.0,4.086,OBSERVED
2017-10-29,11.0,13.0,3.011,OBSERVED
2017-10-29,13.0,16.6,1.777,OBSERVED
2017-10-29,16.6,22.8,0.8574,OBSERVED
2017-10-29,22.8,33.5,0.3354,OBSERVED
2017-10-29,33.5,48.5,0.1215,OBSERVED
2017-10-29,48.5,69.7,0.04659,OBSERVED
2017-10-29,69.7,100.0,0.01602,OBSERVED
2017-10-30,1.71,1.92,105.3,OBSERVED
2017-10-30,1.92,2.15,96.33,OBSERVED
2017-10-30,2.15,2.4,84.79,OBSERVED
2017-10-30,2.4,2.67,75.45,OBSERVED
2017-10-30,2.67,2.97,63.53,OBSERVED
2017-10-30,2.97,3.29,54.68,OBSERVED
2017-10-30,3.29,3.64,47.53,OBSERVED
2017-10-30,3.64,4.02,38.54,OBSERVED
2017-10-30,4.02,4.43,33.02,OBSERVED
2017-10-30,4.43,4.88,26.66,OBSERVED
2017-10-30,4.88,5.37,22.43,OBSERVED
2017-10-30,5.37,5.9,17.85,OBSERVED
2017-10-30,5.9,6.47,14.26,OBSERVED
2017-10-30,6.47,7.09,11.9,OBSERVED
2017-10-30,7.09,7.76,9.494,OBSERVED
2017-10-30,7.76,8.48,7.861,OBSERVED
2017-10-30,8.48,9.26,6.198,OBSERVED
2017-10-30,9.26,10.1,5.053,OBSERVED
2017-10-30,10.1,11.0,4.164,OBSERVED
2017-10-30,11.0,13.0,3.036,OBSERVED
2017-10-30,13.0,16.6,1.796,OBSERVED
2017-10-30,16.6,22.8,0.8495,OBSERVED
2017-10-30,22.8,33.5,0.3382,OBSERVED
2017-10-30,33.5,48.5,0.1211,OBSERVED
2017-10-30,48.5,69.7,0.04372,OBSERVED
2017-10-30,69.7,100.0,0.01705,OBSERVED
2017-10-31,1.71,1.92,105.6,OBSERVED
2017-10-31,1.92,2.15,98.51,OBSERVED
2017-10-31,2.15,2.4,83.22,OBSERVED
2017-10-31,2.4,2.67,75.61,OBSERVED
2017-10-31,2.67,2.97,64.03,OBSERVED
2017-10-31,2.97,3.29,54.11,OBSERVED
2017-10-31,3.29,3.64,46.19,OBSERVED
2017-10-31,3.64,4.02,39.56,OBSERVED
2017-10-31,4.02,4.43,32.95,OBSERVED
2017-10-31,4.43,4.88,26.86,OBSERVED
2017-10-31,4.88,5.37,22.2,OBSERVED
2017-10-31,5.37,5.9,18.12,OBSERVED
2017-10-31,5.9,6.47,14.72,OBSERVED
2017-10-31,6.47,7.09,12.11,OBSERVED
2017-10-31,7.09,7.76,9.654,OBSERVED
2017-10-31,7.76,8.48,7.965,OBSERVED
2017-10-31,8.48,9.26,6.462,OBSERVED
2017-10-31,9.26,10.1,5.114,OBSERVED
2017-10-31,10.1,11.0,4.141,OBSERVED
2017-10-31,11.0,13.0,3.019,OBSERVED
2017-10-31,13.0,16.6,1.781,OBSERVED
2017-10-31,16.6,22.8,0.8574,OBSERVED
2017-10-31,22.8,33.5,0.3447,OBSERVED
2017-10-31,33.5,48.5,0.124,OBSERVED
2017-10-31,48.5,69.7,0.04516,OBSERVED
2017-10-31,69.7,100.0,0.01671,OBSERVED
2017-11-01,1.71,1.92,105.5,OBSERVED
2017-11-01,1.92,2.15,96.35,OBSERVED
2017-11-01,2.15,2.4,87.04,OBSERVED
2017-11-01,2.4,2.67,74.86,OBSERVED
2017-11-01,2.67,2.97,65.23,OBSERVED
2017-11-01,2.97,3.29,55.8,OBSERVED
2017-11-01,3.29,3.64,46.98,OBSERVED
2017-11-01,3.64,4.02,39.03,OBSERVED
2017-11-01,4.02,4.43,32.35,OBSERVED
2017-11-01,4.43,4.88,26.59,OBSERVED
2017-11-01,4.88,5.37,22.41,OBSERVED
2017-11-01,5.37,5.9,18.21,OBSERVED
2017-11-01,5.9,6.47,14.86,OBSERVED
2017-11-01,6.47,7.09,12.1,OBSERVED
2017-11-01,7.09,7.76,9.486,OBSERVED
2017-11-01,7.76,8.48,7.882,OBSERVED
2017-11-01,8.48,9.26,6.224,OBSERVED
2017-11-01,9.26,10.1,5.056,OBSERVED
2017-11-01,10.1,11.0,4.183,OBSERVED
2017-11-01,11.0,13.0,3.051,OBSERVED
2017-11-01,13.0,16.6,1.801,OBSERVED
2017-11-01,16.6,22.8,0.8435,OBSERVED
2017-11-01,22.8,33.5,0.3425,OBSERVED
2017-11-01,33.5,48.5,0.1221,OBSERVED
2017-11-01,48.5,69.7,0.04511,OBSERVED
2017-11-01,69.7,100.0,0.01709,OBSERVED
2017-11-02,1.71,1.92,106.8,OBSERVED
2017-11-02,1.92,2.15,98.06,OBSERVED
2017-11-02,2.15,2.4,83.16,OBSERVED
2017-11-02,2.4,2.67,72.58,OBSERVED
2017-11-02,2.67,2.97,63.69,OBSERVED
2017-11-02,2.97,3.29,56.03,OBSERVED
2017-11-02,3.29,3.64,46.69,OBSERVED
2017-11-02,3.64,4.02,39.11,OBSERVED
2017-11-02,4.02,4.43,32.96,OBSERVED
2017-11-02,4.43,4.88,26.77,OBSERVED
2017-11-02,4.88,5.37,21.62,OBSERVED
2017-11-02,5.37,5.9,18.08,OBSERVED
2017-11-02,5.9,6.47,14.76,OBSERVED
2017-11-02,6.47,7.09,11.95,OBSERVED
2017-11-02,7.09,7.76,9.654,OBSERVED
2017-11-02,7.76,8.48,7.88,OBSERVED
2017-11-02,8.48,9.26,6.298,OBSERVED
2017-11-02,9.26,10.1,5.016,OBSERVED
2017-11-02,10.1,11.0,4.08,OBSERVED
2017-11-02,11.0,13.0,2.915,OBSERVED
2017-11-02,13.0,16.6,1.758,OBSERVED
2017-11-02,16.6,22.8,0.8482,OBSERVED
2017-11-02,22.8,33.5,0.3396,OBSERVED
2017-11-02,33.5,48.5,0.1235,OBSERVED
2017-11-02,48.5,69.7,0.04553,OBSERVED
2017-11-02,69.7,100.0,0.01684,OBSERVED
2017-11-03,1.71,1.92,104.0,OBSERVED
2017-11-03,1.92,2.15,96.67,OBSERVED
2017-11-03,2.15,2.4,83.63,OBSERVED
2017-11-03,2.4,2.67,73.75,OBSERVED
2017-11-03,2.67,2.97,63.92,OBSERVED
2017-11-03,2.97,3.29,54.93,OBSERVED
2017-11-03,3.29,3.64,46.36,OBSERVED
2017-11-03,3.64,4.02,38.39,OBSERVED
2017-11-03,4.02,4.43,32.24,OBSERVED
2017-11-03,4.43,4.88,27.09,OBSERVED
2017-11-03,4.88,5.37,21.74,OBSERVED
2017-11-03,5.37,5.9,18.16,OBSERVED
2017-11-03,5.9,6.47,14.79,OBSERVED
2017-11-03,6.47,7.09,12.03,OBSERVED
2017-11-03,7.09,7.76,9.5,OBSERVED
2017-11-03,7.76,8.48,7.731,OBSERVED
2017-11-03,8.48,9.26,6.302,OBSERVED
2017-11-03,9.26,10.1,5.074,OBSERVED
2017-11-03,10.1,11.0,4.033,OBSERVED
2017-11-03,11.0,13.0,2.985,OBSERVED
2017-11-03,13.0,16.6,1.773,OBSERVED
2017-11-03,16.6,22.8,0.8496,OBSERVED
2017-11-03,22.8,33.5,0.3344,OBSERVED
2017-11-03,33.5,48.5,0.1211,OBSERVED
2017-11-03,48.5,69.7,0.04577,OBSERVED
2017-11-03,69.7,100.0,0.01617,OBSERVED
2017-11-04,1.71,1.92,104.2,OBSERVED
2017-11-04,1.92,2.15,94.24,OBSERVED
2017-11-04,2.15,2.4,83.36,OBSERVED
2017-11-04,2.4,2.67,74.14,OBSERVED
2017-11-04,2.67,2.97,64.24,OBSERVED
2017-11-04,2.97,3.29,54.88,OBSERVED
2017-11-04,3.29,3.64,46.8,OBSERVED
2017-11-04,3.64,4.02,38.61,OBSERVED
2017-11-04,4.02,4.43,31.92,OBSERVED
2017-11-04,4.43,4.88,26.85,OBSERVED
2017-11-04,4.88,5.37,21.72,OBSERVED
2017-11-04,5.37,5.9,18.0,OBSERVED
2017-11-04,5.9,6.47,14.8,OBSERVED
2017-11-04,6.47,7.09,11.7,OBSERVED
2017-11-04,7.09,7.76,9.533,OBSERVED
2017-11-04,7.76,8.48,7.783,OBSERVED
2017-11-04,8.48,9.26,6.143,OBSERVED
2017-11-04,9.26,10.1,5.081,OBSERVED
2017-11-04,10.1,11.0,4.095,OBSERVED
2017-11-04,11.0,13.0,3.024,OBSERVED
2017-11-04,13.0,16.6,1.752,OBSERVED
2017-11-04,16.6,22.8,0.8563,OBSERVED
2017-11-04,22.8,33.5,0.333,OBSERVED
2017-11-04,33.5,48.5,0.1234,OBSERVED
2017-11-04,48.5,69.7,0.04506,OBSERVED
2017-11-04,69.7,100.0,0.01644,OBSERVED
2017-11-05,1.71,1.92,106.8,OBSERVED
2017-11-05,1.92,2.15,95.61,OBSERVED
2017-11-05,2.15,2.4,85.97,OBSERVED
2017-11-05,2.4,2.67,74.93,OBSERVED
2017-11-05,2.67,2.97,63.37,OBSERVED
2017-11-05,2.97,3.29,56.62,OBSERVED
2017-11-05,3.29,3.64,47.77,OBSERVED
2017-11-05,3.64,4.02,39.01,OBSERVED
2017-11-05,4.02,4.43,32.55,OBSERVED
2017-11-05,4.43,4.88,26.64,OBSERVED
2017-11-05,4.88,5.37,21.95,OBSERVED
2017-11-05,5.37,5.9,18.06,OBSERVED
2017-11-05,5.9,6.47,14.54,OBSERVED
2017-11-05,6.47,7.09,11.7,OBSERVED
2017-11-05,7.09,7.76,9.427,OBSERVED
2017-11-05,7.76,8.48,7.876,OBSERVED
2017-11-05,8.48,9.26,6.222,OBSERVED
2017-11-05,9.26,10.1,5.064,OBSERVED
2017-11-05,10.1,11.0,4.096,OBSERVED
2017-11-05,11.0,13.0,3.021,OBSERVED
2017-11-05,13.0,16.6,1.766,OBSERVED
2017-11-05,16.6,22.8,0.857,OBSERVED
2017-11-05,22.8,33.5,0.3366,OBSERVED
2017-11-05,33.5,48.5,0.1251,OBSERVED
2017-11-05,48.5,69.7,0.0444,OBSERVED
2017-11-05,69.7,100.0,0.01625,OBSERVED
2017-11-06,1.71,1.92,109.4,OBSERVED
2017-11-06,1.92,2.15,98.35,OBSERVED
2017-11-06,2.15,2.4,85.01,OBSERVED
2017-11-06,2.4,2.67,75.96,OBSERVED
2017-11-06,2.67,2.97,66.11,OBSERVED
2017-11-06,2.97,3.29,55.33,OBSERVED
2017-11-06,3.29,3.64,47.73,OBSERVED
2017-11-06,3.64,4.02,39.86,OBSERVED
2017-11-06,4.02,4.43,32.6,OBSERVED
2017-11-06,4.43,4.88,26.61,OBSERVED
2017-11-06,4.88,5.37,21.98,OBSERVED
2017-11-06,5.37,5.9,18.17,OBSERVED
2017-11-06,5.9,6.47,14.92,OBSERVED
2017-11-06,6.47,7.09,11.53,OBSERVED
2017-11-06,7.09,7.76,9.674,OBSERVED
2017-11-06,7.76,8.48,7.878,OBSERVED
2017-11-06,8.48,9.26,6.24,OBSERVED
2017-11-06,9.26,10.1,5.042,OBSERVED
2017-11-06,10.1,11.0,4.149,OBSERVED
2017-11-06,11.0,13.0,2.959,OBSERVED
2017-11-06,13.0,16.6,1.751,OBSERVED
2017-11-06,16.6,22.8,0.8586,OBSERVED
2017-11-06,22.8,33.5,0.341,OBSERVED
2017-11-06,33.5,48.5,0.1251,OBSERVED
2017-11-06,48.5,69.7,0.04607,OBSERVED
2017-11-06,69.7,100.0,0.01725,OBSERVED
2017-11-07,1.71,1.92,107.0,OBSERVED
2017-11-07,1.92,2.15,98.1,OBSERVED
2017-11-07,2.15,2.4,86.32,OBSERVED
2017-11-07,2.4,2.67,75.71,OBSERVED
2017-11-07,2.67,2.97,64.66,OBSERVED
2017-11-07,2.97,3.29,56.21,OBSERVED
2017-11-07,3.29,3.64,46.56,OBSERVED
2017-11-07,3.64,4.02,39.28,OBSERVED
2017-11-07,4.02,4.43,32.53,OBSERVED
2017-11-07,4.43,4.88,27.16,OBSERVED
2017-11-07,4.88,5.37,22.16,OBSERVED
2017-11-07,5.37,5.9,18.14,OBSERVED
2017-11-07,5.9,6.47,14.88,OBSERVED
2017-11-07,6.47,7.09,11.86,OBSERVED
2017-11-07,7.09,7.76,9.505,OBSERVED
2017-11-07,7.76,8.48,7.808,OBSERVED
2017-11-07,8.48,9.26,6.301,OBSERVED
2017-11-07,9.26,10.1,5.101,OBSERVED
2017-11-07,10.1,11.0,4.076,OBSERVED
2017-11-07,11.0,13.0,3.027,OBSERVED
2017-11-07,13.0,16.6,1.778,OBSERVED
2017-11-07,16.6,22.8,0.8387,OBSERVED
2017-11-07,22.8,33.5,0.3411,OBSERVED
2017-11-07,33.5,48.5,0.1245,OBSERVED
2017-11-07,48.5,69.7,0.04703,OBSERVED
2017-11-07,69.7,100.0,0.01609,OBSERVED
2017-11-08,1.71,1.92,107.3,OBSERVED
2017-11-08,1.92,2.15,97.5,OBSERVED
2017-11-08,2.15,2.4,87.75,OBSERVED
2017-11-08,2.4,2.67,74.11,OBSERVED
2017-11-08,2.67,2.97,62.7,OBSERVED
2017-11-08,2.97,3.29,55.87,OBSERVED
2017-11-08,3.29,3.64,46.68,OBSERVED
2017-11-08,3.64,4.02,39.2,OBSERVED
2017-11-08,4.02,4.43,32.47,OBSERVED
2017-11-08,4.43,4.88,26.65,OBSERVED
2017-11-08,4.88,5.37,21.76,OBSERVED
2017-11-08,5.37,5.9,17.44,OBSERVED
2017-11-08,5.9,6.47,14.52,OBSERVED
2017-11-08,6.47,7.09,11.77,OBSERVED
2017-11-08,7.09,7.76,9.555,OBSERVED
2017-11-08,7.76,8.48,7.791,OBSERVED
2017-11-08,8.48,9.26,6.195,OBSERVED
2017-11-08,9.26,10.1,5.052,OBSERVED
2017-11-08,10.1,11.0,4.052,OBSERVED
2017-11-08,11.0,13.0,2.921,OBSERVED
2017-11-08,13.0,16.6,1.777,OBSERVED
2017-11-08,16.6,22.8,0.8581,OBSERVED
2017-11-08,22.8,33.5,0.3394,OBSERVED
2017-11-08,33.5,48.5,0.1243,OBSERVED
2017-11-08,48.5,69.7,0.04517,OBSERVED
2017-11-08,69.7,100.0,0.01691,OBSERVED
2017-11-09,1.71,1.92,105.6,OBSERVED
2017-11-09,1.92,2.15,93.8,OBSERVED
2017-11-09,2.15,2.4,84.97,OBSERVED
2017-11-09,2.4,2.67,73.89,OBSERVED
2017-11-09,2.67,2.97,64.54,OBSERVED
2017-11-09,2.97,3.29,55.63,OBSERVED
2017-11-09,3.29,3.64,46.8,OBSERVED
2017-11-09,3.64,4.02,39.09,OBSERVED
2017-11-09,4.02,4.43,32.39,OBSERVED
2017-11-09,4.43,4.88,26.7,OBSERVED
2017-11-09,4.88,5.37,21.97,OBSERVED
2017-11-09,5.37,5.9,18.09,OBSERVED
2017-11-09,5.9,6.47,14.66,OBSERVED
2017-11-09,6.47,7.09,11.71,OBSERVED
2017-11-09,7.09,7.76,9.403,OBSERVED
2017-11-09,7.76,8.48,7.675,OBSERVED
2017-11-09,8.48,9.26,6.161,OBSERVED
2017-11-09,9.26,10.1,4.946,OBSERVED
2017-11-09,10.1,11.0,4.103,OBSERVED
2017-11-09,11.0,13.0,2.974,OBSERVED
2017-11-09,13.0,16.6,1.766,OBSERVED
2017-11-09,16.6,22.8,0.8636,OBSERVED
2017-11-09,22.8,33.5,0.3406,OBSERVED
2017-11-09,33.5,48.5,0.1239,OBSERVED
2017-11-09,48.5,69.7,0.045,OBSERVED
2017-11-09,69.7,100.0,0.01697,OBSERVED
2017-11-10,1.71,1.92,101.7,OBSERVED
2017-11-10,1.92,2.15,94.51,OBSERVED
2017-11-10,2.15,2.4,83.93,OBSERVED
2017-11-10,2.4,2.67,72.8,OBSERVED
2017-11-10,2.67,2.97,63.76,OBSERVED
2017-11-10,2.97,3.29,54.97,OBSERVED
2017-11-10,3.29,3.64,46.95,OBSERVED
2017-11-10,3.64,4.02,38.67,OBSERVED
2017-11-10,4.02,4.43,31.96,OBSERVED
2017-11-10,4.43,4.88,26.16,OBSERVED
2017-11-10,4.88,5.37,21.87,OBSERVED
2017-11-10,5.37,5.9,17.81,OBSERVED
2017-11-10,5.9,6.47,14.46,OBSERVED
2017-11-10,6.47,7.09,11.63,OBSERVED
2017-11-10,7.09,7.76,9.416,OBSERVED
2017-11-10,7.76,8.48,7.673,OBSERVED
2017-11-10,8.48,9.26,6.205,OBSERVED
2017-11-10,9.26,10.1,5.106,OBSERVED
