date,predicted_flux
2013-01-06,41.808334
2013-01-07,41.41543
2013-01-08,41.390087
2013-01-09,41.4671
2013-01-10,41.658073
2013-01-11,41.67847
2013-01-12,41.736572
2013-01-13,41.642334
2013-01-14,41.28698
2013-01-15,41.284992
2013-01-16,41.67635
2013-01-17,42.05295
2013-01-18,40.891087
2013-01-19,40.629665
2013-01-20,41.03155
2013-01-21,40.908283
2013-01-22,41.692936
2013-01-23,42.55412
2013-01-24,42.96467
2013-01-25,43.07152
2013-01-26,42.599094
2013-01-27,41.91263
2013-01-28,42.22352
2013-01-29,42.615852
2013-01-30,43.00667
2013-01-31,43.455093
2013-02-01,43.43628
2013-02-02,43.12216
2013-02-03,42.568832
2013-02-04,42.89513
2013-02-05,43.40957
2013-02-06,43.776276
2013-02-07,43.903133
2013-02-08,43.43875
2013-02-09,42.99345
2013-02-10,43.102013
2013-02-11,43.364834
2013-02-12,43.717525
2013-02-13,43.7284
2013-02-14,43.401207
2013-02-15,43.140736
2013-02-16,43.534927
2013-02-17,43.220543
2013-02-18,42.923393
2013-02-19,42.82723
2013-02-20,42.76061
2013-02-21,42.852608
2013-02-22,42.915516
2013-02-23,43.236343
2013-02-24,43.73003
2013-02-25,44.073193
2013-02-26,44.01043
2013-02-27,43.70881
2013-02-28,43.68644
2013-03-01,43.464706
2013-03-02,42.534298
2013-03-03,42.801437
2013-03-04,43.013027
2013-03-05,43.336716
2013-03-06,43.87095
2013-03-07,44.020798
2013-03-08,43.96778
2013-03-09,44.138668
2013-03-10,43.96856
2013-03-11,44.31625
2013-03-12,44.311436
2013-03-13,44.089993
2013-03-14,43.905872
2013-03-15,42.74962
2013-03-16,41.360897
2013-03-17,40.939445
2013-03-18,39.10032
2013-03-19,37.675915
2013-03-20,37.291412
2013-03-21,37.23812
2013-03-22,37.30583
2013-03-23,37.61098
2013-03-24,38.16025
2013-03-25,38.792564
2013-03-26,39.278126
2013-03-27,39.669346
2013-03-28,39.32912
2013-03-29,39.916668
2013-03-30,40.038757
2013-03-31,40.393826
2013-04-01,40.753445
2013-04-02,40.998695
2013-04-03,41.460438
2013-04-04,41.89754
2013-04-05,41.998577
2013-04-06,42.036842
2013-04-07,41.743813
2013-04-08,41.554707
2013-04-09,41.713097
2013-04-10,41.57977
2013-04-11,41.431145
2013-04-12,41.06753
2013-04-13,40.83967
2013-04-14,41.031136
2013-04-15,39.50181
2013-04-16,38.572784
2013-04-17,38.833458
2013-04-18,39.392963
2013-04-19,39.883728
2013-04-20,40.192043
2013-04-21,40.502136
2013-04-22,40.650776
2013-04-23,40.8465
2013-04-24,40.369713
2013-04-25,39.280476
2013-04-26,39.507687
2013-04-27,39.544353
2013-04-28,40.157536
2013-04-29,40.726833
2013-04-30,41.260685
2013-05-01,40.38449
2013-05-02,39.549007
2013-05-03,40.07863
2013-05-04,40.665607
2013-05-05,40.944664
2013-05-06,40.615818
2013-05-07,39.48733
2013-05-08,38.825603
2013-05-09,38.627167
2013-05-10,38.904747
2013-05-11,39.201138
2013-05-12,39.32819
2013-05-13,39.50372
2013-05-14,38.92394
2013-05-15,38.040154
2013-05-16,37.052082
2013-05-17,36.39606
2013-05-18,35.988483
2013-05-19,35.0738
2013-05-20,34.940445
2013-05-21,34.728783
2013-05-22,34.650364
2013-05-23,34.54877
2013-05-24,34.323025
2013-05-25,34.137917
2013-05-26,33.99707
2013-05-27,34.04338
2013-05-28,34.417088
2013-05-29,34.987602
2013-05-30,35.50474
2013-05-31,35.958965
2013-06-01,36.11449
2013-06-02,35.251747
2013-06-03,35.43279
2013-06-04,35.991455
2013-06-05,36.665245
2013-06-06,37.016922
2013-06-07,36.38295
2013-06-08,35.655373
2013-06-09,35.72568
2013-06-10,35.867184
2013-06-11,35.753048
2013-06-12,35.771736
2013-06-13,35.96564
2013-06-14,36.21094
2013-06-15,36.5151
2013-06-16,36.51004
2013-06-17,36.445835
2013-06-18,36.37837
2013-06-19,36.425255
2013-06-20,36.625633
2013-06-21,35.94507
2013-06-22,35.62688
2013-06-23,35.7097
2013-06-24,35.65681
2013-06-25,35.558563
2013-06-26,35.809574
2013-06-27,35.98038
2013-06-28,35.85398
2013-06-29,35.10764
2013-06-30,34.936756
2013-07-01,35.054516
2013-07-02,35.386444
2013-07-03,36.155457
2013-07-04,36.700294
2013-07-05,36.621536
2013-07-06,35.911938
2013-07-07,35.325047
2013-07-08,35.5633
2013-07-09,36.058144
2013-07-10,36.02613
2013-07-11,35.235302
2013-07-12,35.06451
2013-07-13,35.092472
2013-07-14,34.66223
2013-07-15,34.83242
2013-07-16,35.21198
2013-07-17,35.66615
2013-07-18,36.070057
2013-07-19,35.680862
2013-07-20,35.567272
2013-07-21,36.41323
2013-07-22,37.18822
2013-07-23,37.39498
2013-07-24,37.689705
2013-07-25,37.971016
2013-07-26,37.684933
2013-07-27,37.22314
2013-07-28,37.24056
2013-07-29,37.153675
2013-07-30,37.134956
2013-07-31,37.019257
2013-08-01,36.96441
2013-08-02,37.028824
2013-08-03,37.14954
2013-08-04,37.177643
2013-08-05,36.22763
2013-08-06,35.72688
2013-08-07,35.67845
2013-08-08,35.959824
2013-08-09,36.3144
2013-08-10,36.105026
2013-08-11,35.770252
2013-08-12,35.99432
2013-08-13,36.321377
2013-08-14,36.151943
2013-08-15,35.98776
2013-08-16,35.70528
2013-08-17,35.777435
2013-08-18,36.504128
2013-08-19,37.489872
2013-08-20,38.10336
2013-08-21,38.230953
2013-08-22,37.557175
2013-08-23,37.03914
2013-08-24,37.05086
2013-08-25,36.245834
2013-08-26,36.22552
2013-08-27,36.396976
2013-08-28,36.005894
2013-08-29,36.019592
2013-08-30,36.257896
2013-08-31,35.887955
2013-09-01,35.84899
2013-09-02,35.771496
2013-09-03,35.895153
2013-09-04,35.36936
2013-09-05,35.099346
2013-09-06,35.020344
2013-09-07,35.027393
2013-09-08,35.210777
2013-09-09,35.53416
2013-09-10,35.916496
2013-09-11,36.139076
2013-09-12,36.09294
2013-09-13,35.913887
2013-09-14,35.621426
2013-09-15,35.935192
2013-09-16,36.296238
2013-09-17,36.557568
2013-09-18,36.41635
2013-09-19,36.29941
2013-09-20,36.141945
2013-09-21,36.159607
2013-09-22,36.221664
2013-09-23,36.349422
2013-09-24,36.361553
2013-09-25,36.131207
2013-09-26,36.223724
2013-09-27,36.676514
2013-09-28,37.091496
2013-09-29,37.668648
2013-09-30,38.087883
2013-10-01,38.079655
2013-10-02,37.530426
2013-10-03,36.01362
2013-10-04,35.432556
2013-10-05,35.971058
2013-10-06,36.812965
2013-10-07,37.3555
2013-10-08,37.50248
2013-10-09,37.054745
2013-10-10,36.159107
2013-10-11,36.31439
2013-10-12,37.02828
2013-10-13,37.270523
2013-10-14,37.480713
2013-10-15,36.877144
2013-10-16,36.530178
2013-10-17,36.47358
2013-10-18,36.590206
2013-10-19,36.763523
2013-10-20,36.94914
2013-10-21,37.2208
2013-10-22,37.45291
2013-10-23,36.975002
2013-10-24,36.954132
2013-10-25,36.982952
2013-10-26,37.402473
2013-10-27,37.678326
2013-10-28,37.908474
2013-10-29,37.92195
2013-10-30,37.605335
2013-10-31,36.794266
2013-11-01,36.231926
2013-11-02,36.28611
2013-11-03,36.79853
2013-11-04,36.792236
2013-11-05,36.67886
2013-11-06,36.878864
2013-11-07,37.21489
