bartels_rotation_number,rigidity_min GV,rigidity_max GV,proton_flux m^-2sr^-1s^-1GV^-1,proton_flux_error_statistical m^-2sr^-1s^-1GV^-1,proton_flux_error_timedependent m^-2sr^-1s^-1GV^-1,proton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2561,1.92,2.97,6.633E+2,0.003E+2,0.011E+2,0.080E+2
2561,2.97,4.02,3.274E+2,0.002E+2,0.006E+2,0.035E+2
2561,4.02,4.88,1.921E+2,0.001E+2,0.004E+2,0.020E+2
2561,4.88,5.90,1.235E+2,0.001E+2,0.003E+2,0.013E+2
2561,5.90,7.09,7.896E+1,0.005E+1,0.018E+1,0.084E+1
2561,7.09,8.48,5.017E+1,0.003E+1,0.011E+1,0.054E+1
2561,8.48,11.00,2.869E+1,0.002E+1,0.005E+1,0.031E+1
2561,11.00,16.60,1.185E+1,0.001E+1,0.002E+1,0.013E+1
2561,16.60,22.80,4.389E+0,0.003E+0,0.007E+0,0.051E+0
2561,22.80,41.90,1.252E+0,0.001E+0,0.002E+0,0.015E+0
2562,1.00,1.92,1.366E+3,0.001E+3,0.002E+3,0.026E+3
2562,1.92,2.97,6.580E+2,0.003E+2,0.011E+2,0.079E+2
2562,2.97,4.02,3.256E+2,0.002E+2,0.006E+2,0.035E+2
2562,4.02,4.88,1.914E+2,0.001E+2,0.004E+2,0.020E+2
2562,4.88,5.90,1.233E+2,0.001E+2,0.003E+2,0.013E+2
2562,5.90,7.09,7.878E+1,0.005E+1,0.018E+1,0.084E+1
2562,7.09,8.48,5.019E+1,0.003E+1,0.012E+1,0.054E+1
2562,8.48,11.00,2.869E+1,0.002E+1,0.005E+1,0.031E+1
2562,11.00,16.60,1.188E+1,0.001E+1,0.002E+1,0.013E+1
2562,16.60,22.80,4.412E+0,0.003E+0,0.007E+0,0.051E+0
2562,22.80,41.90,1.252E+0,0.001E+0,0.002E+0,0.015E+0
2563,1.00,1.92,1.364E+3,0.001E+3,0.002E+3,0.026E+3
2563,1.92,2.97,6.528E+2,0.003E+2,0.011E+2,0.079E+2
2563,2.97,4.02,3.229E+2,0.002E+2,0.006E+2,0.035E+2
2563,4.02,4.88,1.898E+2,0.001E+2,0.005E+2,0.020E+2
2563,4.88,5.90,1.223E+2,0.001E+2,0.003E+2,0.013E+2
2563,5.90,7.09,7.818E+1,0.006E+1,0.019E+1,0.083E+1
2563,7.09,8.48,4.981E+1,0.004E+1,0.012E+1,0.053E+1
2563,8.48,11.00,2.847E+1,0.002E+1,0.006E+1,0.031E+1
2563,11.00,16.60,1.181E+1,0.001E+1,0.002E+1,0.013E+1
2563,16.60,22.80,4.388E+0,0.004E+0,0.008E+0,0.051E+0
2563,22.80,41.90,1.250E+0,0.001E+0,0.002E+0,0.015E+0
2564,1.00,1.92,1.370E+3,0.001E+3,0.002E+3,0.027E+3
2564,1.92,2.97,6.577E+2,0.003E+2,0.012E+2,0.080E+2
2564,2.97,4.02,3.251E+2,0.001E+2,0.007E+2,0.035E+2
2564,4.02,4.88,1.909E+2,0.001E+2,0.005E+2,0.020E+2
2564,4.88,5.90,1.229E+2,0.001E+2,0.003E+2,0.013E+2
2564,5.90,7.09,7.857E+1,0.005E+1,0.020E+1,0.084E+1
2564,7.09,8.48,5.008E+1,0.003E+1,0.012E+1,0.054E+1
2564,8.48,11.00,2.859E+1,0.002E+1,0.006E+1,0.031E+1
2564,11.00,16.60,1.184E+1,0.001E+1,0.002E+1,0.013E+1
2564,16.60,22.80,4.409E+0,0.003E+0,0.008E+0,0.051E+0
2564,22.80,41.90,1.252E+0,0.001E+0,0.002E+0,0.015E+0
2565,1.00,1.92,1.399E+3,0.001E+3,0.002E+3,0.027E+3
2565,1.92,2.97,6.644E+2,0.003E+2,0.012E+2,0.080E+2
2565,2.97,4.02,3.275E+2,0.001E+2,0.007E+2,0.036E+2
2565,4.02,4.88,1.921E+2,0.001E+2,0.005E+2,0.021E+2
2565,4.88,5.90,1.236E+2,0.001E+2,0.003E+2,0.013E+2
2565,5.90,7.09,7.906E+1,0.005E+1,0.021E+1,0.084E+1
2565,7.09,8.48,5.038E+1,0.003E+1,0.013E+1,0.054E+1
2565,8.48,11.00,2.876E+1,0.002E+1,0.006E+1,0.031E+1
2565,11.00,16.60,1.191E+1,0.001E+1,0.002E+1,0.013E+1
2565,16.60,22.80,4.420E+0,0.003E+0,0.008E+0,0.051E+0
2565,22.80,41.90,1.257E+0,0.001E+0,0.002E+0,0.015E+0
2566,1.00,1.92,1.342E+3,0.001E+3,0.002E+3,0.026E+3
2566,1.92,2.97,6.477E+2,0.003E+2,0.011E+2,0.078E+2
2566,2.97,4.02,3.215E+2,0.002E+2,0.006E+2,0.035E+2
2566,4.02,4.88,1.893E+2,0.001E+2,0.004E+2,0.020E+2
2566,4.88,5.90,1.219E+2,0.001E+2,0.003E+2,0.013E+2
2566,5.90,7.09,7.817E+1,0.006E+1,0.017E+1,0.083E+1
2566,7.09,8.48,4.978E+1,0.004E+1,0.011E+1,0.053E+1
2566,8.48,11.00,2.852E+1,0.002E+1,0.005E+1,0.031E+1
2566,11.00,16.60,1.184E+1,0.001E+1,0.002E+1,0.013E+1
2566,16.60,22.80,4.400E+0,0.004E+0,0.007E+0,0.051E+0
2566,22.80,41.90,1.249E+0,0.001E+0,0.002E+0,0.015E+0
2567,1.00,1.92,1.251E+3,0.001E+3,0.002E+3,0.024E+3
2567,1.92,2.97,6.165E+2,0.003E+2,0.010E+2,0.074E+2
2567,2.97,4.02,3.101E+2,0.002E+2,0.005E+2,0.033E+2
2567,4.02,4.88,1.833E+2,0.001E+2,0.004E+2,0.019E+2
2567,4.88,5.90,1.189E+2,0.001E+2,0.003E+2,0.012E+2
2567,5.90,7.09,7.640E+1,0.005E+1,0.016E+1,0.081E+1
2567,7.09,8.48,4.889E+1,0.004E+1,0.010E+1,0.052E+1
2567,8.48,11.00,2.811E+1,0.002E+1,0.005E+1,0.030E+1
2567,11.00,16.60,1.171E+1,0.001E+1,0.002E+1,0.013E+1
2567,16.60,22.80,4.364E+0,0.003E+0,0.006E+0,0.050E+0
2567,22.80,41.90,1.245E+0,0.001E+0,0.001E+0,0.015E+0
2568,1.00,1.92,1.302E+3,0.001E+3,0.001E+3,0.025E+3
2568,1.92,2.97,6.362E+2,0.002E+2,0.007E+2,0.076E+2
2568,2.97,4.02,3.177E+2,0.001E+2,0.004E+2,0.034E+2
2568,4.02,4.88,1.874E+2,0.001E+2,0.003E+2,0.020E+2
2568,4.88,5.90,1.211E+2,0.001E+2,0.002E+2,0.013E+2
2568,5.90,7.09,7.752E+1,0.004E+1,0.012E+1,0.081E+1
2568,7.09,8.48,4.950E+1,0.003E+1,0.007E+1,0.052E+1
2568,8.48,11.00,2.832E+1,0.002E+1,0.003E+1,0.030E+1
2568,11.00,16.60,1.176E+1,0.001E+1,0.001E+1,0.013E+1
2568,16.60,22.80,4.363E+0,0.003E+0,0.005E+0,0.050E+0
2568,22.80,41.90,1.248E+0,0.001E+0,0.001E+0,0.015E+0
2569,1.00,1.92,1.330E+3,0.001E+3,0.002E+3,0.026E+3
2569,1.92,2.97,6.442E+2,0.002E+2,0.011E+2,0.078E+2
2569,2.97,4.02,3.202E+2,0.001E+2,0.006E+2,0.035E+2
2569,4.02,4.88,1.886E+2,0.001E+2,0.004E+2,0.020E+2
2569,4.88,5.90,1.217E+2,0.001E+2,0.003E+2,0.013E+2
2569,5.90,7.09,7.798E+1,0.004E+1,0.018E+1,0.083E+1
2569,7.09,8.48,4.966E+1,0.003E+1,0.012E+1,0.053E+1
2569,8.48,11.00,2.843E+1,0.001E+1,0.005E+1,0.031E+1
2569,11.00,16.60,1.178E+1,0.001E+1,0.002E+1,0.013E+1
2569,16.60,22.80,4.367E+0,0.003E+0,0.007E+0,0.050E+0
2569,22.80,41.90,1.246E+0,0.001E+0,0.002E+0,0.015E+0
2570,1.00,1.92,1.307E+3,0.000E+3,0.002E+3,0.025E+3
2570,1.92,2.97,6.338E+2,0.002E+2,0.009E+2,0.076E+2
2570,2.97,4.02,3.162E+2,0.001E+2,0.005E+2,0.034E+2
2570,4.02,4.88,1.865E+2,0.001E+2,0.004E+2,0.020E+2
2570,4.88,5.90,1.206E+2,0.001E+2,0.002E+2,0.013E+2
2570,5.90,7.09,7.723E+1,0.004E+1,0.016E+1,0.081E+1
2570,7.09,8.48,4.932E+1,0.003E+1,0.010E+1,0.052E+1
2570,8.48,11.00,2.825E+1,0.001E+1,0.005E+1,0.030E+1
2570,11.00,16.60,1.173E+1,0.001E+1,0.002E+1,0.013E+1
2570,16.60,22.80,4.363E+0,0.003E+0,0.006E+0,0.050E+0
2570,22.80,41.90,1.244E+0,0.001E+0,0.001E+0,0.015E+0
2571,1.00,1.92,1.262E+3,0.001E+3,0.002E+3,0.024E+3
2571,1.92,2.97,6.194E+2,0.002E+2,0.008E+2,0.074E+2
2571,2.97,4.02,3.108E+2,0.001E+2,0.005E+2,0.033E+2
2571,4.02,4.88,1.839E+2,0.001E+2,0.003E+2,0.019E+2
2571,4.88,5.90,1.191E+2,0.001E+2,0.002E+2,0.012E+2
2571,5.90,7.09,7.641E+1,0.004E+1,0.013E+1,0.080E+1
2571,7.09,8.48,4.886E+1,0.003E+1,0.009E+1,0.052E+1
2571,8.48,11.00,2.801E+1,0.001E+1,0.004E+1,0.030E+1
2571,11.00,16.60,1.165E+1,0.001E+1,0.001E+1,0.013E+1
2571,16.60,22.80,4.341E+0,0.003E+0,0.005E+0,0.050E+0
2571,22.80,41.90,1.243E+0,0.001E+0,0.001E+0,0.015E+0
2572,1.00,1.92,1.240E+3,0.001E+3,0.002E+3,0.024E+3
2572,1.92,2.97,6.124E+2,0.002E+2,0.009E+2,0.074E+2
2572,2.97,4.02,3.086E+2,0.001E+2,0.005E+2,0.033E+2
2572,4.02,4.88,1.828E+2,0.001E+2,0.004E+2,0.019E+2
2572,4.88,5.90,1.185E+2,0.001E+2,0.002E+2,0.012E+2
2572,5.90,7.09,7.617E+1,0.004E+1,0.015E+1,0.080E+1
2572,7.09,8.48,4.867E+1,0.003E+1,0.010E+1,0.052E+1
2572,8.48,11.00,2.798E+1,0.001E+1,0.005E+1,0.030E+1
2572,11.00,16.60,1.164E+1,0.001E+1,0.001E+1,0.013E+1
2572,16.60,22.80,4.328E+0,0.003E+0,0.006E+0,0.050E+0
2572,22.80,41.90,1.238E+0,0.001E+0,0.001E+0,0.015E+0
2573,1.00,1.92,1.172E+3,0.000E+3,0.002E+3,0.023E+3
2573,1.92,2.97,5.920E+2,0.002E+2,0.009E+2,0.071E+2
2573,2.97,4.02,3.016E+2,0.001E+2,0.005E+2,0.033E+2
2573,4.02,4.88,1.797E+2,0.001E+2,0.004E+2,0.019E+2
2573,4.88,5.90,1.170E+2,0.001E+2,0.002E+2,0.012E+2
2573,5.90,7.09,7.542E+1,0.004E+1,0.016E+1,0.080E+1
2573,7.09,8.48,4.829E+1,0.003E+1,0.010E+1,0.051E+1
2573,8.48,11.00,2.781E+1,0.001E+1,0.005E+1,0.030E+1
2573,11.00,16.60,1.161E+1,0.001E+1,0.002E+1,0.013E+1
2573,16.60,22.80,4.334E+0,0.003E+0,0.007E+0,0.050E+0
2573,22.80,41.90,1.242E+0,0.001E+0,0.001E+0,0.015E+0
2574,1.00,1.92,1.130E+3,0.000E+3,0.002E+3,0.022E+3
2574,1.92,2.97,5.730E+2,0.002E+2,0.013E+2,0.070E+2
2574,2.97,4.02,2.935E+2,0.001E+2,0.007E+2,0.032E+2
2574,4.02,4.88,1.758E+2,0.001E+2,0.005E+2,0.019E+2
2574,4.88,5.90,1.147E+2,0.001E+2,0.003E+2,0.012E+2
2574,5.90,7.09,7.410E+1,0.004E+1,0.022E+1,0.080E+1
2574,7.09,8.48,4.767E+1,0.002E+1,0.014E+1,0.052E+1
2574,8.48,11.00,2.746E+1,0.001E+1,0.007E+1,0.030E+1
2574,11.00,16.60,1.151E+1,0.001E+1,0.002E+1,0.013E+1
2574,16.60,22.80,4.306E+0,0.002E+0,0.009E+0,0.050E+0
2574,22.80,41.90,1.234E+0,0.001E+0,0.002E+0,0.015E+0
2575,1.00,1.92,1.038E+3,0.000E+3,0.002E+3,0.020E+3
2575,1.92,2.97,5.416E+2,0.002E+2,0.008E+2,0.065E+2
2575,2.97,4.02,2.826E+2,0.001E+2,0.005E+2,0.030E+2
2575,4.02,4.88,1.710E+2,0.001E+2,0.004E+2,0.018E+2
2575,4.88,5.90,1.124E+2,0.001E+2,0.002E+2,0.012E+2
2575,5.90,7.09,7.299E+1,0.004E+1,0.015E+1,0.077E+1
2575,7.09,8.48,4.702E+1,0.002E+1,0.010E+1,0.050E+1
2575,8.48,11.00,2.718E+1,0.001E+1,0.005E+1,0.029E+1
2575,11.00,16.60,1.140E+1,0.001E+1,0.002E+1,0.013E+1
2575,16.60,22.80,4.273E+0,0.002E+0,0.006E+0,0.049E+0
2575,22.80,41.90,1.226E+0,0.001E+0,0.001E+0,0.014E+0
