date YYY-MM-DD,rigidity_min GV,rigidity_max GV,electron_flux m^-2sr^-1s^-1GV^-1,electron_flux_error_statistical m^-2sr^-1s^-1GV^-1,electron_flux_error_timedependent m^-2sr^-1s^-1GV^-1,electron_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2013-7-15,8.48,11.00,2.429E-1,0.036E-1,0.024E-1,0.036E-1,
2013-7-15,11.00,16.60,8.454E-2,0.136E-2,0.085E-2,0.126E-2,
2013-7-15,16.60,22.80,2.586E-2,0.062E-2,0.026E-2,0.038E-2,
2013-7-15,22.80,41.90,5.989E-3,0.143E-3,0.060E-3,0.089E-3,
2013-7-16,1.00,1.71,1.083E+1,0.028E+1,0.022E+1,0.031E+1,
2013-7-16,1.71,2.97,6.517E+0,0.057E+0,0.098E+0,0.138E+0,
2013-7-16,2.97,4.02,3.378E+0,0.036E+0,0.034E+0,0.055E+0,
2013-7-16,4.02,5.90,1.596E+0,0.015E+0,0.016E+0,0.024E+0,
2013-7-16,5.90,7.09,7.635E-1,0.105E-1,0.076E-1,0.114E-1,
2013-7-16,7.09,8.48,4.639E-1,0.071E-1,0.046E-1,0.069E-1,
2013-7-16,8.48,11.00,2.334E-1,0.036E-1,0.023E-1,0.035E-1,
2013-7-16,11.00,16.60,8.351E-2,0.136E-2,0.084E-2,0.124E-2,
2013-7-16,16.60,22.80,2.432E-2,0.060E-2,0.024E-2,0.036E-2,
2013-7-16,22.80,41.90,5.738E-3,0.140E-3,0.057E-3,0.085E-3,
2013-7-17,1.00,1.71,1.145E+1,0.026E+1,0.023E+1,0.033E+1,
2013-7-17,1.71,2.97,6.725E+0,0.058E+0,0.101E+0,0.143E+0,
2013-7-17,2.97,4.02,3.504E+0,0.036E+0,0.035E+0,0.057E+0,
2013-7-17,4.02,5.90,1.637E+0,0.015E+0,0.016E+0,0.024E+0,
2013-7-17,5.90,7.09,7.8510E-1,0.106E-1,0.079E-1,0.117E-1,
2013-7-17,7.09,8.48,4.779E-1,0.072E-1,0.048E-1,0.071E-1,
2013-7-17,8.48,11.00,2.415E-1,0.036E-1,0.024E-1,0.036E-1,
2013-7-17,11.00,16.60,8.584E-2,0.138E-2,0.086E-2,0.128E-2,
2013-7-17,16.60,22.80,2.543E-2,0.062E-2,0.025E-2,0.038E-2,
2013-7-17,22.80,41.90,5.911E-3,0.144E-3,0.059E-3,0.088E-3,
2013-7-18,1.00,1.71,1.147E+1,0.024E+1,0.023E+1,0.033E+1,
2013-7-18,1.71,2.97,6.927E+0,0.060E+0,0.104E+0,0.147E+0,
2013-7-18,2.97,4.02,3.514E+0,0.037E+0,0.035E+0,0.058E+0,
2013-7-18,4.02,5.90,1.653E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-18,5.90,7.09,7.875E-1,0.107E-1,0.079E-1,0.117E-1,
2013-7-18,7.09,8.48,4.746E-1,0.072E-1,0.047E-1,0.071E-1,
2013-7-18,8.48,11.00,2.447E-1,0.037E-1,0.024E-1,0.036E-1,
2013-7-18,11.00,16.60,8.461E-2,0.137E-2,0.085E-2,0.126E-2,
2013-7-18,16.60,22.80,2.687E-2,0.063E-2,0.027E-2,0.040E-2,
2013-7-18,22.80,41.90,5.683E-3,0.140E-3,0.057E-3,0.084E-3,
2013-7-19,1.00,1.71,1.1610E+1,0.028E+1,0.023E+1,0.034E+1,
2013-7-19,1.71,2.97,6.864E+0,0.060E+0,0.103E+0,0.146E+0,
2013-7-19,2.97,4.02,3.518E+0,0.037E+0,0.035E+0,0.058E+0,
2013-7-19,4.02,5.90,1.647E+0,0.015E+0,0.016E+0,0.024E+0,
2013-7-19,5.90,7.09,7.801E-1,0.107E-1,0.078E-1,0.116E-1,
2013-7-19,7.09,8.48,4.746E-1,0.072E-1,0.047E-1,0.071E-1,
2013-7-19,8.48,11.00,2.398E-1,0.037E-1,0.024E-1,0.036E-1,
2013-7-19,11.00,16.60,8.212E-2,0.136E-2,0.082E-2,0.122E-2,
2013-7-19,16.60,22.80,2.618E-2,0.063E-2,0.026E-2,0.039E-2,
2013-7-19,22.80,41.90,6.010E-3,0.145E-3,0.060E-3,0.089E-3,
2013-7-20,1.00,1.71,1.189E+1,0.030E+1,0.024E+1,0.034E+1,
2013-7-20,1.71,2.97,6.921E+0,0.059E+0,0.104E+0,0.147E+0,
2013-7-20,2.97,4.02,3.572E+0,0.037E+0,0.036E+0,0.059E+0,
2013-7-20,4.02,5.90,1.667E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-20,5.90,7.09,7.797E-1,0.105E-1,0.078E-1,0.116E-1,
2013-7-20,7.09,8.48,4.685E-1,0.071E-1,0.047E-1,0.070E-1,
2013-7-20,8.48,11.00,2.351E-1,0.036E-1,0.024E-1,0.035E-1,
2013-7-20,11.00,16.60,8.219E-2,0.135E-2,0.082E-2,0.122E-2,
2013-7-20,16.60,22.80,2.612E-2,0.062E-2,0.026E-2,0.039E-2,
2013-7-20,22.80,41.90,5.822E-3,0.141E-3,0.058E-3,0.087E-3,
2013-7-21,1.00,1.71,1.117E+1,0.026E+1,0.022E+1,0.032E+1,
2013-7-21,1.71,2.97,6.851E+0,0.059E+0,0.103E+0,0.145E+0,
2013-7-21,2.97,4.02,3.489E+0,0.036E+0,0.035E+0,0.057E+0,
2013-7-21,4.02,5.90,1.648E+0,0.015E+0,0.016E+0,0.024E+0,
2013-7-21,5.90,7.09,8.002E-1,0.107E-1,0.080E-1,0.119E-1,
2013-7-21,7.09,8.48,4.703E-1,0.071E-1,0.047E-1,0.070E-1,
2013-7-21,8.48,11.00,2.474E-1,0.037E-1,0.025E-1,0.037E-1,
2013-7-21,11.00,16.60,8.239E-2,0.135E-2,0.082E-2,0.122E-2,
2013-7-21,16.60,22.80,2.549E-2,0.062E-2,0.025E-2,0.038E-2,
2013-7-21,22.80,41.90,5.758E-3,0.141E-3,0.058E-3,0.086E-3,
2013-7-22,1.00,1.71,1.142E+1,0.024E+1,0.023E+1,0.033E+1,
2013-7-22,1.71,2.97,6.929E+0,0.060E+0,0.104E+0,0.147E+0,
2013-7-22,2.97,4.02,3.538E+0,0.037E+0,0.035E+0,0.058E+0,
2013-7-22,4.02,5.90,1.692E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-22,5.90,7.09,8.014E-1,0.107E-1,0.080E-1,0.119E-1,
2013-7-22,7.09,8.48,4.656E-1,0.071E-1,0.047E-1,0.069E-1,
2013-7-22,8.48,11.00,2.494E-1,0.037E-1,0.025E-1,0.037E-1,
2013-7-22,11.00,16.60,8.578E-2,0.138E-2,0.086E-2,0.128E-2,
2013-7-22,16.60,22.80,2.497E-2,0.061E-2,0.025E-2,0.037E-2,
2013-7-22,22.80,41.90,5.672E-3,0.140E-3,0.057E-3,0.084E-3,
2013-7-23,1.00,1.71,1.129E+1,0.027E+1,0.023E+1,0.033E+1,
2013-7-23,1.71,2.97,6.814E+0,0.059E+0,0.102E+0,0.145E+0,
2013-7-23,2.97,4.02,3.524E+0,0.037E+0,0.035E+0,0.058E+0,
2013-7-23,4.02,5.90,1.676E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-23,5.90,7.09,7.772E-1,0.109E-1,0.078E-1,0.116E-1,
2013-7-23,7.09,8.48,4.707E-1,0.073E-1,0.047E-1,0.070E-1,
2013-7-23,8.48,11.00,2.455E-1,0.038E-1,0.025E-1,0.036E-1,
2013-7-23,11.00,16.60,8.604E-2,0.142E-2,0.086E-2,0.128E-2,
2013-7-23,16.60,22.80,2.527E-2,0.063E-2,0.025E-2,0.038E-2,
2013-7-23,22.80,41.90,5.908E-3,0.146E-3,0.059E-3,0.088E-3,
2013-7-24,1.00,1.71,1.128E+1,0.029E+1,0.023E+1,0.033E+1,
2013-7-24,1.71,2.97,6.834E+0,0.059E+0,0.103E+0,0.145E+0,
2013-7-24,2.97,4.02,3.575E+0,0.037E+0,0.036E+0,0.059E+0,
2013-7-24,4.02,5.90,1.684E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-24,5.90,7.09,8.202E-1,0.108E-1,0.082E-1,0.122E-1,
2013-7-24,7.09,8.48,4.789E-1,0.072E-1,0.048E-1,0.071E-1,
2013-7-24,8.48,11.00,2.480E-1,0.037E-1,0.025E-1,0.037E-1,
2013-7-24,11.00,16.60,8.478E-2,0.137E-2,0.085E-2,0.126E-2,
2013-7-24,16.60,22.80,2.623E-2,0.063E-2,0.026E-2,0.039E-2,
2013-7-24,22.80,41.90,5.914E-3,0.143E-3,0.059E-3,0.088E-3,
2013-7-25,1.00,1.71,1.143E+1,0.027E+1,0.023E+1,0.033E+1,
2013-7-25,1.71,2.97,6.877E+0,0.059E+0,0.103E+0,0.146E+0,
2013-7-25,2.97,4.02,3.587E+0,0.037E+0,0.036E+0,0.059E+0,
2013-7-25,4.02,5.90,1.713E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-25,5.90,7.09,7.967E-1,0.109E-1,0.080E-1,0.118E-1,
2013-7-25,7.09,8.48,4.642E-1,0.072E-1,0.046E-1,0.069E-1,
2013-7-25,8.48,11.00,2.487E-1,0.038E-1,0.025E-1,0.037E-1,
2013-7-25,11.00,16.60,8.478E-2,0.140E-2,0.085E-2,0.126E-2,
2013-7-25,16.60,22.80,2.5010E-2,0.063E-2,0.025E-2,0.037E-2,
2013-7-25,22.80,41.90,5.861E-3,0.145E-3,0.059E-3,0.087E-3,
2013-7-26,1.00,1.71,1.128E+1,0.023E+1,0.023E+1,0.033E+1,
2013-7-26,1.71,2.97,6.932E+0,0.059E+0,0.104E+0,0.147E+0,
2013-7-26,2.97,4.02,3.517E+0,0.036E+0,0.035E+0,0.058E+0,
2013-7-26,4.02,5.90,1.717E+0,0.015E+0,0.017E+0,0.026E+0,
2013-7-26,5.90,7.09,8.123E-1,0.108E-1,0.081E-1,0.121E-1,
2013-7-26,7.09,8.48,4.586E-1,0.070E-1,0.046E-1,0.068E-1,
2013-7-26,8.48,11.00,2.524E-1,0.037E-1,0.025E-1,0.038E-1,
2013-7-26,11.00,16.60,8.608E-2,0.137E-2,0.086E-2,0.128E-2,
2013-7-26,16.60,22.80,2.646E-2,0.063E-2,0.026E-2,0.039E-2,
2013-7-26,22.80,41.90,6.070E-3,0.144E-3,0.061E-3,0.090E-3,
2013-7-27,1.00,1.71,1.173E+1,0.025E+1,0.023E+1,0.034E+1,
2013-7-27,1.71,2.97,6.948E+0,0.059E+0,0.104E+0,0.147E+0,
2013-7-27,2.97,4.02,3.598E+0,0.037E+0,0.036E+0,0.059E+0,
2013-7-27,4.02,5.90,1.672E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-27,5.90,7.09,7.809E-1,0.107E-1,0.078E-1,0.116E-1,
2013-7-27,7.09,8.48,4.716E-1,0.072E-1,0.047E-1,0.070E-1,
2013-7-27,8.48,11.00,2.442E-1,0.037E-1,0.024E-1,0.036E-1,
2013-7-27,11.00,16.60,8.395E-2,0.139E-2,0.084E-2,0.125E-2,
2013-7-27,16.60,22.80,2.654E-2,0.065E-2,0.027E-2,0.039E-2,
2013-7-27,22.80,41.90,6.145E-3,0.148E-3,0.061E-3,0.091E-3,
2013-7-28,1.00,1.71,1.180E+1,0.025E+1,0.024E+1,0.034E+1,
2013-7-28,1.71,2.97,6.713E+0,0.058E+0,0.101E+0,0.142E+0,
2013-7-28,2.97,4.02,3.591E+0,0.036E+0,0.036E+0,0.059E+0,
2013-7-28,4.02,5.90,1.649E+0,0.015E+0,0.016E+0,0.025E+0,
2013-7-28,5.90,7.09,7.824E-1,0.106E-1,0.078E-1,0.116E-1,
2013-7-28,7.09,8.48,4.809E-1,0.073E-1,0.048E-1,0.071E-1,
2013-7-28,8.48,11.00,2.401E-1,0.037E-1,0.024E-1,0.036E-1,
2013-7-28,11.00,16.60,8.556E-2,0.138E-2,0.086E-2,0.127E-2,
2013-7-28,16.60,22.80,2.613E-2,0.062E-2,0.026E-2,0.039E-2,
2013-7-28,22.80,41.90,6.085E-3,0.146E-3,0.061E-3,0.090E-3,
2013-7-29,1.00,1.71,1.169E+1,0.026E+1,0.023E+1,0.034E+1,
2013-7-29,1.71,2.97,7.023E+0,0.059E+0,0.105E+0,0.149E+0,
2013-7-29,2.97,4.02,3.543E+0,0.037E+0,0.035E+0,0.058E+0,
2013-7-29,4.02,5.90,1.650E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-29,5.90,7.09,7.926E-1,0.107E-1,0.079E-1,0.118E-1,
2013-7-29,7.09,8.48,4.698E-1,0.071E-1,0.047E-1,0.070E-1,
2013-7-29,8.48,11.00,2.426E-1,0.036E-1,0.024E-1,0.036E-1,
2013-7-29,11.00,16.60,8.217E-2,0.135E-2,0.082E-2,0.122E-2,
2013-7-29,16.60,22.80,2.544E-2,0.061E-2,0.025E-2,0.038E-2,
2013-7-29,22.80,41.90,6.094E-3,0.145E-3,0.061E-3,0.091E-3,
2013-7-30,1.00,1.71,1.164E+1,0.024E+1,0.023E+1,0.034E+1,
2013-7-30,1.71,2.97,7.083E+0,0.060E+0,0.106E+0,0.150E+0,
2013-7-30,2.97,4.02,3.5310E+0,0.036E+0,0.035E+0,0.058E+0,
2013-7-30,4.02,5.90,1.667E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-30,5.90,7.09,7.941E-1,0.106E-1,0.079E-1,0.118E-1,
2013-7-30,7.09,8.48,4.691E-1,0.071E-1,0.047E-1,0.070E-1,
2013-7-30,8.48,11.00,2.446E-1,0.036E-1,0.024E-1,0.036E-1,
2013-7-30,11.00,16.60,8.419E-2,0.136E-2,0.084E-2,0.125E-2,
2013-7-30,16.60,22.80,2.677E-2,0.063E-2,0.027E-2,0.040E-2,
2013-7-30,22.80,41.90,5.863E-3,0.142E-3,0.059E-3,0.087E-3,
2013-7-31,1.00,1.71,1.172E+1,0.028E+1,0.023E+1,0.034E+1,
2013-7-31,1.71,2.97,7.011E+0,0.060E+0,0.105E+0,0.149E+0,
2013-7-31,2.97,4.02,3.563E+0,0.037E+0,0.036E+0,0.058E+0,
2013-7-31,4.02,5.90,1.684E+0,0.015E+0,0.017E+0,0.025E+0,
2013-7-31,5.90,7.09,7.821E-1,0.106E-1,0.078E-1,0.116E-1,
2013-7-31,7.09,8.48,4.708E-1,0.071E-1,0.047E-1,0.070E-1,
2013-7-31,8.48,11.00,2.423E-1,0.036E-1,0.024E-1,0.036E-1,
2013-7-31,11.00,16.60,8.346E-2,0.136E-2,0.083E-2,0.124E-2,
2013-7-31,16.60,22.80,2.559E-2,0.062E-2,0.026E-2,0.038E-2,
2013-7-31,22.80,41.90,5.902E-3,0.142E-3,0.059E-3,0.088E-3,
2013-8-1,1.00,1.71,1.154E+1,0.026E+1,0.023E+1,0.033E+1,
2013-8-1,1.71,2.97,7.086E+0,0.059E+0,0.106E+0,0.150E+0,
2013-8-1,2.97,4.02,3.596E+0,0.036E+0,0.036E+0,0.059E+0,
2013-8-1,4.02,5.90,1.703E+0,0.015E+0,0.017E+0,0.025E+0,
2013-8-1,5.90,7.09,7.895E-1,0.106E-1,0.079E-1,0.117E-1,
2013-8-1,7.09,8.48,4.819E-1,0.072E-1,0.048E-1,0.072E-1,
2013-8-1,8.48,11.00,2.369E-1,0.036E-1,0.024E-1,0.035E-1,
2013-8-1,11.00,16.60,8.680E-2,0.138E-2,0.087E-2,0.129E-2,
2013-8-1,16.60,22.80,2.601E-2,0.062E-2,0.026E-2,0.039E-2,
2013-8-1,22.80,41.90,5.935E-3,0.143E-3,0.059E-3,0.088E-3,
2013-8-2,1.00,1.71,1.231E+1,0.026E+1,0.025E+1,0.036E+1,
2013-8-2,1.71,2.97,7.311E+0,0.061E+0,0.110E+0,0.155E+0,
2013-8-2,2.97,4.02,3.694E+0,0.037E+0,0.037E+0,0.061E+0,
2013-8-2,4.02,5.90,1.728E+0,0.015E+0,0.017E+0,0.026E+0,
2013-8-2,5.90,7.09,8.054E-1,0.107E-1,0.081E-1,0.120E-1,
2013-8-2,7.09,8.48,4.8610E-1,0.072E-1,0.049E-1,0.072E-1,
2013-8-2,8.48,11.00,2.531E-1,0.037E-1,0.025E-1,0.038E-1,
2013-8-2,11.00,16.60,8.972E-2,0.140E-2,0.090E-2,0.133E-2,
2013-8-2,16.60,22.80,2.594E-2,0.062E-2,0.026E-2,0.039E-2,
2013-8-2,22.80,41.90,6.052E-3,0.144E-3,0.061E-3,0.090E-3,
2013-8-3,1.00,1.71,1.147E+1,0.024E+1,0.023E+1,0.033E+1,
2013-8-3,1.71,2.97,7.106E+0,0.059E+0,0.107E+0,0.151E+0,
2013-8-3,2.97,4.02,3.605E+0,0.036E+0,0.036E+0,0.059E+0,
2013-8-3,4.02,5.90,1.717E+0,0.015E+0,0.017E+0,0.026E+0,
2013-8-3,5.90,7.09,7.993E-1,0.107E-1,0.080E-1,0.119E-1,
2013-8-3,7.09,8.48,4.721E-1,0.071E-1,0.047E-1,0.070E-1,
2013-8-3,8.48,11.00,2.534E-1,0.037E-1,0.025E-1,0.038E-1,
2013-8-3,11.00,16.60,8.864E-2,0.140E-2,0.089E-2,0.132E-2,
2013-8-3,16.60,22.80,2.682E-2,0.063E-2,0.027E-2,0.040E-2,
2013-8-3,22.80,41.90,5.905E-3,0.142E-3,0.059E-3,0.088E-3,
2013-8-4,1.00,1.71,1.235E+1,0.029E+1,0.025E+1,0.036E+1,
2013-8-4,1.71,2.97,7.071E+0,0.060E+0,0.106E+0,0.150E+0,
2013-8-4,2.97,4.02,3.584E+0,0.037E+0,0.036E+0,0.059E+0,
2013-8-4,4.02,5.90,1.676E+0,0.015E+0,0.017E+0,0.025E+0,
2013-8-4,5.90,7.09,7.986E-1,0.106E-1,0.080E-1,0.119E-1,
2013-8-4,7.09,8.48,4.906E-1,0.072E-1,0.049E-1,0.073E-1,
2013-8-4,8.48,11.00,2.406E-1,0.036E-1,0.024E-1,0.036E-1,
2013-8-4,11.00,16.60,8.726E-2,0.139E-2,0.087E-2,0.130E-2,
2013-8-4,16.60,22.80,2.623E-2,0.062E-2,0.026E-2,0.039E-2,
2013-8-4,22.80,41.90,5.813E-3,0.141E-3,0.058E-3,0.086E-3,
2013-8-5,1.00,1.71,1.108E+1,0.028E+1,0.022E+1,0.032E+1,
2013-8-5,1.71,2.97,6.685E+0,0.058E+0,0.100E+0,0.142E+0,
2013-8-5,2.97,4.02,3.441E+0,0.036E+0,0.034E+0,0.056E+0,
2013-8-5,4.02,5.90,1.606E+0,0.015E+0,0.016E+0,0.024E+0,
2013-8-5,5.90,7.09,7.667E-1,0.105E-1,0.077E-1,0.114E-1,
2013-8-5,7.09,8.48,4.660E-1,0.071E-1,0.047E-1,0.069E-1,
2013-8-5,8.48,11.00,2.404E-1,0.036E-1,0.024E-1,0.036E-1,
2013-8-5,11.00,16.60,8.426E-2,0.137E-2,0.084E-2,0.125E-2,
2013-8-5,16.60,22.80,2.5910E-2,0.062E-2,0.026E-2,0.039E-2,
2013-8-5,22.80,41.90,6.069E-3,0.145E-3,0.061E-3,0.090E-3,
2013-8-6,1.00,1.71,1.048E+1,0.026E+1,0.021E+1,0.030E+1,
2013-8-6,1.71,2.97,6.532E+0,0.058E+0,0.098E+0,0.139E+0,
2013-8-6,2.97,4.02,3.443E+0,0.036E+0,0.034E+0,0.056E+0,
2013-8-6,4.02,5.90,1.631E+0,0.015E+0,0.016E+0,0.024E+0,
2013-8-6,5.90,7.09,7.796E-1,0.107E-1,0.078E-1,0.116E-1,
2013-8-6,7.09,8.48,4.636E-1,0.071E-1,0.046E-1,0.069E-1,
2013-8-6,8.48,11.00,2.400E-1,0.037E-1,0.024E-1,0.036E-1,
2013-8-6,11.00,16.60,8.228E-2,0.136E-2,0.082E-2,0.122E-2,
2013-8-6,16.60,22.80,2.496E-2,0.062E-2,0.025E-2,0.037E-2,
2013-8-6,22.80,41.90,5.990E-3,0.145E-3,0.060E-3,0.089E-3,
2013-8-7,1.00,1.71,1.112E+1,0.023E+1,0.022E+1,0.032E+1,
2013-8-7,1.71,2.97,6.748E+0,0.056E+0,0.101E+0,0.143E+0,
2013-8-7,2.97,4.02,3.432E+0,0.035E+0,0.034E+0,0.056E+0,
2013-8-7,4.02,5.90,1.638E+0,0.015E+0,0.016E+0,0.024E+0,
2013-8-7,5.90,7.09,7.966E-1,0.107E-1,0.080E-1,0.118E-1,
2013-8-7,7.09,8.48,4.667E-1,0.071E-1,0.047E-1,0.069E-1,
2013-8-7,8.48,11.00,2.467E-1,0.037E-1,0.025E-1,0.037E-1,
2013-8-7,11.00,16.60,8.713E-2,0.138E-2,0.087E-2,0.130E-2,
2013-8-7,16.60,22.80,2.502E-2,0.061E-2,0.025E-2,0.037E-2,
2013-8-7,22.80,41.90,6.099E-3,0.144E-3,0.061E-3,0.091E-3,
2013-8-8,1.00,1.71,1.098E+1,0.036E+1,0.022E+1,0.032E+1,
2013-8-8,1.71,2.97,6.910E+0,0.072E+0,0.104E+0,0.147E+0,
2013-8-8,2.97,4.02,3.482E+0,0.049E+0,0.035E+0,0.057E+0,
2013-8-8,4.02,5.90,1.681E+0,0.023E+0,0.017E+0,0.025E+0,
2013-8-8,5.90,7.09,8.149E-1,0.184E-1,0.081E-1,0.121E-1,
2013-8-8,7.09,8.48,4.719E-1,0.124E-1,0.047E-1,0.070E-1,
2013-8-8,8.48,11.00,2.358E-1,0.063E-1,0.024E-1,0.035E-1,
2013-8-8,11.00,16.60,8.2310E-2,0.243E-2,0.082E-2,0.122E-2,
2013-8-8,16.60,22.80,2.518E-2,0.114E-2,0.025E-2,0.037E-2,
2013-8-8,22.80,41.90,6.265E-3,0.268E-3,0.063E-3,0.093E-3,
2013-8-9,1.00,1.71,1.1610E+1,0.066E+1,0.023E+1,0.034E+1,
2013-8-9,1.71,2.97,6.647E+0,0.125E+0,0.0100E+0,0.141E+0,
2013-8-9,2.97,4.02,3.474E+0,0.060E+0,0.035E+0,0.057E+0,
2013-8-9,4.02,5.90,1.627E+0,0.021E+0,0.016E+0,0.024E+0,
2013-8-9,5.90,7.09,8.039E-1,0.141E-1,0.080E-1,0.120E-1,
2013-8-9,7.09,8.48,4.589E-1,0.091E-1,0.046E-1,0.068E-1,
2013-8-9,8.48,11.00,2.538E-1,0.048E-1,0.025E-1,0.038E-1,
2013-8-9,11.00,16.60,8.518E-2,0.174E-2,0.085E-2,0.127E-2,
2013-8-9,16.60,22.80,2.622E-2,0.078E-2,0.026E-2,0.039E-2,
2013-8-9,22.80,41.90,5.764E-3,0.178E-3,0.058E-3,0.086E-3,
2013-8-10,1.00,1.71,1.171E+1,0.024E+1,0.023E+1,0.034E+1,
2013-8-10,1.71,2.97,6.8310E+0,0.058E+0,0.103E+0,0.145E+0,
2013-8-10,2.97,4.02,3.5310E+0,0.036E+0,0.035E+0,0.058E+0,
2013-8-10,4.02,5.90,1.649E+0,0.015E+0,0.016E+0,0.025E+0,
2013-8-10,5.90,7.09,7.954E-1,0.107E-1,0.080E-1,0.118E-1,
2013-8-10,7.09,8.48,4.718E-1,0.071E-1,0.047E-1,0.070E-1,
2013-8-10,8.48,11.00,2.477E-1,0.037E-1,0.025E-1,0.037E-1,
2013-8-10,11.00,16.60,8.622E-2,0.138E-2,0.086E-2,0.128E-2,
2013-8-10,16.60,22.80,2.588E-2,0.062E-2,0.026E-2,0.038E-2,
2013-8-10,22.80,41.90,6.058E-3,0.144E-3,0.061E-3,0.090E-3,
2013-8-11,1.00,1.71,1.153E+1,0.023E+1,0.023E+1,0.033E+1,
2013-8-11,1.71,2.97,6.691E+0,0.056E+0,0.100E+0,0.142E+0,
2013-8-11,2.97,4.02,3.4510E+0,0.035E+0,0.035E+0,0.057E+0,
2013-8-11,4.02,5.90,1.638E+0,0.015E+0,0.016E+0,0.024E+0,
2013-8-11,5.90,7.09,8.016E-1,0.107E-1,0.080E-1,0.119E-1,
2013-8-11,7.09,8.48,4.826E-1,0.072E-1,0.048E-1,0.072E-1,
2013-8-11,8.48,11.00,2.397E-1,0.036E-1,0.024E-1,0.036E-1,
2013-8-11,11.00,16.60,8.524E-2,0.136E-2,0.085E-2,0.127E-2,
2013-8-11,16.60,22.80,2.452E-2,0.060E-2,0.025E-2,0.036E-2,
2013-8-11,22.80,41.90,5.676E-3,0.140E-3,0.057E-3,0.084E-3,
2013-8-12,1.00,1.71,1.111E+1,0.028E+1,0.022E+1,0.032E+1,
2013-8-12,1.71,2.97,6.7110E+0,0.057E+0,0.101E+0,0.143E+0,
2013-8-12,2.97,4.02,3.481E+0,0.035E+0,0.035E+0,0.057E+0,
2013-8-12,4.02,5.90,1.657E+0,0.015E+0,0.017E+0,0.025E+0,
2013-8-12,5.90,7.09,7.861E-1,0.105E-1,0.079E-1,0.117E-1,
2013-8-12,7.09,8.48,4.663E-1,0.071E-1,0.047E-1,0.069E-1,
2013-8-12,8.48,11.00,2.478E-1,0.037E-1,0.025E-1,0.037E-1,
2013-8-12,11.00,16.60,8.567E-2,0.137E-2,0.086E-2,0.127E-2,
2013-8-12,16.60,22.80,2.563E-2,0.062E-2,0.026E-2,0.038E-2,
2013-8-12,22.80,41.90,5.876E-3,0.142E-3,0.059E-3,0.087E-3,
2013-8-13,1.00,1.71,1.122E+1,0.023E+1,0.022E+1,0.033E+1,
2013-8-13,1.71,2.97,6.918E+0,0.057E+0,0.104E+0,0.147E+0,
2013-8-13,2.97,4.02,3.438E+0,0.035E+0,0.034E+0,0.056E+0,
2013-8-13,4.02,5.90,1.628E+0,0.015E+0,0.016E+0,0.024E+0,
2013-8-13,5.90,7.09,7.886E-1,0.105E-1,0.079E-1,0.117E-1,
2013-8-13,7.09,8.48,4.831E-1,0.072E-1,0.048E-1,0.072E-1,
2013-8-13,8.48,11.00,2.401E-1,0.036E-1,0.024E-1,0.036E-1,
2013-8-13,11.00,16.60,8.726E-2,0.138E-2,0.087E-2,0.130E-2,
2013-8-13,16.60,22.80,2.581E-2,0.062E-2,0.026E-2,0.038E-2,
2013-8-13,22.80,41.90,5.955E-3,0.143E-3,0.060E-3,0.089E-3,
2013-8-14,1.00,1.71,1.082E+1,0.022E+1,0.022E+1,0.031E+1,
2013-8-14,1.71,2.97,6.808E+0,0.058E+0,0.102E+0,0.144E+0,
2013-8-14,2.97,4.02,3.478E+0,0.036E+0,0.035E+0,0.057E+0,
2013-8-14,4.02,5.90,1.646E+0,0.015E+0,0.016E+0,0.024E+0,
2013-8-14,5.90,7.09,7.874E-1,0.106E-1,0.079E-1,0.117E-1,
2013-8-14,7.09,8.48,4.6610E-1,0.071E-1,0.047E-1,0.069E-1,
2013-8-14,8.48,11.00,2.453E-1,0.037E-1,0.025E-1,0.036E-1,
2013-8-14,11.00,16.60,8.648E-2,0.138E-2,0.086E-2,0.129E-2,
2013-8-14,16.60,22.80,2.609E-2,0.062E-2,0.026E-2,0.039E-2,
2013-8-14,22.80,41.90,6.053E-3,0.144E-3,0.061E-3,0.090E-3,
2013-8-15,1.00,1.71,1.1110E+1,0.023E+1,0.022E+1,0.032E+1,
2013-8-15,1.71,2.97,6.984E+0,0.058E+0,0.105E+0,0.148E+0,
2013-8-15,2.97,4.02,3.553E+0,0.036E+0,0.036E+0,0.058E+0,
2013-8-15,4.02,5.90,1.6510E+0,0.016E+0,0.017E+0,0.025E+0,
2013-8-15,5.90,7.09,7.898E-1,0.121E-1,0.079E-1,0.117E-1,
2013-8-15,7.09,8.48,4.603E-1,0.081E-1,0.046E-1,0.068E-1,
2013-8-15,8.48,11.00,2.4510E-1,0.043E-1,0.025E-1,0.037E-1,
2013-8-15,11.00,16.60,8.454E-2,0.161E-2,0.085E-2,0.126E-2,
2013-8-15,16.60,22.80,2.508E-2,0.073E-2,0.025E-2,0.037E-2,
2013-8-15,22.80,41.90,5.948E-3,0.171E-3,0.059E-3,0.088E-3,
