date YYY-MM-DD,rigidity_min GV,rigidity_max GV,electron_flux m^-2sr^-1s^-1GV^-1,electron_flux_error_statistical m^-2sr^-1s^-1GV^-1,electron_flux_error_timedependent m^-2sr^-1s^-1GV^-1,electron_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2018-4-19,4.02,5.90,2.101E+0,0.255E+0,0.021E+0,0.031E+0,
2018-4-19,5.90,7.09,8.389E-1,0.237E-1,0.084E-1,0.125E-1,
2018-4-19,7.09,8.48,4.651E-1,0.150E-1,0.047E-1,0.069E-1,
2018-4-19,8.48,11.00,2.260E-1,0.072E-1,0.023E-1,0.034E-1,
2018-4-19,11.00,16.60,7.648E-2,0.256E-2,0.076E-2,0.114E-2,
2018-4-19,16.60,22.80,2.344E-2,0.117E-2,0.023E-2,0.035E-2,
2018-4-19,22.80,41.90,5.046E-3,0.284E-3,0.050E-3,0.075E-3,
2018-4-20,1.00,1.71,1.961E+1,0.047E+1,0.039E+1,0.057E+1,
2018-4-20,1.71,2.97,1.015E+1,0.009E+1,0.015E+1,0.022E+1,
2018-4-20,2.97,4.02,4.581E+0,0.046E+0,0.046E+0,0.075E+0,
2018-4-20,4.02,5.90,1.971E+0,0.017E+0,0.020E+0,0.029E+0,
2018-4-20,5.90,7.09,8.977E-1,0.119E-1,0.090E-1,0.133E-1,
2018-4-20,7.09,8.48,5.214E-1,0.078E-1,0.052E-1,0.078E-1,
2018-4-20,8.48,11.00,2.707E-1,0.040E-1,0.027E-1,0.040E-1,
2018-4-20,11.00,16.60,8.9010E-2,0.144E-2,0.089E-2,0.132E-2,
2018-4-20,16.60,22.80,2.696E-2,0.065E-2,0.027E-2,0.040E-2,
2018-4-20,22.80,41.90,6.071E-3,0.146E-3,0.061E-3,0.090E-3,
2018-4-21,1.00,1.71,2.0110E+1,0.046E+1,0.040E+1,0.059E+1,
2018-4-21,1.71,2.97,1.016E+1,0.008E+1,0.015E+1,0.022E+1,
2018-4-21,2.97,4.02,4.560E+0,0.045E+0,0.046E+0,0.075E+0,
2018-4-21,4.02,5.90,1.987E+0,0.017E+0,0.020E+0,0.030E+0,
2018-4-21,5.90,7.09,8.858E-1,0.118E-1,0.089E-1,0.132E-1,
2018-4-21,7.09,8.48,5.164E-1,0.078E-1,0.052E-1,0.077E-1,
2018-4-21,8.48,11.00,2.609E-1,0.039E-1,0.026E-1,0.039E-1,
2018-4-21,11.00,16.60,9.029E-2,0.145E-2,0.090E-2,0.134E-2,
2018-4-21,16.60,22.80,2.758E-2,0.065E-2,0.028E-2,0.041E-2,
2018-4-21,22.80,41.90,5.983E-3,0.146E-3,0.060E-3,0.089E-3,
2018-4-22,1.00,1.71,2.158E+1,0.042E+1,0.043E+1,0.063E+1,
2018-4-22,1.71,2.97,1.0310E+1,0.008E+1,0.016E+1,0.022E+1,
2018-4-22,2.97,4.02,4.611E+0,0.045E+0,0.046E+0,0.076E+0,
2018-4-22,4.02,5.90,1.980E+0,0.017E+0,0.020E+0,0.029E+0,
2018-4-22,5.90,7.09,8.861E-1,0.117E-1,0.089E-1,0.132E-1,
2018-4-22,7.09,8.48,5.049E-1,0.076E-1,0.050E-1,0.075E-1,
2018-4-22,8.48,11.00,2.568E-1,0.039E-1,0.026E-1,0.038E-1,
2018-4-22,11.00,16.60,9.172E-2,0.145E-2,0.092E-2,0.136E-2,
2018-4-22,16.60,22.80,2.717E-2,0.064E-2,0.027E-2,0.040E-2,
2018-4-22,22.80,41.90,6.069E-3,0.145E-3,0.061E-3,0.090E-3,
2018-4-23,1.00,1.71,2.129E+1,0.040E+1,0.043E+1,0.062E+1,
2018-4-23,1.71,2.97,1.017E+1,0.008E+1,0.015E+1,0.022E+1,
2018-4-23,2.97,4.02,4.574E+0,0.044E+0,0.046E+0,0.075E+0,
2018-4-23,4.02,5.90,1.978E+0,0.017E+0,0.020E+0,0.029E+0,
2018-4-23,5.90,7.09,8.968E-1,0.117E-1,0.090E-1,0.133E-1,
2018-4-23,7.09,8.48,5.157E-1,0.077E-1,0.052E-1,0.077E-1,
2018-4-23,8.48,11.00,2.675E-1,0.039E-1,0.027E-1,0.040E-1,
2018-4-23,11.00,16.60,8.958E-2,0.144E-2,0.090E-2,0.133E-2,
2018-4-23,16.60,22.80,2.735E-2,0.065E-2,0.027E-2,0.041E-2,
2018-4-23,22.80,41.90,6.263E-3,0.148E-3,0.063E-3,0.093E-3,
2018-4-24,1.00,1.71,2.129E+1,0.040E+1,0.043E+1,0.062E+1,
2018-4-24,1.71,2.97,1.037E+1,0.008E+1,0.016E+1,0.022E+1,
2018-4-24,2.97,4.02,4.585E+0,0.045E+0,0.046E+0,0.075E+0,
2018-4-24,4.02,5.90,2.005E+0,0.017E+0,0.020E+0,0.030E+0,
2018-4-24,5.90,7.09,9.045E-1,0.118E-1,0.090E-1,0.134E-1,
2018-4-24,7.09,8.48,5.346E-1,0.078E-1,0.053E-1,0.079E-1,
2018-4-24,8.48,11.00,2.621E-1,0.039E-1,0.026E-1,0.039E-1,
2018-4-24,11.00,16.60,8.7310E-2,0.141E-2,0.087E-2,0.130E-2,
2018-4-24,16.60,22.80,2.756E-2,0.064E-2,0.028E-2,0.041E-2,
2018-4-24,22.80,41.90,6.002E-3,0.144E-3,0.060E-3,0.089E-3,
2018-4-25,1.00,1.71,2.105E+1,0.045E+1,0.042E+1,0.061E+1,
2018-4-25,1.71,2.97,1.033E+1,0.008E+1,0.015E+1,0.022E+1,
2018-4-25,2.97,4.02,4.730E+0,0.046E+0,0.047E+0,0.078E+0,
2018-4-25,4.02,5.90,1.982E+0,0.017E+0,0.020E+0,0.029E+0,
2018-4-25,5.90,7.09,9.015E-1,0.120E-1,0.090E-1,0.134E-1,
2018-4-25,7.09,8.48,5.324E-1,0.080E-1,0.053E-1,0.079E-1,
2018-4-25,8.48,11.00,2.732E-1,0.041E-1,0.027E-1,0.041E-1,
2018-4-25,11.00,16.60,8.941E-2,0.146E-2,0.089E-2,0.133E-2,
2018-4-25,16.60,22.80,2.605E-2,0.064E-2,0.026E-2,0.039E-2,
2018-4-25,22.80,41.90,6.319E-3,0.151E-3,0.063E-3,0.094E-3,
2018-4-26,1.00,1.71,2.151E+1,0.042E+1,0.043E+1,0.062E+1,
2018-4-26,1.71,2.97,1.046E+1,0.008E+1,0.016E+1,0.022E+1,
2018-4-26,2.97,4.02,4.665E+0,0.045E+0,0.047E+0,0.077E+0,
2018-4-26,4.02,5.90,2.003E+0,0.017E+0,0.020E+0,0.030E+0,
2018-4-26,5.90,7.09,9.081E-1,0.118E-1,0.091E-1,0.135E-1,
2018-4-26,7.09,8.48,5.270E-1,0.078E-1,0.053E-1,0.078E-1,
2018-4-26,8.48,11.00,2.614E-1,0.039E-1,0.026E-1,0.039E-1,
2018-4-26,11.00,16.60,9.232E-2,0.145E-2,0.092E-2,0.137E-2,
2018-4-26,16.60,22.80,2.698E-2,0.064E-2,0.027E-2,0.040E-2,
2018-4-26,22.80,41.90,5.775E-3,0.142E-3,0.058E-3,0.086E-3,
2018-4-27,1.00,1.71,2.049E+1,0.039E+1,0.041E+1,0.059E+1,
2018-4-27,1.71,2.97,1.054E+1,0.008E+1,0.016E+1,0.022E+1,
2018-4-27,2.97,4.02,4.586E+0,0.044E+0,0.046E+0,0.075E+0,
2018-4-27,4.02,5.90,2.013E+0,0.017E+0,0.020E+0,0.030E+0,
2018-4-27,5.90,7.09,9.249E-1,0.118E-1,0.092E-1,0.137E-1,
2018-4-27,7.09,8.48,5.086E-1,0.076E-1,0.051E-1,0.076E-1,
2018-4-27,8.48,11.00,2.698E-1,0.039E-1,0.027E-1,0.040E-1,
2018-4-27,11.00,16.60,9.143E-2,0.144E-2,0.091E-2,0.136E-2,
2018-4-27,16.60,22.80,2.740E-2,0.064E-2,0.027E-2,0.041E-2,
2018-4-27,22.80,41.90,6.264E-3,0.147E-3,0.063E-3,0.093E-3,
2018-4-28,1.00,1.71,2.211E+1,0.050E+1,0.044E+1,0.064E+1,
2018-4-28,1.71,2.97,1.0510E+1,0.008E+1,0.016E+1,0.022E+1,
2018-4-28,2.97,4.02,4.567E+0,0.044E+0,0.046E+0,0.075E+0,
2018-4-28,4.02,5.90,2.020E+0,0.017E+0,0.020E+0,0.030E+0,
2018-4-28,5.90,7.09,9.151E-1,0.119E-1,0.092E-1,0.136E-1,
2018-4-28,7.09,8.48,5.208E-1,0.077E-1,0.052E-1,0.077E-1,
2018-4-28,8.48,11.00,2.633E-1,0.039E-1,0.026E-1,0.039E-1,
2018-4-28,11.00,16.60,9.236E-2,0.145E-2,0.092E-2,0.137E-2,
2018-4-28,16.60,22.80,2.698E-2,0.064E-2,0.027E-2,0.040E-2,
2018-4-28,22.80,41.90,6.105E-3,0.146E-3,0.061E-3,0.091E-3,
2018-4-29,1.00,1.71,2.242E+1,0.042E+1,0.045E+1,0.065E+1,
2018-4-29,1.71,2.97,1.061E+1,0.008E+1,0.016E+1,0.023E+1,
2018-4-29,2.97,4.02,4.622E+0,0.045E+0,0.046E+0,0.076E+0,
2018-4-29,4.02,5.90,2.025E+0,0.017E+0,0.020E+0,0.030E+0,
2018-4-29,5.90,7.09,8.944E-1,0.117E-1,0.089E-1,0.133E-1,
2018-4-29,7.09,8.48,5.265E-1,0.077E-1,0.053E-1,0.078E-1,
2018-4-29,8.48,11.00,2.681E-1,0.039E-1,0.027E-1,0.040E-1,
2018-4-29,11.00,16.60,9.040E-2,0.143E-2,0.090E-2,0.134E-2,
2018-4-29,16.60,22.80,2.595E-2,0.063E-2,0.026E-2,0.039E-2,
2018-4-29,22.80,41.90,6.287E-3,0.148E-3,0.063E-3,0.093E-3,
2018-4-30,1.00,1.71,2.125E+1,0.039E+1,0.042E+1,0.062E+1,
2018-4-30,1.71,2.97,1.069E+1,0.008E+1,0.016E+1,0.023E+1,
2018-4-30,2.97,4.02,4.755E+0,0.045E+0,0.048E+0,0.078E+0,
2018-4-30,4.02,5.90,2.029E+0,0.017E+0,0.020E+0,0.030E+0,
2018-4-30,5.90,7.09,9.051E-1,0.117E-1,0.091E-1,0.135E-1,
2018-4-30,7.09,8.48,5.2810E-1,0.078E-1,0.053E-1,0.079E-1,
2018-4-30,8.48,11.00,2.647E-1,0.039E-1,0.026E-1,0.039E-1,
2018-4-30,11.00,16.60,8.917E-2,0.142E-2,0.089E-2,0.133E-2,
2018-4-30,16.60,22.80,2.768E-2,0.064E-2,0.028E-2,0.041E-2,
2018-4-30,22.80,41.90,6.109E-3,0.146E-3,0.061E-3,0.091E-3,
2018-5-1,1.00,1.71,2.1610E+1,0.043E+1,0.043E+1,0.063E+1,
2018-5-1,1.71,2.97,1.088E+1,0.009E+1,0.016E+1,0.023E+1,
2018-5-1,2.97,4.02,4.710E+0,0.046E+0,0.047E+0,0.077E+0,
2018-5-1,4.02,5.90,2.021E+0,0.018E+0,0.020E+0,0.030E+0,
2018-5-1,5.90,7.09,9.029E-1,0.123E-1,0.090E-1,0.134E-1,
2018-5-1,7.09,8.48,5.279E-1,0.081E-1,0.053E-1,0.078E-1,
2018-5-1,8.48,11.00,2.658E-1,0.041E-1,0.027E-1,0.040E-1,
2018-5-1,11.00,16.60,9.624E-2,0.155E-2,0.096E-2,0.143E-2,
2018-5-1,16.60,22.80,2.646E-2,0.066E-2,0.026E-2,0.039E-2,
2018-5-1,22.80,41.90,6.027E-3,0.151E-3,0.060E-3,0.090E-3,
2018-5-2,1.00,1.71,2.239E+1,0.043E+1,0.045E+1,0.065E+1,
2018-5-2,1.71,2.97,1.057E+1,0.008E+1,0.016E+1,0.022E+1,
2018-5-2,2.97,4.02,4.644E+0,0.045E+0,0.046E+0,0.076E+0,
2018-5-2,4.02,5.90,2.003E+0,0.017E+0,0.020E+0,0.030E+0,
2018-5-2,5.90,7.09,9.031E-1,0.118E-1,0.090E-1,0.134E-1,
2018-5-2,7.09,8.48,4.998E-1,0.076E-1,0.050E-1,0.074E-1,
2018-5-2,8.48,11.00,2.672E-1,0.039E-1,0.027E-1,0.040E-1,
2018-5-2,11.00,16.60,8.888E-2,0.143E-2,0.089E-2,0.132E-2,
2018-5-2,16.60,22.80,2.783E-2,0.065E-2,0.028E-2,0.041E-2,
2018-5-2,22.80,41.90,6.311E-3,0.148E-3,0.063E-3,0.094E-3,
2018-5-3,1.00,1.71,2.144E+1,0.039E+1,0.043E+1,0.062E+1,
2018-5-3,1.71,2.97,1.052E+1,0.008E+1,0.016E+1,0.022E+1,
2018-5-3,2.97,4.02,4.746E+0,0.045E+0,0.047E+0,0.078E+0,
2018-5-3,4.02,5.90,2.012E+0,0.017E+0,0.020E+0,0.030E+0,
2018-5-3,5.90,7.09,9.005E-1,0.117E-1,0.090E-1,0.134E-1,
2018-5-3,7.09,8.48,5.366E-1,0.078E-1,0.054E-1,0.080E-1,
2018-5-3,8.48,11.00,2.689E-1,0.040E-1,0.027E-1,0.040E-1,
2018-5-3,11.00,16.60,9.185E-2,0.145E-2,0.092E-2,0.137E-2,
2018-5-3,16.60,22.80,2.841E-2,0.066E-2,0.028E-2,0.042E-2,
2018-5-3,22.80,41.90,6.362E-3,0.148E-3,0.064E-3,0.095E-3,
2018-5-4,1.00,1.71,2.214E+1,0.042E+1,0.044E+1,0.064E+1,
2018-5-4,1.71,2.97,1.078E+1,0.009E+1,0.016E+1,0.023E+1,
2018-5-4,2.97,4.02,4.735E+0,0.047E+0,0.047E+0,0.078E+0,
2018-5-4,4.02,5.90,2.033E+0,0.018E+0,0.020E+0,0.030E+0,
2018-5-4,5.90,7.09,8.979E-1,0.120E-1,0.090E-1,0.133E-1,
2018-5-4,7.09,8.48,5.261E-1,0.079E-1,0.053E-1,0.078E-1,
2018-5-4,8.48,11.00,2.655E-1,0.040E-1,0.027E-1,0.039E-1,
2018-5-4,11.00,16.60,9.145E-2,0.146E-2,0.091E-2,0.136E-2,
2018-5-4,16.60,22.80,2.819E-2,0.066E-2,0.028E-2,0.042E-2,
2018-5-4,22.80,41.90,5.981E-3,0.145E-3,0.060E-3,0.089E-3,
2018-5-5,1.00,1.71,2.243E+1,0.046E+1,0.045E+1,0.065E+1,
2018-5-5,1.71,2.97,1.077E+1,0.008E+1,0.016E+1,0.023E+1,
2018-5-5,2.97,4.02,4.717E+0,0.045E+0,0.047E+0,0.077E+0,
2018-5-5,4.02,5.90,2.014E+0,0.017E+0,0.020E+0,0.030E+0,
2018-5-5,5.90,7.09,9.105E-1,0.118E-1,0.091E-1,0.135E-1,
2018-5-5,7.09,8.48,5.250E-1,0.078E-1,0.053E-1,0.078E-1,
2018-5-5,8.48,11.00,2.642E-1,0.039E-1,0.026E-1,0.039E-1,
2018-5-5,11.00,16.60,9.162E-2,0.145E-2,0.092E-2,0.136E-2,
2018-5-5,16.60,22.80,2.702E-2,0.064E-2,0.027E-2,0.040E-2,
2018-5-5,22.80,41.90,5.943E-3,0.144E-3,0.059E-3,0.088E-3,
2018-5-6,1.00,1.71,2.059E+1,0.054E+1,0.041E+1,0.060E+1,
2018-5-6,1.71,2.97,1.024E+1,0.008E+1,0.015E+1,0.022E+1,
2018-5-6,2.97,4.02,4.596E+0,0.046E+0,0.046E+0,0.075E+0,
2018-5-6,4.02,5.90,1.9510E+0,0.017E+0,0.020E+0,0.029E+0,
2018-5-6,5.90,7.09,8.875E-1,0.118E-1,0.089E-1,0.132E-1,
2018-5-6,7.09,8.48,5.099E-1,0.077E-1,0.051E-1,0.076E-1,
2018-5-6,8.48,11.00,2.675E-1,0.040E-1,0.027E-1,0.040E-1,
2018-5-6,11.00,16.60,8.833E-2,0.143E-2,0.088E-2,0.131E-2,
2018-5-6,16.60,22.80,2.647E-2,0.064E-2,0.026E-2,0.039E-2,
2018-5-6,22.80,41.90,6.107E-3,0.147E-3,0.061E-3,0.091E-3,
2018-5-7,1.00,1.71,2.005E+1,0.047E+1,0.040E+1,0.058E+1,
2018-5-7,1.71,2.97,1.018E+1,0.009E+1,0.015E+1,0.022E+1,
2018-5-7,2.97,4.02,4.604E+0,0.046E+0,0.046E+0,0.076E+0,
2018-5-7,4.02,5.90,1.966E+0,0.017E+0,0.020E+0,0.029E+0,
2018-5-7,5.90,7.09,9.116E-1,0.120E-1,0.091E-1,0.136E-1,
2018-5-7,7.09,8.48,5.260E-1,0.078E-1,0.053E-1,0.078E-1,
2018-5-7,8.48,11.00,2.631E-1,0.039E-1,0.026E-1,0.039E-1,
2018-5-7,11.00,16.60,9.185E-2,0.146E-2,0.092E-2,0.137E-2,
2018-5-7,16.60,22.80,2.709E-2,0.064E-2,0.027E-2,0.040E-2,
2018-5-7,22.80,41.90,6.3110E-3,0.149E-3,0.063E-3,0.094E-3,
2018-5-8,1.00,1.71,1.842E+1,0.077E+1,0.037E+1,0.053E+1,
2018-5-8,1.71,2.97,1.000E+1,0.009E+1,0.015E+1,0.021E+1,
2018-5-8,2.97,4.02,4.494E+0,0.051E+0,0.045E+0,0.074E+0,
2018-5-8,4.02,5.90,1.989E+0,0.019E+0,0.020E+0,0.030E+0,
2018-5-8,5.90,7.09,8.871E-1,0.129E-1,0.089E-1,0.132E-1,
2018-5-8,7.09,8.48,5.130E-1,0.085E-1,0.051E-1,0.076E-1,
2018-5-8,8.48,11.00,2.657E-1,0.043E-1,0.027E-1,0.039E-1,
2018-5-8,11.00,16.60,9.047E-2,0.159E-2,0.090E-2,0.134E-2,
2018-5-8,16.60,22.80,2.739E-2,0.071E-2,0.027E-2,0.041E-2,
2018-5-8,22.80,41.90,5.986E-3,0.158E-3,0.060E-3,0.089E-3,
2018-5-9,1.00,1.71,1.961E+1,0.052E+1,0.039E+1,0.057E+1,
2018-5-9,1.71,2.97,1.009E+1,0.008E+1,0.015E+1,0.021E+1,
2018-5-9,2.97,4.02,4.509E+0,0.046E+0,0.045E+0,0.074E+0,
2018-5-9,4.02,5.90,1.915E+0,0.017E+0,0.019E+0,0.028E+0,
2018-5-9,5.90,7.09,8.830E-1,0.118E-1,0.088E-1,0.131E-1,
2018-5-9,7.09,8.48,5.185E-1,0.078E-1,0.052E-1,0.077E-1,
2018-5-9,8.48,11.00,2.666E-1,0.040E-1,0.027E-1,0.040E-1,
2018-5-9,11.00,16.60,8.974E-2,0.145E-2,0.090E-2,0.133E-2,
2018-5-9,16.60,22.80,2.605E-2,0.064E-2,0.026E-2,0.039E-2,
2018-5-9,22.80,41.90,5.958E-3,0.145E-3,0.060E-3,0.089E-3,
2018-5-10,1.00,1.71,2.026E+1,0.040E+1,0.041E+1,0.059E+1,
2018-5-10,1.71,2.97,1.037E+1,0.008E+1,0.016E+1,0.022E+1,
2018-5-10,2.97,4.02,4.628E+0,0.045E+0,0.046E+0,0.076E+0,
2018-5-10,4.02,5.90,1.986E+0,0.017E+0,0.020E+0,0.030E+0,
2018-5-10,5.90,7.09,8.859E-1,0.118E-1,0.089E-1,0.132E-1,
2018-5-10,7.09,8.48,5.157E-1,0.077E-1,0.052E-1,0.077E-1,
2018-5-10,8.48,11.00,2.661E-1,0.040E-1,0.027E-1,0.040E-1,
2018-5-10,11.00,16.60,9.065E-2,0.145E-2,0.091E-2,0.135E-2,
2018-5-10,16.60,22.80,2.664E-2,0.064E-2,0.027E-2,0.040E-2,
2018-5-10,22.80,41.90,6.577E-3,0.151E-3,0.066E-3,0.098E-3,
2018-5-11,1.00,1.71,2.066E+1,0.061E+1,0.041E+1,0.060E+1,
2018-5-11,1.71,2.97,1.040E+1,0.009E+1,0.016E+1,0.022E+1,
2018-5-11,2.97,4.02,4.648E+0,0.050E+0,0.046E+0,0.076E+0,
2018-5-11,4.02,5.90,2.021E+0,0.021E+0,0.020E+0,0.030E+0,
2018-5-11,5.90,7.09,9.055E-1,0.149E-1,0.091E-1,0.135E-1,
2018-5-11,7.09,8.48,5.366E-1,0.100E-1,0.054E-1,0.080E-1,
2018-5-11,8.48,11.00,2.679E-1,0.051E-1,0.027E-1,0.040E-1,
2018-5-11,11.00,16.60,8.678E-2,0.185E-2,0.087E-2,0.129E-2,
2018-5-11,16.60,22.80,2.624E-2,0.084E-2,0.026E-2,0.039E-2,
2018-5-11,22.80,41.90,6.4510E-3,0.197E-3,0.065E-3,0.096E-3,
2018-5-12,1.00,1.71,2.172E+1,0.096E+1,0.043E+1,0.063E+1,
2018-5-12,1.71,2.97,1.057E+1,0.034E+1,0.016E+1,0.022E+1,
2018-5-12,2.97,4.02,4.553E+0,0.117E+0,0.046E+0,0.075E+0,
2018-5-12,4.02,5.90,1.948E+0,0.033E+0,0.019E+0,0.029E+0,
2018-5-12,5.90,7.09,8.838E-1,0.196E-1,0.088E-1,0.131E-1,
2018-5-12,7.09,8.48,5.285E-1,0.128E-1,0.053E-1,0.079E-1,
2018-5-12,8.48,11.00,2.703E-1,0.064E-1,0.027E-1,0.040E-1,
2018-5-12,11.00,16.60,9.078E-2,0.229E-2,0.091E-2,0.135E-2,
2018-5-12,16.60,22.80,2.738E-2,0.099E-2,0.027E-2,0.041E-2,
2018-5-12,22.80,41.90,5.784E-3,0.220E-3,0.058E-3,0.086E-3,
2018-5-13,1.00,1.71,2.005E+1,0.047E+1,0.040E+1,0.058E+1,
2018-5-13,1.71,2.97,1.031E+1,0.008E+1,0.015E+1,0.022E+1,
2018-5-13,2.97,4.02,4.487E+0,0.045E+0,0.045E+0,0.074E+0,
2018-5-13,4.02,5.90,1.977E+0,0.017E+0,0.020E+0,0.029E+0,
2018-5-13,5.90,7.09,8.945E-1,0.118E-1,0.089E-1,0.133E-1,
2018-5-13,7.09,8.48,5.273E-1,0.078E-1,0.053E-1,0.078E-1,
2018-5-13,8.48,11.00,2.680E-1,0.040E-1,0.027E-1,0.040E-1,
2018-5-13,11.00,16.60,9.261E-2,0.146E-2,0.093E-2,0.138E-2,
2018-5-13,16.60,22.80,2.563E-2,0.063E-2,0.026E-2,0.038E-2,
2018-5-13,22.80,41.90,6.065E-3,0.146E-3,0.061E-3,0.090E-3,
2018-5-14,1.00,1.71,1.997E+1,0.042E+1,0.040E+1,0.058E+1,
2018-5-14,1.71,2.97,1.0210E+1,0.008E+1,0.015E+1,0.022E+1,
2018-5-14,2.97,4.02,4.547E+0,0.045E+0,0.045E+0,0.075E+0,
2018-5-14,4.02,5.90,1.978E+0,0.017E+0,0.020E+0,0.029E+0,
2018-5-14,5.90,7.09,9.020E-1,0.118E-1,0.090E-1,0.134E-1,
2018-5-14,7.09,8.48,5.184E-1,0.077E-1,0.052E-1,0.077E-1,
2018-5-14,8.48,11.00,2.558E-1,0.039E-1,0.026E-1,0.038E-1,
2018-5-14,11.00,16.60,9.069E-2,0.144E-2,0.091E-2,0.135E-2,
2018-5-14,16.60,22.80,2.692E-2,0.064E-2,0.027E-2,0.040E-2,
2018-5-14,22.80,41.90,6.017E-3,0.145E-3,0.060E-3,0.089E-3,
2018-5-15,1.00,1.71,2.162E+1,0.051E+1,0.043E+1,0.063E+1,
2018-5-15,1.71,2.97,1.046E+1,0.008E+1,0.016E+1,0.022E+1,
2018-5-15,2.97,4.02,4.542E+0,0.044E+0,0.045E+0,0.074E+0,
2018-5-15,4.02,5.90,1.991E+0,0.017E+0,0.020E+0,0.030E+0,
2018-5-15,5.90,7.09,8.786E-1,0.116E-1,0.088E-1,0.131E-1,
2018-5-15,7.09,8.48,5.175E-1,0.077E-1,0.052E-1,0.077E-1,
2018-5-15,8.48,11.00,2.571E-1,0.039E-1,0.026E-1,0.038E-1,
2018-5-15,11.00,16.60,9.103E-2,0.145E-2,0.091E-2,0.135E-2,
2018-5-15,16.60,22.80,2.679E-2,0.064E-2,0.027E-2,0.040E-2,
2018-5-15,22.80,41.90,6.312E-3,0.149E-3,0.063E-3,0.094E-3,
2018-5-16,1.00,1.71,2.1310E+1,0.041E+1,0.043E+1,0.062E+1,
2018-5-16,1.71,2.97,1.054E+1,0.008E+1,0.016E+1,0.022E+1,
2018-5-16,2.97,4.02,4.669E+0,0.044E+0,0.047E+0,0.077E+0,
2018-5-16,4.02,5.90,2.011E+0,0.017E+0,0.020E+0,0.030E+0,
2018-5-16,5.90,7.09,8.897E-1,0.116E-1,0.089E-1,0.132E-1,
2018-5-16,7.09,8.48,5.296E-1,0.078E-1,0.053E-1,0.079E-1,
2018-5-16,8.48,11.00,2.676E-1,0.039E-1,0.027E-1,0.040E-1,
2018-5-16,11.00,16.60,8.8610E-2,0.142E-2,0.089E-2,0.132E-2,
2018-5-16,16.60,22.80,2.768E-2,0.065E-2,0.028E-2,0.041E-2,
2018-5-16,22.80,41.90,6.111E-3,0.146E-3,0.061E-3,0.091E-3,
2018-5-17,1.00,1.71,2.151E+1,0.040E+1,0.043E+1,0.062E+1,
2018-5-17,1.71,2.97,1.052E+1,0.008E+1,0.016E+1,0.022E+1,
2018-5-17,2.97,4.02,4.557E+0,0.045E+0,0.046E+0,0.075E+0,
2018-5-17,4.02,5.90,1.994E+0,0.017E+0,0.020E+0,0.030E+0,
2018-5-17,5.90,7.09,9.249E-1,0.120E-1,0.092E-1,0.138E-1,
2018-5-17,7.09,8.48,5.238E-1,0.078E-1,0.052E-1,0.078E-1,
2018-5-17,8.48,11.00,2.595E-1,0.039E-1,0.026E-1,0.039E-1,
2018-5-17,11.00,16.60,9.204E-2,0.145E-2,0.092E-2,0.137E-2,
2018-5-17,16.60,22.80,2.736E-2,0.064E-2,0.027E-2,0.041E-2,
2018-5-17,22.80,41.90,6.013E-3,0.145E-3,0.060E-3,0.089E-3,
2018-5-18,1.00,1.71,2.094E+1,0.052E+1,0.042E+1,0.061E+1,
2018-5-18,1.71,2.97,1.054E+1,0.008E+1,0.016E+1,0.022E+1,
2018-5-18,2.97,4.02,4.617E+0,0.044E+0,0.046E+0,0.076E+0,
2018-5-18,4.02,5.90,1.964E+0,0.017E+0,0.020E+0,0.029E+0,
2018-5-18,5.90,7.09,9.082E-1,0.118E-1,0.091E-1,0.135E-1,
2018-5-18,7.09,8.48,5.243E-1,0.078E-1,0.052E-1,0.078E-1,
2018-5-18,8.48,11.00,2.682E-1,0.040E-1,0.027E-1,0.040E-1,
2018-5-18,11.00,16.60,8.985E-2,0.144E-2,0.090E-2,0.134E-2,
2018-5-18,16.60,22.80,2.641E-2,0.064E-2,0.026E-2,0.039E-2,
2018-5-18,22.80,41.90,6.053E-3,0.145E-3,0.061E-3,0.090E-3,
2018-5-19,1.00,1.71,2.182E+1,0.042E+1,0.044E+1,0.063E+1,
2018-5-19,1.71,2.97,1.063E+1,0.008E+1,0.016E+1,0.023E+1,
2018-5-19,2.97,4.02,4.6310E+0,0.045E+0,0.046E+0,0.076E+0,
2018-5-19,4.02,5.90,1.997E+0,0.017E+0,0.020E+0,0.030E+0,
2018-5-19,5.90,7.09,8.891E-1,0.117E-1,0.089E-1,0.132E-1,
2018-5-19,7.09,8.48,5.394E-1,0.079E-1,0.054E-1,0.080E-1,
2018-5-19,8.48,11.00,2.533E-1,0.038E-1,0.025E-1,0.038E-1,
2018-5-19,11.00,16.60,8.931E-2,0.143E-2,0.089E-2,0.133E-2,
2018-5-19,16.60,22.80,2.650E-2,0.063E-2,0.027E-2,0.039E-2,
2018-5-19,22.80,41.90,5.952E-3,0.144E-3,0.060E-3,0.088E-3,
2018-5-20,1.00,1.71,2.127E+1,0.041E+1,0.043E+1,0.062E+1,
2018-5-20,1.71,2.97,1.068E+1,0.008E+1,0.016E+1,0.023E+1,
2018-5-20,2.97,4.02,4.721E+0,0.045E+0,0.047E+0,0.077E+0,
2018-5-20,4.02,5.90,2.013E+0,0.017E+0,0.020E+0,0.030E+0,
2018-5-20,5.90,7.09,9.313E-1,0.121E-1,0.093E-1,0.138E-1,
2018-5-20,7.09,8.48,5.206E-1,0.078E-1,0.052E-1,0.077E-1,
2018-5-20,8.48,11.00,2.693E-1,0.040E-1,0.027E-1,0.040E-1,
