bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,center_date
2435,31.1,33.5,0.2212,0.0009,0.0009,0.0028,2012-01-26
2435,33.5,36.1,0.1813,0.0008,0.0008,0.0023,2012-01-26
2435,36.1,38.9,0.1489,0.0007,0.0006,0.0019,2012-01-26
2435,38.9,41.9,0.1202,0.0006,0.0005,0.0015,2012-01-26
2435,41.9,45.1,0.09932,0.0005,0.00041,0.00128,2012-01-26
2435,45.1,48.5,0.08153,0.00044,0.00034,0.00107,2012-01-26
2435,48.5,52.2,0.06617,0.00038,0.00027,0.00088,2012-01-26
2435,52.2,56.1,0.05376,0.00033,0.00022,0.00073,2012-01-26
2435,56.1,60.3,0.04435,0.00029,0.00018,0.00061,2012-01-26
2436,1.92,2.15,70.04,0.16,0.36,1.05,2012-02-22
2436,2.15,2.4,64.53,0.14,0.29,0.82,2012-02-22
2436,2.4,2.67,58.29,0.11,0.23,0.68,2012-02-22
2436,2.67,2.97,51.43,0.1,0.19,0.57,2012-02-22
2436,2.97,3.29,45.29,0.09,0.17,0.49,2012-02-22
2436,3.29,3.64,39.16,0.07,0.14,0.42,2012-02-22
2436,3.64,4.02,33.29,0.06,0.12,0.36,2012-02-22
2436,4.02,4.43,28.11,0.05,0.1,0.3,2012-02-22
2436,4.43,4.88,23.59,0.04,0.08,0.25,2012-02-22
2436,4.88,5.37,19.71,0.03,0.07,0.21,2012-02-22
2436,5.37,5.9,16.28,0.03,0.05,0.18,2012-02-22
2436,5.9,6.47,13.42,0.02,0.04,0.15,2012-02-22
2436,6.47,7.09,10.97,0.02,0.04,0.12,2012-02-22
2436,7.09,7.76,8.927,0.016,0.029,0.099,2012-02-22
2436,7.76,8.48,7.296,0.014,0.024,0.081,2012-02-22
2436,8.48,9.26,5.93,0.011,0.019,0.067,2012-02-22
2436,9.26,10.1,4.833,0.01,0.016,0.055,2012-02-22
2436,10.1,11.0,3.943,0.008,0.013,0.045,2012-02-22
2436,11.0,12.0,3.192,0.007,0.01,0.036,2012-02-22
2436,12.0,13.0,2.606,0.006,0.008,0.03,2012-02-22
2436,13.0,14.1,2.133,0.005,0.007,0.025,2012-02-22
2436,14.1,15.3,1.734,0.004,0.006,0.02,2012-02-22
2436,15.3,16.6,1.407,0.004,0.005,0.017,2012-02-22
2436,16.6,18.0,1.148,0.003,0.004,0.014,2012-02-22
2436,18.0,19.5,0.9293,0.0024,0.003,0.0111,2012-02-22
2436,19.5,21.1,0.7565,0.002,0.0025,0.0091,2012-02-22
2436,21.1,22.8,0.6172,0.0018,0.002,0.0075,2012-02-22
2436,22.8,24.7,0.5021,0.0015,0.0016,0.0061,2012-02-22
2436,24.7,26.7,0.4062,0.0013,0.0013,0.005,2012-02-22
2436,26.7,28.8,0.332,0.0011,0.0011,0.0041,2012-02-22
2436,28.8,31.1,0.2717,0.001,0.0009,0.0034,2012-02-22
2436,31.1,33.5,0.2209,0.0009,0.0007,0.0028,2012-02-22
2436,33.5,36.1,0.1819,0.0008,0.0006,0.0023,2012-02-22
2436,36.1,38.9,0.1495,0.0007,0.0005,0.0019,2012-02-22
2436,38.9,41.9,0.1216,0.0006,0.0004,0.0016,2012-02-22
2436,41.9,45.1,0.09995,0.0005,0.00033,0.00129,2012-02-22
2436,45.1,48.5,0.08159,0.00044,0.00027,0.00107,2012-02-22
2436,48.5,52.2,0.067,0.00038,0.00022,0.00089,2012-02-22
2436,52.2,56.1,0.05539,0.00034,0.00018,0.00075,2012-02-22
2436,56.1,60.3,0.045,0.00029,0.00015,0.00062,2012-02-22
2437,1.92,2.15,57.91,0.15,0.46,0.87,2012-03-20
2437,2.15,2.4,53.87,0.13,0.37,0.69,2012-03-20
2437,2.4,2.67,49.53,0.11,0.3,0.57,2012-03-20
2437,2.67,2.97,44.36,0.09,0.26,0.49,2012-03-20
2437,2.97,3.29,39.43,0.08,0.22,0.43,2012-03-20
2437,3.29,3.64,34.33,0.07,0.19,0.37,2012-03-20
2437,3.64,4.02,29.66,0.06,0.16,0.32,2012-03-20
2437,4.02,4.43,25.32,0.05,0.13,0.27,2012-03-20
2437,4.43,4.88,21.49,0.04,0.11,0.23,2012-03-20
2437,4.88,5.37,18.05,0.03,0.09,0.2,2012-03-20
2437,5.37,5.9,15.04,0.03,0.07,0.16,2012-03-20
2437,5.9,6.47,12.5,0.02,0.06,0.14,2012-03-20
2437,6.47,7.09,10.26,0.02,0.05,0.11,2012-03-20
2437,7.09,7.76,8.444,0.016,0.041,0.094,2012-03-20
2437,7.76,8.48,6.902,0.013,0.034,0.077,2012-03-20
2437,8.48,9.26,5.661,0.011,0.027,0.063,2012-03-20
2437,9.26,10.1,4.637,0.01,0.022,0.052,2012-03-20
2437,10.1,11.0,3.798,0.008,0.018,0.043,2012-03-20
2437,11.0,12.0,3.094,0.007,0.015,0.035,2012-03-20
2437,12.0,13.0,2.512,0.006,0.012,0.029,2012-03-20
2437,13.0,14.1,2.074,0.005,0.01,0.024,2012-03-20
2437,14.1,15.3,1.697,0.004,0.008,0.02,2012-03-20
2437,15.3,16.6,1.376,0.004,0.007,0.016,2012-03-20
2437,16.6,18.0,1.123,0.003,0.005,0.013,2012-03-20
2437,18.0,19.5,0.9121,0.0024,0.0044,0.0109,2012-03-20
2437,19.5,21.1,0.743,0.002,0.0036,0.0089,2012-03-20
2437,21.1,22.8,0.6078,0.0017,0.0029,0.0074,2012-03-20
2437,22.8,24.7,0.4924,0.0015,0.0024,0.006,2012-03-20
2437,24.7,26.7,0.4025,0.0013,0.0019,0.0049,2012-03-20
2437,26.7,28.8,0.3301,0.0011,0.0016,0.0041,2012-03-20
2437,28.8,31.1,0.2694,0.001,0.0013,0.0034,2012-03-20
2437,31.1,33.5,0.2189,0.0009,0.001,0.0027,2012-03-20
2437,33.5,36.1,0.1803,0.0008,0.0009,0.0023,2012-03-20
2437,36.1,38.9,0.1469,0.0007,0.0007,0.0019,2012-03-20
2437,38.9,41.9,0.1199,0.0006,0.0006,0.0015,2012-03-20
2437,41.9,45.1,0.09947,0.0005,0.00048,0.00129,2012-03-20
2437,45.1,48.5,0.08119,0.00044,0.00039,0.00106,2012-03-20
2437,48.5,52.2,0.06636,0.00038,0.00032,0.00088,2012-03-20
2437,52.2,56.1,0.05428,0.00034,0.00026,0.00073,2012-03-20
2437,56.1,60.3,0.04535,0.0003,0.00022,0.00062,2012-03-20
2438,1.92,2.15,66.47,0.15,0.39,1.0,2012-04-16
2438,2.15,2.4,61.69,0.14,0.32,0.79,2012-04-16
2438,2.4,2.67,56.09,0.11,0.25,0.65,2012-04-16
2438,2.67,2.97,50.3,0.1,0.22,0.56,2012-04-16
2438,2.97,3.29,44.45,0.08,0.18,0.48,2012-04-16
2438,3.29,3.64,38.81,0.07,0.16,0.42,2012-04-16
2438,3.64,4.02,33.13,0.06,0.13,0.35,2012-04-16
2438,4.02,4.43,28.09,0.05,0.11,0.3,2012-04-16
2438,4.43,4.88,23.66,0.04,0.09,0.25,2012-04-16
2438,4.88,5.37,19.79,0.03,0.08,0.21,2012-04-16
2438,5.37,5.9,16.36,0.03,0.06,0.18,2012-04-16
2438,5.9,6.47,13.49,0.02,0.05,0.15,2012-04-16
2438,6.47,7.09,11.1,0.02,0.04,0.12,2012-04-16
2438,7.09,7.76,9.017,0.016,0.034,0.1,2012-04-16
2438,7.76,8.48,7.35,0.014,0.028,0.082,2012-04-16
2438,8.48,9.26,6.0,0.012,0.023,0.067,2012-04-16
2438,9.26,10.1,4.896,0.01,0.019,0.055,2012-04-16
2438,10.1,11.0,3.975,0.008,0.015,0.045,2012-04-16
2438,11.0,12.0,3.226,0.007,0.012,0.037,2012-04-16
2438,12.0,13.0,2.622,0.006,0.01,0.03,2012-04-16
2438,13.0,14.1,2.149,0.005,0.008,0.025,2012-04-16
2438,14.1,15.3,1.744,0.004,0.007,0.02,2012-04-16
2438,15.3,16.6,1.421,0.004,0.005,0.017,2012-04-16
2438,16.6,18.0,1.147,0.003,0.004,0.014,2012-04-16
2438,18.0,19.5,0.9324,0.0024,0.0035,0.0111,2012-04-16
2438,19.5,21.1,0.753,0.002,0.0028,0.0091,2012-04-16
2438,21.1,22.8,0.6166,0.0018,0.0023,0.0075,2012-04-16
2438,22.8,24.7,0.5011,0.0015,0.0019,0.0061,2012-04-16
2438,24.7,26.7,0.4074,0.0013,0.0015,0.005,2012-04-16
2438,26.7,28.8,0.3345,0.0011,0.0013,0.0041,2012-04-16
2438,28.8,31.1,0.2712,0.001,0.001,0.0034,2012-04-16
2438,31.1,33.5,0.2229,0.0009,0.0008,0.0028,2012-04-16
2438,33.5,36.1,0.1826,0.0008,0.0007,0.0023,2012-04-16
2438,36.1,38.9,0.1487,0.0007,0.0006,0.0019,2012-04-16
2438,38.9,41.9,0.1208,0.0006,0.0005,0.0015,2012-04-16
2438,41.9,45.1,0.1004,0.0005,0.0004,0.0013,2012-04-16
2438,45.1,48.5,0.08188,0.00044,0.00031,0.00107,2012-04-16
2438,48.5,52.2,0.0671,0.00038,0.00025,0.00089,2012-04-16
2438,52.2,56.1,0.05432,0.00034,0.0002,0.00073,2012-04-16
2438,56.1,60.3,0.04493,0.00029,0.00017,0.00062,2012-04-16
2439,1.92,2.15,69.06,0.16,0.37,1.04,2012-05-13
2439,2.15,2.4,63.61,0.14,0.3,0.81,2012-05-13
2439,2.4,2.67,57.75,0.12,0.23,0.67,2012-05-13
2439,2.67,2.97,51.55,0.1,0.2,0.57,2012-05-13
2439,2.97,3.29,45.27,0.09,0.17,0.49,2012-05-13
2439,3.29,3.64,39.37,0.07,0.14,0.42,2012-05-13
2439,3.64,4.02,33.75,0.06,0.12,0.36,2012-05-13
2439,4.02,4.43,28.52,0.05,0.1,0.31,2012-05-13
2439,4.43,4.88,24.03,0.04,0.09,0.26,2012-05-13
2439,4.88,5.37,20.01,0.03,0.07,0.22,2012-05-13
2439,5.37,5.9,16.48,0.03,0.06,0.18,2012-05-13
2439,5.9,6.47,13.63,0.02,0.05,0.15,2012-05-13
2439,6.47,7.09,11.16,0.02,0.04,0.12,2012-05-13
2439,7.09,7.76,9.111,0.016,0.031,0.101,2012-05-13
2439,7.76,8.48,7.416,0.014,0.025,0.083,2012-05-13
2439,8.48,9.26,6.032,0.012,0.02,0.068,2012-05-13
2439,9.26,10.1,4.906,0.01,0.017,0.055,2012-05-13
2439,10.1,11.0,4.015,0.008,0.014,0.046,2012-05-13
2439,11.0,12.0,3.234,0.007,0.011,0.037,2012-05-13
2439,12.0,13.0,2.628,0.006,0.009,0.03,2012-05-13
2439,13.0,14.1,2.155,0.005,0.007,0.025,2012-05-13
2439,14.1,15.3,1.749,0.004,0.006,0.02,2012-05-13
2439,15.3,16.6,1.426,0.004,0.005,0.017,2012-05-13
2439,16.6,18.0,1.148,0.003,0.004,0.014,2012-05-13
2439,18.0,19.5,0.9332,0.0024,0.0031,0.0112,2012-05-13
2439,19.5,21.1,0.757,0.002,0.0026,0.0091,2012-05-13
2439,21.1,22.8,0.6222,0.0018,0.0021,0.0075,2012-05-13
2439,22.8,24.7,0.5075,0.0015,0.0017,0.0062,2012-05-13
2439,24.7,26.7,0.4088,0.0013,0.0014,0.005,2012-05-13
2439,26.7,28.8,0.3337,0.0011,0.0011,0.0041,2012-05-13
2439,28.8,31.1,0.2726,0.001,0.0009,0.0034,2012-05-13
2439,31.1,33.5,0.2241,0.0009,0.0008,0.0028,2012-05-13
2439,33.5,36.1,0.1804,0.0008,0.0006,0.0023,2012-05-13
2439,36.1,38.9,0.1481,0.0007,0.0005,0.0019,2012-05-13
2439,38.9,41.9,0.1225,0.0006,0.0004,0.0016,2012-05-13
2439,41.9,45.1,0.09928,0.0005,0.00033,0.00128,2012-05-13
2439,45.1,48.5,0.08025,0.00044,0.00027,0.00105,2012-05-13
2439,48.5,52.2,0.06651,0.00038,0.00022,0.00088,2012-05-13
2439,52.2,56.1,0.0548,0.00034,0.00018,0.00074,2012-05-13
2439,56.1,60.3,0.04448,0.00029,0.00015,0.00061,2012-05-13
2440,1.92,2.15,64.68,0.15,0.39,0.97,2012-06-09
2440,2.15,2.4,59.69,0.13,0.3,0.76,2012-06-09
2440,2.4,2.67,54.37,0.11,0.23,0.63,2012-06-09
2440,2.67,2.97,48.74,0.1,0.19,0.54,2012-06-09
2440,2.97,3.29,43.05,0.08,0.16,0.47,2012-06-09
2440,3.29,3.64,37.43,0.07,0.14,0.4,2012-06-09
2440,3.64,4.02,32.11,0.06,0.11,0.34,2012-06-09
2440,4.02,4.43,27.34,0.05,0.09,0.29,2012-06-09
2440,4.43,4.88,22.96,0.04,0.08,0.25,2012-06-09
2440,4.88,5.37,19.32,0.03,0.06,0.21,2012-06-09
2440,5.37,5.9,15.97,0.03,0.05,0.17,2012-06-09
2440,5.9,6.47,13.15,0.02,0.04,0.14,2012-06-09
2440,6.47,7.09,10.89,0.02,0.04,0.12,2012-06-09
2440,7.09,7.76,8.888,0.016,0.029,0.099,2012-06-09
2440,7.76,8.48,7.243,0.014,0.023,0.081,2012-06-09
2440,8.48,9.26,5.902,0.012,0.019,0.066,2012-06-09
2440,9.26,10.1,4.825,0.01,0.015,0.054,2012-06-09
2440,10.1,11.0,3.931,0.008,0.013,0.045,2012-06-09
2440,11.0,12.0,3.177,0.007,0.01,0.036,2012-06-09
2440,12.0,13.0,2.607,0.006,0.008,0.03,2012-06-09
2440,13.0,14.1,2.125,0.005,0.007,0.025,2012-06-09
2440,14.1,15.3,1.729,0.004,0.006,0.02,2012-06-09
2440,15.3,16.6,1.409,0.004,0.005,0.017,2012-06-09
2440,16.6,18.0,1.142,0.003,0.004,0.014,2012-06-09
2440,18.0,19.5,0.9237,0.0025,0.003,0.011,2012-06-09
2440,19.5,21.1,0.7527,0.0021,0.0024,0.0091,2012-06-09
2440,21.1,22.8,0.6158,0.0018,0.002,0.0075,2012-06-09
2440,22.8,24.7,0.502,0.0015,0.0016,0.0061,2012-06-09
2440,24.7,26.7,0.4066,0.0013,0.0013,0.005,2012-06-09
2440,26.7,28.8,0.3318,0.0011,0.0011,0.0041,2012-06-09
2440,28.8,31.1,0.2702,0.001,0.0009,0.0034,2012-06-09
2440,31.1,33.5,0.2209,0.0009,0.0007,0.0028,2012-06-09
2440,33.5,36.1,0.1806,0.0008,0.0006,0.0023,2012-06-09
2440,36.1,38.9,0.1472,0.0007,0.0005,0.0019,2012-06-09
2440,38.9,41.9,0.1217,0.0006,0.0004,0.0016,2012-06-09
2440,41.9,45.1,0.09942,0.00051,0.00032,0.00129,2012-06-09
2440,45.1,48.5,0.08059,0.00044,0.00026,0.00105,2012-06-09
2440,48.5,52.2,0.06689,0.00039,0.00021,0.00089,2012-06-09
2440,52.2,56.1,0.05418,0.00034,0.00017,0.00073,2012-06-09
2440,56.1,60.3,0.04494,0.0003,0.00014,0.00062,2012-06-09
2441,1.92,2.15,62.71,0.15,0.39,0.94,2012-07-06
2441,2.15,2.4,58.23,0.13,0.31,0.74,2012-07-06
2441,2.4,2.67,53.19,0.11,0.24,0.62,2012-07-06
2441,2.67,2.97,47.56,0.09,0.2,0.53,2012-07-06
2441,2.97,3.29,42.06,0.08,0.17,0.46,2012-07-06
2441,3.29,3.64,36.71,0.07,0.14,0.39,2012-07-06
2441,3.64,4.02,31.5,0.06,0.12,0.34,2012-07-06
2441,4.02,4.43,26.84,0.05,0.1,0.29,2012-07-06
2441,4.43,4.88,22.66,0.04,0.08,0.24,2012-07-06
2441,4.88,5.37,18.91,0.03,0.07,0.21,2012-07-06
2441,5.37,5.9,15.71,0.03,0.05,0.17,2012-07-06
2441,5.9,6.47,13.0,0.02,0.04,0.14,2012-07-06
2441,6.47,7.09,10.67,0.02,0.04,0.12,2012-07-06
2441,7.09,7.76,8.718,0.016,0.03,0.097,2012-07-06
2441,7.76,8.48,7.129,0.013,0.024,0.08,2012-07-06
2441,8.48,9.26,5.805,0.011,0.02,0.065,2012-07-06
2441,9.26,10.1,4.734,0.01,0.016,0.053,2012-07-06
2441,10.1,11.0,3.871,0.008,0.013,0.044,2012-07-06
2441,11.0,12.0,3.134,0.007,0.011,0.036,2012-07-06
2441,12.0,13.0,2.558,0.006,0.009,0.029,2012-07-06
2441,13.0,14.1,2.1,0.005,0.007,0.024,2012-07-06
2441,14.1,15.3,1.705,0.004,0.006,0.02,2012-07-06
2441,15.3,16.6,1.391,0.004,0.005,0.016,2012-07-06
2441,16.6,18.0,1.135,0.003,0.004,0.013,2012-07-06
2441,18.0,19.5,0.9223,0.0024,0.0031,0.011,2012-07-06
2441,19.5,21.1,0.7483,0.002,0.0025,0.009,2012-07-06
2441,21.1,22.8,0.6112,0.0018,0.0021,0.0074,2012-07-06
2441,22.8,24.7,0.4953,0.0015,0.0017,0.006,2012-07-06
2441,24.7,26.7,0.404,0.0013,0.0014,0.005,2012-07-06
2441,26.7,28.8,0.3311,0.0011,0.0011,0.0041,2012-07-06
2441,28.8,31.1,0.2683,0.001,0.0009,0.0033,2012-07-06
2441,31.1,33.5,0.219,0.0009,0.0007,0.0027,2012-07-06
2441,33.5,36.1,0.1797,0.0008,0.0006,0.0023,2012-07-06
2441,36.1,38.9,0.1472,0.0007,0.0005,0.0019,2012-07-06
2441,38.9,41.9,0.1199,0.0006,0.0004,0.0015,2012-07-06
2441,41.9,45.1,0.09914,0.0005,0.00033,0.00128,2012-07-06
2441,45.1,48.5,0.08144,0.00044,0.00027,0.00107,2012-07-06
2441,48.5,52.2,0.06643,0.00038,0.00022,0.00088,2012-07-06
2441,52.2,56.1,0.05494,0.00034,0.00018,0.00074,2012-07-06
2441,56.1,60.3,0.04449,0.00029,0.00015,0.00061,2012-07-06
2442,1.92,2.15,53.4,0.13,0.42,0.8,2012-08-02
2442,2.15,2.4,50.23,0.12,0.32,0.64,2012-08-02
2442,2.4,2.67,46.38,0.1,0.25,0.54,2012-08-02
2442,2.67,2.97,41.75,0.09,0.21,0.46,2012-08-02
2442,2.97,3.29,37.39,0.08,0.17,0.41,2012-08-02
2442,3.29,3.64,32.94,0.07,0.15,0.35,2012-08-02
2442,3.64,4.02,28.47,0.05,0.12,0.3,2012-08-02
2442,4.02,4.43,24.48,0.04,0.1,0.26,2012-08-02
2442,4.43,4.88,20.88,0.04,0.08,0.22,2012-08-02
2442,4.88,5.37,17.59,0.03,0.07,0.19,2012-08-02
2442,5.37,5.9,14.72,0.03,0.06,0.16,2012-08-02
2442,5.9,6.47,12.28,0.02,0.05,0.13,2012-08-02
2442,6.47,7.09,10.14,0.02,0.04,0.11,2012-08-02
2442,7.09,7.76,8.366,0.015,0.031,0.093,2012-08-02
2442,7.76,8.48,6.878,0.013,0.025,0.077,2012-08-02
2442,8.48,9.26,5.625,0.011,0.02,0.063,2012-08-02
2442,9.26,10.1,4.599,0.01,0.017,0.052,2012-08-02
2442,10.1,11.0,3.764,0.008,0.014,0.043,2012-08-02
2442,11.0,12.0,3.082,0.007,0.011,0.035,2012-08-02
2442,12.0,13.0,2.512,0.006,0.009,0.029,2012-08-02
2442,13.0,14.1,2.074,0.005,0.008,0.024,2012-08-02
2442,14.1,15.3,1.687,0.004,0.006,0.02,2012-08-02
2442,15.3,16.6,1.372,0.003,0.005,0.016,2012-08-02
2442,16.6,18.0,1.12,0.003,0.004,0.013,2012-08-02
2442,18.0,19.5,0.9103,0.0024,0.0033,0.0109,2012-08-02
2442,19.5,21.1,0.7389,0.002,0.0027,0.0089,2012-08-02
2442,21.1,22.8,0.6055,0.0017,0.0022,0.0073,2012-08-02
2442,22.8,24.7,0.494,0.0015,0.0018,0.006,2012-08-02
2442,24.7,26.7,0.3975,0.0013,0.0014,0.0049,2012-08-02
2442,26.7,28.8,0.3283,0.0011,0.0012,0.0041,2012-08-02
2442,28.8,31.1,0.2675,0.001,0.001,0.0033,2012-08-02
2442,31.1,33.5,0.2182,0.0009,0.0008,0.0027,2012-08-02
2442,33.5,36.1,0.1787,0.0008,0.0006,0.0023,2012-08-02
2442,36.1,38.9,0.1469,0.0007,0.0005,0.0019,2012-08-02
2442,38.9,41.9,0.1212,0.0006,0.0004,0.0016,2012-08-02
2442,41.9,45.1,0.0991,0.0005,0.00036,0.00128,2012-08-02
2442,45.1,48.5,0.08127,0.00044,0.00029,0.00106,2012-08-02
2442,48.5,52.2,0.06646,0.00038,0.00024,0.00088,2012-08-02
2442,52.2,56.1,0.054,0.00034,0.0002,0.00073,2012-08-02
2442,56.1,60.3,0.04505,0.0003,0.00016,0.00062,2012-08-02
2443,1.92,2.15,53.44,0.13,0.4,0.8,2012-08-29
2443,2.15,2.4,50.56,0.12,0.3,0.65,2012-08-29
2443,2.4,2.67,46.74,0.1,0.23,0.54,2012-08-29
2443,2.67,2.97,42.71,0.09,0.19,0.47,2012-08-29
2443,2.97,3.29,38.14,0.08,0.16,0.41,2012-08-29
2443,3.29,3.64,33.8,0.07,0.13,0.36,2012-08-29
2443,3.64,4.02,29.44,0.05,0.11,0.32,2012-08-29
2443,4.02,4.43,25.36,0.05,0.09,0.27,2012-08-29
2443,4.43,4.88,21.51,0.04,0.07,0.23,2012-08-29
2443,4.88,5.37,18.14,0.03,0.06,0.2,2012-08-29
2443,5.37,5.9,15.2,0.03,0.05,0.17,2012-08-29
2443,5.9,6.47,12.66,0.02,0.04,0.14,2012-08-29
2443,6.47,7.09,10.46,0.02,0.03,0.12,2012-08-29
2443,7.09,7.76,8.623,0.016,0.026,0.096,2012-08-29
2443,7.76,8.48,7.057,0.013,0.022,0.079,2012-08-29
2443,8.48,9.26,5.785,0.011,0.018,0.065,2012-08-29
2443,9.26,10.1,4.744,0.01,0.014,0.054,2012-08-29
2443,10.1,11.0,3.878,0.008,0.012,0.044,2012-08-29
2443,11.0,12.0,3.146,0.007,0.01,0.036,2012-08-29
2443,12.0,13.0,2.566,0.006,0.008,0.03,2012-08-29
2443,13.0,14.1,2.106,0.005,0.006,0.024,2012-08-29
2443,14.1,15.3,1.721,0.004,0.005,0.02,2012-08-29
2443,15.3,16.6,1.399,0.004,0.004,0.016,2012-08-29
2443,16.6,18.0,1.141,0.003,0.003,0.014,2012-08-29
2443,18.0,19.5,0.9219,0.0024,0.0028,0.011,2012-08-29
2443,19.5,21.1,0.7528,0.002,0.0023,0.0091,2012-08-29
2443,21.1,22.8,0.614,0.0017,0.0019,0.0074,2012-08-29
2443,22.8,24.7,0.4986,0.0015,0.0015,0.0061,2012-08-29
2443,24.7,26.7,0.4048,0.0013,0.0012,0.005,2012-08-29
2443,26.7,28.8,0.3311,0.0011,0.001,0.0041,2012-08-29
2443,28.8,31.1,0.2693,0.001,0.0008,0.0033,2012-08-29
2443,31.1,33.5,0.22,0.0009,0.0007,0.0028,2012-08-29
2443,33.5,36.1,0.181,0.0008,0.0005,0.0023,2012-08-29
2443,36.1,38.9,0.1476,0.0007,0.0004,0.0019,2012-08-29
2443,38.9,41.9,0.1215,0.0006,0.0004,0.0016,2012-08-29
2443,41.9,45.1,0.09946,0.0005,0.0003,0.00129,2012-08-29
2443,45.1,48.5,0.08142,0.00044,0.00025,0.00107,2012-08-29
2443,48.5,52.2,0.06658,0.00038,0.0002,0.00088,2012-08-29
2443,52.2,56.1,0.05532,0.00034,0.00017,0.00075,2012-08-29
2443,56.1,60.3,0.04489,0.00029,0.00014,0.00062,2012-08-29
2444,1.92,2.15,56.76,0.14,0.4,0.85,2012-09-25
2444,2.15,2.4,53.9,0.12,0.3,0.69,2012-09-25
2444,2.4,2.67,49.76,0.1,0.23,0.58,2012-09-25
2444,2.67,2.97,45.12,0.09,0.19,0.5,2012-09-25
2444,2.97,3.29,40.22,0.08,0.16,0.44,2012-09-25
2444,3.29,3.64,35.56,0.07,0.13,0.38,2012-09-25
2444,3.64,4.02,30.74,0.06,0.11,0.33,2012-09-25
2444,4.02,4.43,26.33,0.05,0.09,0.28,2012-09-25
2444,4.43,4.88,22.4,0.04,0.08,0.24,2012-09-25
2444,4.88,5.37,18.83,0.03,0.06,0.2,2012-09-25
2444,5.37,5.9,15.72,0.03,0.05,0.17,2012-09-25
2444,5.9,6.47,13.07,0.02,0.04,0.14,2012-09-25
2444,6.47,7.09,10.75,0.02,0.03,0.12,2012-09-25
2444,7.09,7.76,8.787,0.016,0.028,0.098,2012-09-25
2444,7.76,8.48,7.21,0.013,0.023,0.08,2012-09-25
2444,8.48,9.26,5.886,0.011,0.019,0.066,2012-09-25
2444,9.26,10.1,4.791,0.01,0.015,0.054,2012-09-25
2444,10.1,11.0,3.94,0.008,0.013,0.045,2012-09-25
2444,11.0,12.0,3.174,0.007,0.01,0.036,2012-09-25
2444,12.0,13.0,2.589,0.006,0.008,0.03,2012-09-25
2444,13.0,14.1,2.13,0.005,0.007,0.025,2012-09-25
2444,14.1,15.3,1.732,0.004,0.006,0.02,2012-09-25
2444,15.3,16.6,1.406,0.004,0.005,0.017,2012-09-25
2444,16.6,18.0,1.138,0.003,0.004,0.014,2012-09-25
2444,18.0,19.5,0.9289,0.0024,0.003,0.0111,2012-09-25
2444,19.5,21.1,0.7512,0.002,0.0024,0.009,2012-09-25
2444,21.1,22.8,0.6116,0.0017,0.002,0.0074,2012-09-25
2444,22.8,24.7,0.4982,0.0015,0.0016,0.0061,2012-09-25
2444,24.7,26.7,0.4043,0.0013,0.0013,0.005,2012-09-25
2444,26.7,28.8,0.3326,0.0011,0.0011,0.0041,2012-09-25
2444,28.8,31.1,0.2694,0.001,0.0009,0.0033,2012-09-25
2444,31.1,33.5,0.2216,0.0009,0.0007,0.0028,2012-09-25
2444,33.5,36.1,0.181,0.0007,0.0006,0.0023,2012-09-25
2444,36.1,38.9,0.1489,0.0007,0.0005,0.0019,2012-09-25
2444,38.9,41.9,0.1217,0.0006,0.0004,0.0016,2012-09-25
2444,41.9,45.1,0.09849,0.0005,0.00032,0.00127,2012-09-25
2444,45.1,48.5,0.08185,0.00044,0.00026,0.00107,2012-09-25
2444,48.5,52.2,0.06684,0.00038,0.00021,0.00089,2012-09-25
2444,52.2,56.1,0.05494,0.00034,0.00018,0.00074,2012-09-25
2444,56.1,60.3,0.04473,0.00029,0.00014,0.00061,2012-09-25
2445,1.92,2.15,54.45,0.14,0.43,0.82,2012-10-22
2445,2.15,2.4,51.81,0.13,0.33,0.66,2012-10-22
2445,2.4,2.67,47.88,0.11,0.26,0.56,2012-10-22
2445,2.67,2.97,43.69,0.09,0.22,0.48,2012-10-22
2445,2.97,3.29,39.31,0.08,0.19,0.43,2012-10-22
2445,3.29,3.64,34.7,0.07,0.16,0.37,2012-10-22
2445,3.64,4.02,30.2,0.06,0.14,0.32,2012-10-22
2445,4.02,4.43,25.96,0.05,0.11,0.28,2012-10-22
2445,4.43,4.88,22.06,0.04,0.09,0.24,2012-10-22
2445,4.88,5.37,18.58,0.03,0.08,0.2,2012-10-22
2445,5.37,5.9,15.48,0.03,0.06,0.17,2012-10-22
2445,5.9,6.47,12.88,0.02,0.05,0.14,2012-10-22
2445,6.47,7.09,10.67,0.02,0.04,0.12,2012-10-22
2445,7.09,7.76,8.762,0.016,0.036,0.097,2012-10-22
2445,7.76,8.48,7.164,0.014,0.029,0.08,2012-10-22
2445,8.48,9.26,5.862,0.012,0.024,0.066,2012-10-22
2445,9.26,10.1,4.763,0.01,0.019,0.054,2012-10-22
2445,10.1,11.0,3.885,0.009,0.016,0.044,2012-10-22
2445,11.0,12.0,3.169,0.007,0.013,0.036,2012-10-22
2445,12.0,13.0,2.582,0.006,0.011,0.03,2012-10-22
2445,13.0,14.1,2.122,0.005,0.009,0.025,2012-10-22
2445,14.1,15.3,1.726,0.004,0.007,0.02,2012-10-22
