bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1
2435,26.7,28.8,3.313E-01,0.011E-01,0.014E-01,0.041E-01
2435,28.8,31.1,2.721E-01,0.010E-01,0.011E-01,0.034E-01
2435,31.1,33.5,2.212E-01,0.009E-01,0.009E-01,0.028E-01
2435,33.5,36.1,1.813E-01,0.008E-01,0.008E-01,0.023E-01
2435,36.1,38.9,1.489E-01,0.007E-01,0.006E-01,0.019E-01
2435,38.9,41.9,1.202E-01,0.006E-01,0.005E-01,0.015E-01
2435,41.9,45.1,9.932E-02,0.050E-02,0.041E-02,0.128E-02
2435,45.1,48.5,8.153E-02,0.044E-02,0.034E-02,0.107E-02
2435,48.5,52.2,6.617E-02,0.038E-02,0.027E-02,0.088E-02
2435,52.2,56.1,5.376E-02,0.033E-02,0.022E-02,0.073E-02
2435,56.1,60.3,4.435E-02,0.029E-02,0.018E-02,0.061E-02
2436,1.92,2.15,7.004E+01,0.016E+01,0.036E+01,0.105E+01
2436,2.15,2.40,6.453E+01,0.014E+01,0.029E+01,0.082E+01
2436,2.40,2.67,5.829E+01,0.011E+01,0.023E+01,0.068E+01
2436,2.67,2.97,5.143E+01,0.010E+01,0.019E+01,0.057E+01
2436,2.97,3.29,4.529E+01,0.009E+01,0.017E+01,0.049E+01
2436,3.29,3.64,3.916E+01,0.007E+01,0.014E+01,0.042E+01
2436,3.64,4.02,3.329E+01,0.006E+01,0.012E+01,0.036E+01
2436,4.02,4.43,2.811E+01,0.005E+01,0.010E+01,0.030E+01
2436,4.43,4.88,2.359E+01,0.004E+01,0.008E+01,0.025E+01
2436,4.88,5.37,1.971E+01,0.003E+01,0.007E+01,0.021E+01
2436,5.37,5.90,1.628E+01,0.003E+01,0.005E+01,0.018E+01
2436,5.90,6.47,1.342E+01,0.002E+01,0.004E+01,0.015E+01
2436,6.47,7.09,1.097E+01,0.002E+01,0.004E+01,0.012E+01
2436,7.09,7.76,8.927,0.016,0.029,0.099
2436,7.76,8.48,7.296,0.014,0.024,0.081
2436,8.48,9.26,5.930,0.011,0.019,0.067
2436,9.26,10.1,4.833,0.010,0.016,0.055
2436,10.1,11.0,3.943,0.008,0.013,0.045
2436,11.0,12.0,3.192,0.007,0.010,0.036
2436,12.0,13.0,2.606,0.006,0.008,0.030
2436,13.0,14.1,2.133,0.005,0.007,0.025
2436,14.1,15.3,1.734,0.004,0.006,0.020
2436,15.3,16.6,1.407,0.004,0.005,0.017
2436,16.6,18.0,1.148,0.003,0.004,0.014
2436,18.0,19.5,9.293E-01,0.024E-01,0.030E-01,0.111E-01
2436,19.5,21.1,7.565E-01,0.020E-01,0.025E-01,0.091E-01
2436,21.1,22.8,6.172E-01,0.018E-01,0.020E-01,0.075E-01
2436,22.8,24.7,5.021E-01,0.015E-01,0.016E-01,0.061E-01
2436,24.7,26.7,4.062E-01,0.013E-01,0.013E-01,0.050E-01
2436,26.7,28.8,3.320E-01,0.011E-01,0.011E-01,0.041E-01
2436,28.8,31.1,2.717E-01,0.010E-01,0.009E-01,0.034E-01
2436,31.1,33.5,2.209E-01,0.009E-01,0.007E-01,0.028E-01
2436,33.5,36.1,1.819E-01,0.008E-01,0.006E-01,0.023E-01
2436,36.1,38.9,1.495E-01,0.007E-01,0.005E-01,0.019E-01
2436,38.9,41.9,1.216E-01,0.006E-01,0.004E-01,0.016E-01
2436,41.9,45.1,9.995E-02,0.050E-02,0.033E-02,0.129E-02
2436,45.1,48.5,8.159E-02,0.044E-02,0.027E-02,0.107E-02
2436,48.5,52.2,6.700E-02,0.038E-02,0.022E-02,0.089E-02
2436,52.2,56.1,5.539E-02,0.034E-02,0.018E-02,0.075E-02
2436,56.1,60.3,4.500E-02,0.029E-02,0.015E-02,0.062E-02
2437,1.92,2.15,5.791E+01,0.015E+01,0.046E+01,0.087E+01
2437,2.15,2.40,5.387E+01,0.013E+01,0.037E+01,0.069E+01
2437,2.40,2.67,4.953E+01,0.011E+01,0.030E+01,0.057E+01
2437,2.67,2.97,4.436E+01,0.009E+01,0.026E+01,0.049E+01
2437,2.97,3.29,3.943E+01,0.008E+01,0.022E+01,0.043E+01
2437,3.29,3.64,3.433E+01,0.007E+01,0.019E+01,0.037E+01
2437,3.64,4.02,2.966E+01,0.006E+01,0.016E+01,0.032E+01
2437,4.02,4.43,2.532E+01,0.005E+01,0.013E+01,0.027E+01
2437,4.43,4.88,2.149E+01,0.004E+01,0.011E+01,0.023E+01
2437,4.88,5.37,1.805E+01,0.003E+01,0.009E+01,0.020E+01
2437,5.37,5.90,1.504E+01,0.003E+01,0.007E+01,0.016E+01
2437,5.90,6.47,1.250E+01,0.002E+01,0.006E+01,0.014E+01
2437,6.47,7.09,1.026E+01,0.002E+01,0.005E+01,0.011E+01
2437,7.09,7.76,8.444,0.016,0.041,0.094
2437,7.76,8.48,6.902,0.013,0.034,0.077
2437,8.48,9.26,5.661,0.011,0.027,0.063
2437,9.26,10.1,4.637,0.010,0.022,0.052
2437,10.1,11.0,3.798,0.008,0.018,0.043
2437,11.0,12.0,3.094,0.007,0.015,0.035
2437,12.0,13.0,2.512,0.006,0.012,0.029
2437,13.0,14.1,2.074,0.005,0.010,0.024
2437,14.1,15.3,1.697,0.004,0.008,0.020
2437,15.3,16.6,1.376,0.004,0.007,0.016
2437,16.6,18.0,1.123,0.003,0.005,0.013
2437,18.0,19.5,9.121E-01,0.024E-01,0.044E-01,0.109E-01
2437,19.5,21.1,7.430E-01,0.020E-01,0.036E-01,0.089E-01
2437,21.1,22.8,6.078E-01,0.017E-01,0.029E-01,0.074E-01
2437,22.8,24.7,4.924E-01,0.015E-01,0.024E-01,0.060E-01
2437,24.7,26.7,4.025E-01,0.013E-01,0.019E-01,0.049E-01
2437,26.7,28.8,3.301E-01,0.011E-01,0.016E-01,0.041E-01
2437,28.8,31.1,2.694E-01,0.010E-01,0.013E-01,0.034E-01
2437,31.1,33.5,2.189E-01,0.009E-01,0.010E-01,0.027E-01
2437,33.5,36.1,1.803E-01,0.008E-01,0.009E-01,0.023E-01
2437,36.1,38.9,1.469E-01,0.007E-01,0.007E-01,0.019E-01
2437,38.9,41.9,1.199E-01,0.006E-01,0.006E-01,0.015E-01
2437,41.9,45.1,9.947E-02,0.050E-02,0.048E-02,0.129E-02
2437,45.1,48.5,8.119E-02,0.044E-02,0.039E-02,0.106E-02
2437,48.5,52.2,6.636E-02,0.038E-02,0.032E-02,0.088E-02
2437,52.2,56.1,5.428E-02,0.034E-02,0.026E-02,0.073E-02
2437,56.1,60.3,4.535E-02,0.030E-02,0.022E-02,0.062E-02
2438,1.92,2.15,6.647E+01,0.015E+01,0.039E+01,0.100E+01
2438,2.15,2.40,6.169E+01,0.014E+01,0.032E+01,0.079E+01
2438,2.40,2.67,5.609E+01,0.011E+01,0.025E+01,0.065E+01
2438,2.67,2.97,5.030E+01,0.010E+01,0.022E+01,0.056E+01
2438,2.97,3.29,4.445E+01,0.008E+01,0.018E+01,0.048E+01
2438,3.29,3.64,3.881E+01,0.007E+01,0.016E+01,0.042E+01
2438,3.64,4.02,3.313E+01,0.006E+01,0.013E+01,0.035E+01
2438,4.02,4.43,2.809E+01,0.005E+01,0.011E+01,0.030E+01
2438,4.43,4.88,2.366E+01,0.004E+01,0.009E+01,0.025E+01
2438,4.88,5.37,1.979E+01,0.003E+01,0.008E+01,0.021E+01
2438,5.37,5.90,1.636E+01,0.003E+01,0.006E+01,0.018E+01
2438,5.90,6.47,1.349E+01,0.002E+01,0.005E+01,0.015E+01
2438,6.47,7.09,1.110E+01,0.002E+01,0.004E+01,0.012E+01
2438,7.09,7.76,9.017,0.016,0.034,0.100
2438,7.76,8.48,7.350,0.014,0.028,0.082
2438,8.48,9.26,6.000,0.012,0.023,0.067
2438,9.26,10.1,4.896,0.010,0.019,0.055
2438,10.1,11.0,3.975,0.008,0.015,0.045
2438,11.0,12.0,3.226,0.007,0.012,0.037
2438,12.0,13.0,2.622,0.006,0.010,0.030
2438,13.0,14.1,2.149,0.005,0.008,0.025
2438,14.1,15.3,1.744,0.004,0.007,0.020
2438,15.3,16.6,1.421,0.004,0.005,0.017
2438,16.6,18.0,1.147,0.003,0.004,0.014
2438,18.0,19.5,9.324E-01,0.024E-01,0.035E-01,0.111E-01
2438,19.5,21.1,7.530E-01,0.020E-01,0.028E-01,0.091E-01
2438,21.1,22.8,6.166E-01,0.018E-01,0.023E-01,0.075E-01
2438,22.8,24.7,5.011E-01,0.015E-01,0.019E-01,0.061E-01
2438,24.7,26.7,4.074E-01,0.013E-01,0.015E-01,0.050E-01
2438,26.7,28.8,3.345E-01,0.011E-01,0.013E-01,0.041E-01
2438,28.8,31.1,2.712E-01,0.010E-01,0.010E-01,0.034E-01
2438,31.1,33.5,2.229E-01,0.009E-01,0.008E-01,0.028E-01
2438,33.5,36.1,1.826E-01,0.008E-01,0.007E-01,0.023E-01
2438,36.1,38.9,1.487E-01,0.007E-01,0.006E-01,0.019E-01
2438,38.9,41.9,1.208E-01,0.006E-01,0.005E-01,0.015E-01
2438,41.9,45.1,1.004E-01,0.005E-01,0.004E-01,0.013E-01
2438,45.1,48.5,8.188E-02,0.044E-02,0.031E-02,0.107E-02
2438,48.5,52.2,6.710E-02,0.038E-02,0.025E-02,0.089E-02
2438,52.2,56.1,5.432E-02,0.034E-02,0.020E-02,0.073E-02
2438,56.1,60.3,4.493E-02,0.029E-02,0.017E-02,0.062E-02
2439,1.92,2.15,6.906E+01,0.016E+01,0.037E+01,0.104E+01
2439,2.15,2.40,6.361E+01,0.014E+01,0.030E+01,0.081E+01
2439,2.40,2.67,5.775E+01,0.012E+01,0.023E+01,0.067E+01
2439,2.67,2.97,5.155E+01,0.010E+01,0.020E+01,0.057E+01
2439,2.97,3.29,4.527E+01,0.009E+01,0.017E+01,0.049E+01
2439,3.29,3.64,3.937E+01,0.007E+01,0.014E+01,0.042E+01
2439,3.64,4.02,3.375E+01,0.006E+01,0.012E+01,0.036E+01
2439,4.02,4.43,2.852E+01,0.005E+01,0.010E+01,0.031E+01
2439,4.43,4.88,2.403E+01,0.004E+01,0.009E+01,0.026E+01
2439,4.88,5.37,2.001E+01,0.003E+01,0.007E+01,0.022E+01
2439,5.37,5.90,1.648E+01,0.003E+01,0.006E+01,0.018E+01
2439,5.90,6.47,1.363E+01,0.002E+01,0.005E+01,0.015E+01
2439,6.47,7.09,1.116E+01,0.002E+01,0.004E+01,0.012E+01
2439,7.09,7.76,9.111,0.016,0.031,0.101
2439,7.76,8.48,7.416,0.014,0.025,0.083
2439,8.48,9.26,6.032,0.012,0.020,0.068
2439,9.26,10.1,4.906,0.010,0.017,0.055
2439,10.1,11.0,4.015,0.008,0.014,0.046
2439,11.0,12.0,3.234,0.007,0.011,0.037
2439,12.0,13.0,2.628,0.006,0.009,0.030
2439,13.0,14.1,2.155,0.005,0.007,0.025
2439,14.1,15.3,1.749,0.004,0.006,0.020
2439,15.3,16.6,1.426,0.004,0.005,0.017
2439,16.6,18.0,1.148,0.003,0.004,0.014
2439,18.0,19.5,9.332E-01,0.024E-01,0.031E-01,0.112E-01
2439,19.5,21.1,7.570E-01,0.020E-01,0.026E-01,0.091E-01
2439,21.1,22.8,6.222E-01,0.018E-01,0.021E-01,0.075E-01
2439,22.8,24.7,5.075E-01,0.015E-01,0.017E-01,0.062E-01
2439,24.7,26.7,4.088E-01,0.013E-01,0.014E-01,0.050E-01
2439,26.7,28.8,3.337E-01,0.011E-01,0.011E-01,0.041E-01
2439,28.8,31.1,2.726E-01,0.010E-01,0.009E-01,0.034E-01
2439,31.1,33.5,2.241E-01,0.009E-01,0.008E-01,0.028E-01
2439,33.5,36.1,1.804E-01,0.008E-01,0.006E-01,0.023E-01
2439,36.1,38.9,1.481E-01,0.007E-01,0.005E-01,0.019E-01
2439,38.9,41.9,1.225E-01,0.006E-01,0.004E-01,0.016E-01
2439,41.9,45.1,9.928E-02,0.050E-02,0.033E-02,0.128E-02
2439,45.1,48.5,8.025E-02,0.044E-02,0.027E-02,0.105E-02
2439,48.5,52.2,6.651E-02,0.038E-02,0.022E-02,0.088E-02
2439,52.2,56.1,5.480E-02,0.034E-02,0.018E-02,0.074E-02
2439,56.1,60.3,4.448E-02,0.029E-02,0.015E-02,0.061E-02
2440,1.92,2.15,6.468E+01,0.015E+01,0.039E+01,0.097E+01
2440,2.15,2.40,5.969E+01,0.013E+01,0.030E+01,0.076E+01
2440,2.40,2.67,5.437E+01,0.011E+01,0.023E+01,0.063E+01
2440,2.67,2.97,4.874E+01,0.010E+01,0.019E+01,0.054E+01
2440,2.97,3.29,4.305E+01,0.008E+01,0.016E+01,0.047E+01
2440,3.29,3.64,3.743E+01,0.007E+01,0.014E+01,0.040E+01
2440,3.64,4.02,3.211E+01,0.006E+01,0.011E+01,0.034E+01
2440,4.02,4.43,2.734E+01,0.005E+01,0.009E+01,0.029E+01
2440,4.43,4.88,2.296E+01,0.004E+01,0.008E+01,0.025E+01
2440,4.88,5.37,1.932E+01,0.003E+01,0.006E+01,0.021E+01
2440,5.37,5.90,1.597E+01,0.003E+01,0.005E+01,0.017E+01
2440,5.90,6.47,1.315E+01,0.002E+01,0.004E+01,0.014E+01
2440,6.47,7.09,1.089E+01,0.002E+01,0.004E+01,0.012E+01
2440,7.09,7.76,8.888,0.016,0.029,0.099
2440,7.76,8.48,7.243,0.014,0.023,0.081
2440,8.48,9.26,5.902,0.012,0.019,0.066
2440,9.26,10.1,4.825,0.010,0.015,0.054
2440,10.1,11.0,3.931,0.008,0.013,0.045
2440,11.0,12.0,3.177,0.007,0.010,0.036
2440,12.0,13.0,2.607,0.006,0.008,0.030
2440,13.0,14.1,2.125,0.005,0.007,0.025
2440,14.1,15.3,1.729,0.004,0.006,0.020
2440,15.3,16.6,1.409,0.004,0.005,0.017
2440,16.6,18.0,1.142,0.003,0.004,0.014
2440,18.0,19.5,9.237E-01,0.025E-01,0.030E-01,0.110E-01
2440,19.5,21.1,7.527E-01,0.021E-01,0.024E-01,0.091E-01
2440,21.1,22.8,6.158E-01,0.018E-01,0.020E-01,0.075E-01
2440,22.8,24.7,5.020E-01,0.015E-01,0.016E-01,0.061E-01
2440,24.7,26.7,4.066E-01,0.013E-01,0.013E-01,0.050E-01
2440,26.7,28.8,3.318E-01,0.011E-01,0.011E-01,0.041E-01
2440,28.8,31.1,2.702E-01,0.010E-01,0.009E-01,0.034E-01
2440,31.1,33.5,2.209E-01,0.009E-01,0.007E-01,0.028E-01
2440,33.5,36.1,1.806E-01,0.008E-01,0.006E-01,0.023E-01
2440,36.1,38.9,1.472E-01,0.007E-01,0.005E-01,0.019E-01
2440,38.9,41.9,1.217E-01,0.006E-01,0.004E-01,0.016E-01
2440,41.9,45.1,9.942E-02,0.051E-02,0.032E-02,0.129E-02
2440,45.1,48.5,8.059E-02,0.044E-02,0.026E-02,0.105E-02
2440,48.5,52.2,6.689E-02,0.039E-02,0.021E-02,0.089E-02
2440,52.2,56.1,5.418E-02,0.034E-02,0.017E-02,0.073E-02
2440,56.1,60.3,4.494E-02,0.030E-02,0.014E-02,0.062E-02
2441,1.92,2.15,6.271E+01,0.015E+01,0.039E+01,0.094E+01
2441,2.15,2.40,5.823E+01,0.013E+01,0.031E+01,0.074E+01
2441,2.40,2.67,5.319E+01,0.011E+01,0.024E+01,0.062E+01
2441,2.67,2.97,4.756E+01,0.009E+01,0.020E+01,0.053E+01
2441,2.97,3.29,4.206E+01,0.008E+01,0.017E+01,0.046E+01
2441,3.29,3.64,3.671E+01,0.007E+01,0.014E+01,0.039E+01
2441,3.64,4.02,3.150E+01,0.006E+01,0.012E+01,0.034E+01
2441,4.02,4.43,2.684E+01,0.005E+01,0.010E+01,0.029E+01
2441,4.43,4.88,2.266E+01,0.004E+01,0.008E+01,0.024E+01
2441,4.88,5.37,1.891E+01,0.003E+01,0.007E+01,0.021E+01
2441,5.37,5.90,1.571E+01,0.003E+01,0.005E+01,0.017E+01
2441,5.90,6.47,1.300E+01,0.002E+01,0.004E+01,0.014E+01
2441,6.47,7.09,1.067E+01,0.002E+01,0.004E+01,0.012E+01
2441,7.09,7.76,8.718,0.016,0.030,0.097
2441,7.76,8.48,7.129,0.013,0.024,0.080
2441,8.48,9.26,5.805,0.011,0.020,0.065
2441,9.26,10.1,4.734,0.010,0.016,0.053
2441,10.1,11.0,3.871,0.008,0.013,0.044
2441,11.0,12.0,3.134,0.007,0.011,0.036
2441,12.0,13.0,2.558,0.006,0.009,0.029
2441,13.0,14.1,2.100,0.005,0.007,0.024
2441,14.1,15.3,1.705,0.004,0.006,0.020
2441,15.3,16.6,1.391,0.004,0.005,0.016
2441,16.6,18.0,1.135,0.003,0.004,0.013
2441,18.0,19.5,9.223E-01,0.024E-01,0.031E-01,0.110E-01
2441,19.5,21.1,7.483E-01,0.020E-01,0.025E-01,0.090E-01
2441,21.1,22.8,6.112E-01,0.018E-01,0.021E-01,0.074E-01
2441,22.8,24.7,4.953E-01,0.015E-01,0.017E-01,0.060E-01
2441,24.7,26.7,4.040E-01,0.013E-01,0.014E-01,0.050E-01
2441,26.7,28.8,3.311E-01,0.011E-01,0.011E-01,0.041E-01
2441,28.8,31.1,2.683E-01,0.010E-01,0.009E-01,0.033E-01
2441,31.1,33.5,2.190E-01,0.009E-01,0.007E-01,0.027E-01
2441,33.5,36.1,1.797E-01,0.008E-01,0.006E-01,0.023E-01
2441,36.1,38.9,1.472E-01,0.007E-01,0.005E-01,0.019E-01
2441,38.9,41.9,1.199E-01,0.006E-01,0.004E-01,0.015E-01
2441,41.9,45.1,9.914E-02,0.050E-02,0.033E-02,0.128E-02
2441,45.1,48.5,8.144E-02,0.044E-02,0.027E-02,0.107E-02
2441,48.5,52.2,6.643E-02,0.038E-02,0.022E-02,0.088E-02
2441,52.2,56.1,5.494E-02,0.034E-02,0.018E-02,0.074E-02
2441,56.1,60.3,4.449E-02,0.029E-02,0.015E-02,0.061E-02
2442,1.92,2.15,5.340E+01,0.013E+01,0.042E+01,0.080E+01
2442,2.15,2.40,5.023E+01,0.012E+01,0.032E+01,0.064E+01
2442,2.40,2.67,4.638E+01,0.010E+01,0.025E+01,0.054E+01
2442,2.67,2.97,4.175E+01,0.009E+01,0.021E+01,0.046E+01
2442,2.97,3.29,3.739E+01,0.008E+01,0.017E+01,0.041E+01
2442,3.29,3.64,3.294E+01,0.007E+01,0.015E+01,0.035E+01
2442,3.64,4.02,2.847E+01,0.005E+01,0.012E+01,0.030E+01
2442,4.02,4.43,2.448E+01,0.004E+01,0.010E+01,0.026E+01
2442,4.43,4.88,2.088E+01,0.004E+01,0.008E+01,0.022E+01
2442,4.88,5.37,1.759E+01,0.003E+01,0.007E+01,0.019E+01
2442,5.37,5.90,1.472E+01,0.003E+01,0.006E+01,0.016E+01
2442,5.90,6.47,1.228E+01,0.002E+01,0.005E+01,0.013E+01
2442,6.47,7.09,1.014E+01,0.002E+01,0.004E+01,0.011E+01
2442,7.09,7.76,8.366,0.015,0.031,0.093
2442,7.76,8.48,6.878,0.013,0.025,0.077
2442,8.48,9.26,5.625,0.011,0.020,0.063
2442,9.26,10.1,4.599,0.010,0.017,0.052
2442,10.1,11.0,3.764,0.008,0.014,0.043
2442,11.0,12.0,3.082,0.007,0.011,0.035
2442,12.0,13.0,2.512,0.006,0.009,0.029
2442,13.0,14.1,2.074,0.005,0.008,0.024
2442,14.1,15.3,1.687,0.004,0.006,0.020
2442,15.3,16.6,1.372,0.003,0.005,0.016
2442,16.6,18.0,1.120,0.003,0.004,0.013
2442,18.0,19.5,9.103E-01,0.024E-01,0.033E-01,0.109E-01
2442,19.5,21.1,7.389E-01,0.020E-01,0.027E-01,0.089E-01
2442,21.1,22.8,6.055E-01,0.017E-01,0.022E-01,0.073E-01
2442,22.8,24.7,4.940E-01,0.015E-01,0.018E-01,0.060E-01
2442,24.7,26.7,3.975E-01,0.013E-01,0.014E-01,0.049E-01
2442,26.7,28.8,3.283E-01,0.011E-01,0.012E-01,0.041E-01
2442,28.8,31.1,2.675E-01,0.010E-01,0.010E-01,0.033E-01
2442,31.1,33.5,2.182E-01,0.009E-01,0.008E-01,0.027E-01
2442,33.5,36.1,1.787E-01,0.008E-01,0.006E-01,0.023E-01
2442,36.1,38.9,1.469E-01,0.007E-01,0.005E-01,0.019E-01
2442,38.9,41.9,1.212E-01,0.006E-01,0.004E-01,0.016E-01
2442,41.9,45.1,9.910E-02,0.050E-02,0.036E-02,0.128E-02
2442,45.1,48.5,8.127E-02,0.044E-02,0.029E-02,0.106E-02
2442,48.5,52.2,6.646E-02,0.038E-02,0.024E-02,0.088E-02
2442,52.2,56.1,5.400E-02,0.034E-02,0.020E-02,0.073E-02
2442,56.1,60.3,4.505E-02,0.030E-02,0.016E-02,0.062E-02
2443,1.92,2.15,5.344E+01,0.013E+01,0.040E+01,0.080E+01
2443,2.15,2.40,5.056E+01,0.012E+01,0.030E+01,0.065E+01
2443,2.40,2.67,4.674E+01,0.010E+01,0.023E+01,0.054E+01
2443,2.67,2.97,4.271E+01,0.009E+01,0.019E+01,0.047E+01
2443,2.97,3.29,3.814E+01,0.008E+01,0.016E+01,0.041E+01
2443,3.29,3.64,3.380E+01,0.007E+01,0.013E+01,0.036E+01
2443,3.64,4.02,2.944E+01,0.005E+01,0.011E+01,0.032E+01
2443,4.02,4.43,2.536E+01,0.005E+01,0.009E+01,0.027E+01
2443,4.43,4.88,2.151E+01,0.004E+01,0.007E+01,0.023E+01
2443,4.88,5.37,1.814E+01,0.003E+01,0.006E+01,0.020E+01
2443,5.37,5.90,1.520E+01,0.003E+01,0.005E+01,0.017E+01
2443,5.90,6.47,1.266E+01,0.002E+01,0.004E+01,0.014E+01
2443,6.47,7.09,1.046E+01,0.002E+01,0.003E+01,0.012E+01
2443,7.09,7.76,8.623,0.016,0.026,0.096
2443,7.76,8.48,7.057,0.013,0.022,0.079
2443,8.48,9.26,5.785,0.011,0.018,0.065
2443,9.26,10.1,4.744,0.010,0.014,0.054
2443,10.1,11.0,3.878,0.008,0.012,0.044
2443,11.0,12.0,3.146,0.007,0.010,0.036
2443,12.0,13.0,2.566,0.006,0.008,0.030
2443,13.0,14.1,2.106,0.005,0.006,0.024
2443,14.1,15.3,1.721,0.004,0.005,0.020
2443,15.3,16.6,1.399,0.004,0.004,0.016
2443,16.6,18.0,1.141,0.003,0.003,0.014
2443,18.0,19.5,9.219E-01,0.024E-01,0.028E-01,0.110E-01
2443,19.5,21.1,7.528E-01,0.020E-01,0.023E-01,0.091E-01
2443,21.1,22.8,6.140E-01,0.017E-01,0.019E-01,0.074E-01
2443,22.8,24.7,4.986E-01,0.015E-01,0.015E-01,0.061E-01
2443,24.7,26.7,4.048E-01,0.013E-01,0.012E-01,0.050E-01
2443,26.7,28.8,3.311E-01,0.011E-01,0.010E-01,0.041E-01
2443,28.8,31.1,2.693E-01,0.010E-01,0.008E-01,0.033E-01
2443,31.1,33.5,2.200E-01,0.009E-01,0.007E-01,0.028E-01
2443,33.5,36.1,1.810E-01,0.008E-01,0.005E-01,0.023E-01
2443,36.1,38.9,1.476E-01,0.007E-01,0.004E-01,0.019E-01
2443,38.9,41.9,1.215E-01,0.006E-01,0.004E-01,0.016E-01
2443,41.9,45.1,9.946E-02,0.050E-02,0.030E-02,0.129E-02
2443,45.1,48.5,8.142E-02,0.044E-02,0.025E-02,0.107E-02
2443,48.5,52.2,6.658E-02,0.038E-02,0.020E-02,0.088E-02
2443,52.2,56.1,5.532E-02,0.034E-02,0.017E-02,0.075E-02
2443,56.1,60.3,4.489E-02,0.029E-02,0.014E-02,0.062E-02
2444,1.92,2.15,5.676E+01,0.014E+01,0.040E+01,0.085E+01
2444,2.15,2.40,5.390E+01,0.012E+01,0.030E+01,0.069E+01
2444,2.40,2.67,4.976E+01,0.010E+01,0.023E+01,0.058E+01
2444,2.67,2.97,4.512E+01,0.009E+01,0.019E+01,0.050E+01
2444,2.97,3.29,4.022E+01,0.008E+01,0.016E+01,0.044E+01
2444,3.29,3.64,3.556E+01,0.007E+01,0.013E+01,0.038E+01
2444,3.64,4.02,3.074E+01,0.006E+01,0.011E+01,0.033E+01
2444,4.02,4.43,2.633E+01,0.005E+01,0.009E+01,0.028E+01
2444,4.43,4.88,2.240E+01,0.004E+01,0.008E+01,0.024E+01
2444,4.88,5.37,1.883E+01,0.003E+01,0.006E+01,0.020E+01
2444,5.37,5.90,1.572E+01,0.003E+01,0.005E+01,0.017E+01
2444,5.90,6.47,1.307E+01,0.002E+01,0.004E+01,0.014E+01
2444,6.47,7.09,1.075E+01,0.002E+01,0.003E+01,0.012E+01
2444,7.09,7.76,8.787,0.016,0.028,0.098
2444,7.76,8.48,7.210,0.013,0.023,0.080
2444,8.48,9.26,5.886,0.011,0.019,0.066
2444,9.26,10.1,4.791,0.010,0.015,0.054
2444,10.1,11.0,3.940,0.008,0.013,0.045
2444,11.0,12.0,3.174,0.007,0.010,0.036
2444,12.0,13.0,2.589,0.006,0.008,0.030
2444,13.0,14.1,2.130,0.005,0.007,0.025
2444,14.1,15.3,1.732,0.004,0.006,0.020
2444,15.3,16.6,1.406,0.004,0.005,0.017
2444,16.6,18.0,1.138,0.003,0.004,0.014
2444,18.0,19.5,9.289E-01,0.024E-01,0.030E-01,0.111E-01
2444,19.5,21.1,7.512E-01,0.020E-01,0.024E-01,0.090E-01
2444,21.1,22.8,6.116E-01,0.017E-01,0.020E-01,0.074E-01
2444,22.8,24.7,4.982E-01,0.015E-01,0.016E-01,0.061E-01
2444,24.7,26.7,4.043E-01,0.013E-01,0.013E-01,0.050E-01
2444,26.7,28.8,3.326E-01,0.011E-01,0.011E-01,0.041E-01
2444,28.8,31.1,2.694E-01,0.010E-01,0.009E-01,0.033E-01
2444,31.1,33.5,2.216E-01,0.009E-01,0.007E-01,0.028E-01
2444,33.5,36.1,1.810E-01,0.007E-01,0.006E-01,0.023E-01
2444,36.1,38.9,1.489E-01,0.007E-01,0.005E-01,0.019E-01
2444,38.9,41.9,1.217E-01,0.006E-01,0.004E-01,0.016E-01
2444,41.9,45.1,9.849E-02,0.050E-02,0.032E-02,0.127E-02
2444,45.1,48.5,8.185E-02,0.044E-02,0.026E-02,0.107E-02
2444,48.5,52.2,6.684E-02,0.038E-02,0.021E-02,0.089E-02
2444,52.2,56.1,5.494E-02,0.034E-02,0.018E-02,0.074E-02
2444,56.1,60.3,4.473E-02,0.029E-02,0.014E-02,0.061E-02
2445,1.92,2.15,5.445E+01,0.014E+01,0.043E+01,0.082E+01
2445,2.15,2.40,5.181E+01,0.013E+01,0.033E+01,0.066E+01
2445,2.40,2.67,4.788E+01,0.011E+01,0.026E+01,0.056E+01
2445,2.67,2.97,4.369E+01,0.009E+01,0.022E+01,0.048E+01
2445,2.97,3.29,3.931E+01,0.008E+01,0.019E+01,0.043E+01
2445,3.29,3.64,3.470E+01,0.007E+01,0.016E+01,0.037E+01
2445,3.64,4.02,3.020E+01,0.006E+01,0.014E+01,0.032E+01
2445,4.02,4.43,2.596E+01,0.005E+01,0.011E+01,0.028E+01
2445,4.43,4.88,2.206E+01,0.004E+01,0.009E+01,0.024E+01
2445,4.88,5.37,1.858E+01,0.003E+01,0.008E+01,0.020E+01
2445,5.37,5.90,1.548E+01,0.003E+01,0.006E+01,0.017E+01
2445,5.90,6.47,1.288E+01,0.002E+01,0.005E+01,0.014E+01
2445,6.47,7.09,1.067E+01,0.002E+01,0.004E+01,0.012E+01
2445,7.09,7.76,8.762,0.016,0.036,0.097
2445,7.76,8.48,7.164,0.014,0.029,0.080
