date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,positron_flux m^-2sr^-1s^-1GV^-1,positron_flux_error_statistical m^-2sr^-1s^-1GV^-1,positron_flux_error_timedependent m^-2sr^-1s^-1GV^-1,positron_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2011-05-20,1.00,1.33,8.470E-01,3.148E-01,1.271E-02,2.456385E-02,
2011-05-20,1.33,1.71,1.500E+00,2.569E-01,1.950E-02,4.049321E-02,
2011-05-20,1.71,2.15,1.143E+00,1.691E-01,1.257E-02,2.743546E-02,
2011-05-20,2.15,2.97,5.850E-01,7.560E-02,5.850E-03,1.170010E-02,
2011-05-20,2.97,4.02,2.604E-01,3.681E-02,2.604E-03,3.905670E-03,
2011-05-20,4.02,5.90,1.146E-01,1.583E-02,1.146E-03,1.718349E-03,
2011-05-20,5.90,7.09,4.856E-02,1.114E-02,4.856E-04,7.284498E-04,
2011-05-20,7.09,8.48,2.951E-02,7.616E-03,2.951E-04,4.426014E-04,
2011-05-20,8.48,11.00,1.208E-02,3.411E-03,1.208E-04,1.812062E-04,
2011-05-20,11.00,16.60,4.750E-03,1.375E-03,4.750E-05,7.125027E-05,
2011-05-20,16.60,22.80,1.175E-03,7.051E-04,1.175E-05,1.763170E-05,
2011-05-20,22.80,41.90,1.641E-04,9.325E-05,1.641E-06,2.460988E-06,
2011-05-21,1.00,1.33,2.473E+00,6.276E-01,3.709E-02,7.171192E-02,
2011-05-21,1.33,1.71,1.181E+00,2.155E-01,1.536E-02,3.189508E-02,
2011-05-21,1.71,2.15,9.094E-01,1.579E-01,1.000E-02,2.182612E-02,
2011-05-21,2.15,2.97,5.482E-01,7.037E-02,5.482E-03,1.096348E-02,
2011-05-21,2.97,4.02,2.756E-01,3.597E-02,2.756E-03,4.134026E-03,
2011-05-21,4.02,5.90,1.078E-01,1.320E-02,1.078E-03,1.616283E-03,
2011-05-21,5.90,7.09,5.082E-02,9.881E-03,5.082E-04,7.623233E-04,
2011-05-21,7.09,8.48,2.056E-02,5.657E-03,2.056E-04,3.083427E-04,
2011-05-21,8.48,11.00,1.110E-02,2.932E-03,1.110E-04,1.665230E-04,
2011-05-21,11.00,16.60,4.026E-03,1.073E-03,4.026E-05,6.038763E-05,
2011-05-21,16.60,22.80,1.664E-03,5.406E-04,1.664E-05,2.495926E-05,
2011-05-21,22.80,41.90,3.141E-04,1.432E-04,3.141E-06,4.710849E-06,
2011-05-22,1.00,1.33,1.519E+00,3.928E-01,2.278E-02,4.404535E-02,
2011-05-22,1.33,1.71,1.841E+00,2.473E-01,2.394E-02,4.971306E-02,
2011-05-22,1.71,2.15,1.030E+00,1.436E-01,1.133E-02,2.472975E-02,
2011-05-22,2.15,2.97,7.377E-01,7.702E-02,7.377E-03,1.475315E-02,
2011-05-22,2.97,4.02,2.392E-01,3.364E-02,2.392E-03,3.587789E-03,
2011-05-22,4.02,5.90,1.217E-01,1.703E-02,1.217E-03,1.825784E-03,
2011-05-22,5.90,7.09,4.531E-02,1.186E-02,4.531E-04,6.796907E-04,
2011-05-22,7.09,8.48,1.760E-02,6.538E-03,1.760E-04,2.639731E-04,
2011-05-22,8.48,11.00,1.893E-02,4.852E-03,1.893E-04,2.839764E-04,
2011-05-22,11.00,16.60,3.438E-03,1.271E-03,3.438E-05,5.157252E-05,
2011-05-22,16.60,22.80,1.590E-03,7.642E-04,1.590E-05,2.385431E-05,
2011-05-22,22.80,41.90,1.666E-04,1.106E-04,1.666E-06,2.498647E-06,
2011-05-24,1.00,1.33,1.066E+00,3.200E-01,1.599E-02,3.091621E-02,
2011-05-24,1.33,1.71,1.497E+00,2.373E-01,1.946E-02,4.041070E-02,
2011-05-24,1.71,2.15,1.293E+00,1.745E-01,1.422E-02,3.102563E-02,
2011-05-24,2.15,2.97,4.541E-01,6.585E-02,4.541E-03,9.081662E-03,
2011-05-24,2.97,4.02,2.944E-01,3.768E-02,2.944E-03,4.416064E-03,
2011-05-24,4.02,5.90,1.424E-01,1.625E-02,1.424E-03,2.135964E-03,
2011-05-24,5.90,7.09,3.693E-02,8.883E-03,3.693E-04,5.539971E-04,
2011-05-24,7.09,8.48,2.750E-02,6.487E-03,2.750E-04,4.124939E-04,
2011-05-24,8.48,11.00,1.163E-02,3.101E-03,1.163E-04,1.744635E-04,
2011-05-24,11.00,16.60,4.804E-03,1.238E-03,4.804E-05,7.206647E-05,
2011-05-24,16.60,22.80,2.156E-03,6.339E-04,2.156E-05,3.233622E-05,
2011-05-24,22.80,41.90,5.772E-04,1.709E-04,5.772E-06,8.658403E-06,
2011-05-25,1.00,1.33,1.718E+00,3.971E-01,2.578E-02,4.983546E-02,
2011-05-25,1.33,1.71,1.726E+00,2.224E-01,2.244E-02,4.659724E-02,
2011-05-25,1.71,2.15,1.291E+00,1.505E-01,1.421E-02,3.099593E-02,
2011-05-25,2.15,2.97,6.114E-01,6.461E-02,6.114E-03,1.222800E-02,
2011-05-25,2.97,4.02,2.473E-01,2.923E-02,2.473E-03,3.710086E-03,
2011-05-25,4.02,5.90,9.847E-02,1.138E-02,9.847E-04,1.477084E-03,
2011-05-25,5.90,7.09,5.350E-02,8.875E-03,5.350E-04,8.025560E-04,
2011-05-25,7.09,8.48,2.649E-02,5.568E-03,2.649E-04,3.972973E-04,
2011-05-25,8.48,11.00,1.837E-02,3.251E-03,1.837E-04,2.756163E-04,
2011-05-25,11.00,16.60,5.234E-03,1.077E-03,5.234E-05,7.851383E-05,
2011-05-25,16.60,22.80,2.184E-03,5.380E-04,2.184E-05,3.275951E-05,
2011-05-25,22.80,41.90,4.510E-04,1.232E-04,4.510E-06,6.765613E-06,
2011-05-26,1.00,1.33,1.774E+00,4.824E-01,2.662E-02,5.145875E-02,
2011-05-26,1.33,1.71,2.376E+00,2.961E-01,3.089E-02,6.415095E-02,
2011-05-26,1.71,2.15,1.160E+00,1.677E-01,1.276E-02,2.784354E-02,
2011-05-26,2.15,2.97,6.130E-01,7.451E-02,6.130E-03,1.226026E-02,
2011-05-26,2.97,4.02,2.759E-01,3.583E-02,2.759E-03,4.139145E-03,
2011-05-26,4.02,5.90,1.242E-01,1.373E-02,1.242E-03,1.863199E-03,
2011-05-26,5.90,7.09,5.446E-02,9.297E-03,5.446E-04,8.168439E-04,
2011-05-26,7.09,8.48,2.971E-02,5.969E-03,2.971E-04,4.456378E-04,
2011-05-26,8.48,11.00,1.240E-02,2.774E-03,1.240E-04,1.859709E-04,
2011-05-26,11.00,16.60,5.218E-03,1.105E-03,5.218E-05,7.826715E-05,
2011-05-26,16.60,22.80,1.612E-03,4.588E-04,1.612E-05,2.417768E-05,
2011-05-26,22.80,41.90,5.154E-04,1.373E-04,5.154E-06,7.731320E-06,
2011-05-27,1.00,1.33,1.889E+00,5.443E-01,2.833E-02,5.476681E-02,
2011-05-27,1.33,1.71,1.939E+00,2.631E-01,2.521E-02,5.235039E-02,
2011-05-27,1.71,2.15,1.126E+00,1.526E-01,1.238E-02,2.702042E-02,
2011-05-27,2.15,2.97,6.110E-01,6.633E-02,6.110E-03,1.221983E-02,
2011-05-27,2.97,4.02,2.627E-01,3.255E-02,2.627E-03,3.939905E-03,
2011-05-27,4.02,5.90,1.050E-01,1.348E-02,1.050E-03,1.575735E-03,
2011-05-27,5.90,7.09,4.994E-02,9.776E-03,4.994E-04,7.491633E-04,
2011-05-27,7.09,8.48,2.333E-02,5.904E-03,2.333E-04,3.499421E-04,
2011-05-27,8.48,11.00,1.979E-02,3.865E-03,1.979E-04,2.968665E-04,
2011-05-27,11.00,16.60,4.593E-03,1.164E-03,4.593E-05,6.889977E-05,
2011-05-27,16.60,22.80,1.886E-03,6.095E-04,1.886E-05,2.829250E-05,
2011-05-27,22.80,41.90,1.909E-04,9.878E-05,1.909E-06,2.864121E-06,
2011-05-28,1.00,1.33,3.814E+00,8.650E-01,5.722E-02,1.106183E-01,
2011-05-28,1.33,1.71,1.477E+00,2.091E-01,1.920E-02,3.987659E-02,
2011-05-28,1.71,2.15,1.329E+00,1.424E-01,1.462E-02,3.190175E-02,
2011-05-28,2.15,2.97,5.250E-01,5.555E-02,5.250E-03,1.050020E-02,
2011-05-28,2.97,4.02,2.476E-01,2.654E-02,2.476E-03,3.714099E-03,
2011-05-28,4.02,5.90,1.115E-01,1.038E-02,1.115E-03,1.672424E-03,
2011-05-28,5.90,7.09,3.481E-02,6.339E-03,3.481E-04,5.220890E-04,
2011-05-28,7.09,8.48,2.828E-02,4.925E-03,2.828E-04,4.242692E-04,
2011-05-28,8.48,11.00,1.300E-02,2.411E-03,1.300E-04,1.949781E-04,
2011-05-28,11.00,16.60,5.034E-03,9.349E-04,5.034E-05,7.550862E-05,
2011-05-28,16.60,22.80,1.589E-03,4.078E-04,1.589E-05,2.383962E-05,
2011-05-28,22.80,41.90,7.198E-04,1.389E-04,7.198E-06,1.079672E-05,
2011-05-29,1.00,1.33,2.278E+00,6.783E-01,3.418E-02,6.607547E-02,
2011-05-29,1.33,1.71,1.883E+00,2.575E-01,2.448E-02,5.083575E-02,
2011-05-29,1.71,2.15,9.897E-01,1.416E-01,1.089E-02,2.375206E-02,
2011-05-29,2.15,2.97,5.152E-01,6.094E-02,5.152E-03,1.030312E-02,
2011-05-29,2.97,4.02,2.233E-01,2.785E-02,2.233E-03,3.349641E-03,
2011-05-29,4.02,5.90,1.279E-01,1.328E-02,1.279E-03,1.918617E-03,
2011-05-29,5.90,7.09,3.777E-02,7.475E-03,3.777E-04,5.665484E-04,
2011-05-29,7.09,8.48,2.567E-02,5.349E-03,2.567E-04,3.851204E-04,
2011-05-29,8.48,11.00,2.029E-02,3.374E-03,2.029E-04,3.043827E-04,
2011-05-29,11.00,16.60,4.081E-03,9.435E-04,4.081E-05,6.121228E-05,
2011-05-29,16.60,22.80,1.410E-03,4.278E-04,1.410E-05,2.114776E-05,
2011-05-29,22.80,41.90,4.241E-04,1.239E-04,4.241E-06,6.360805E-06,
2011-05-30,1.00,1.33,2.201E+00,3.877E-01,3.302E-02,6.384191E-02,
2011-05-30,1.33,1.71,1.142E+00,1.811E-01,1.484E-02,3.082704E-02,
2011-05-30,1.71,2.15,9.640E-01,1.118E-01,1.060E-02,2.313704E-02,
2011-05-30,2.15,2.97,4.423E-01,4.715E-02,4.423E-03,8.845190E-03,
2011-05-30,2.97,4.02,2.363E-01,2.436E-02,2.363E-03,3.544947E-03,
2011-05-30,4.02,5.90,1.291E-01,1.104E-02,1.291E-03,1.936635E-03,
2011-05-30,5.90,7.09,5.265E-02,7.246E-03,5.265E-04,7.897493E-04,
2011-05-30,7.09,8.48,2.103E-02,3.978E-03,2.103E-04,3.155196E-04,
2011-05-30,8.48,11.00,1.582E-02,2.477E-03,1.582E-04,2.372617E-04,
2011-05-30,11.00,16.60,5.678E-03,9.376E-04,5.678E-05,8.517488E-05,
2011-05-30,16.60,22.80,1.718E-03,3.913E-04,1.718E-05,2.576531E-05,
2011-05-30,22.80,41.90,4.299E-04,9.989E-05,4.299E-06,6.448746E-06,
2011-05-31,1.00,1.33,2.107E+00,3.449E-01,3.161E-02,6.110837E-02,
2011-05-31,1.33,1.71,1.835E+00,2.052E-01,2.386E-02,4.954716E-02,
2011-05-31,1.71,2.15,1.262E+00,1.301E-01,1.388E-02,3.027648E-02,
2011-05-31,2.15,2.97,5.412E-01,4.836E-02,5.412E-03,1.082433E-02,
2011-05-31,2.97,4.02,2.787E-01,2.453E-02,2.787E-03,4.179782E-03,
2011-05-31,4.02,5.90,1.052E-01,9.142E-03,1.052E-03,1.578503E-03,
2011-05-31,5.90,7.09,4.454E-02,6.159E-03,4.454E-04,6.681333E-04,
2011-05-31,7.09,8.48,2.023E-02,3.656E-03,2.023E-04,3.034624E-04,
2011-05-31,8.48,11.00,1.646E-02,2.307E-03,1.646E-04,2.468266E-04,
2011-05-31,11.00,16.60,5.174E-03,8.020E-04,5.174E-05,7.761392E-05,
2011-05-31,16.60,22.80,2.285E-03,4.177E-04,2.285E-05,3.427270E-05,
2011-05-31,22.80,41.90,4.409E-04,9.385E-05,4.409E-06,6.613148E-06,
2011-06-01,1.00,1.33,2.754E+00,3.972E-01,4.131E-02,7.986566E-02,
2011-06-01,1.33,1.71,1.466E+00,1.942E-01,1.906E-02,3.957627E-02,
2011-06-01,1.71,2.15,1.026E+00,1.142E-01,1.129E-02,2.462379E-02,
2011-06-01,2.15,2.97,4.446E-01,4.772E-02,4.446E-03,8.892339E-03,
2011-06-01,2.97,4.02,1.994E-01,2.339E-02,1.994E-03,2.990362E-03,
2011-06-01,4.02,5.90,1.075E-01,1.009E-02,1.075E-03,1.612837E-03,
2011-06-01,5.90,7.09,5.620E-02,7.509E-03,5.620E-04,8.430744E-04,
2011-06-01,7.09,8.48,3.149E-02,4.859E-03,3.149E-04,4.723614E-04,
2011-06-01,8.48,11.00,1.768E-02,2.633E-03,1.768E-04,2.651939E-04,
2011-06-01,11.00,16.60,4.351E-03,8.223E-04,4.351E-05,6.526863E-05,
2011-06-01,16.60,22.80,1.626E-03,3.833E-04,1.626E-05,2.438522E-05,
2011-06-01,22.80,41.90,5.977E-04,1.214E-04,5.977E-06,8.965889E-06,
2011-06-02,1.00,1.33,2.588E+00,3.267E-01,3.882E-02,7.505861E-02,
2011-06-02,1.33,1.71,1.469E+00,1.682E-01,1.909E-02,3.965823E-02,
2011-06-02,1.71,2.15,8.446E-01,9.706E-02,9.290E-03,2.026955E-02,
2011-06-02,2.15,2.97,5.687E-01,4.582E-02,5.687E-03,1.137389E-02,
2011-06-02,2.97,4.02,2.484E-01,2.234E-02,2.484E-03,3.725574E-03,
2011-06-02,4.02,5.90,9.921E-02,9.103E-03,9.921E-04,1.488216E-03,
2011-06-02,5.90,7.09,3.793E-02,5.992E-03,3.793E-04,5.690060E-04,
2011-06-02,7.09,8.48,2.380E-02,4.152E-03,2.380E-04,3.570725E-04,
2011-06-02,8.48,11.00,1.517E-02,2.370E-03,1.517E-04,2.276101E-04,
2011-06-02,11.00,16.60,4.565E-03,8.005E-04,4.565E-05,6.847138E-05,
2011-06-02,16.60,22.80,1.969E-03,4.023E-04,1.969E-05,2.953214E-05,
2011-06-02,22.80,41.90,3.391E-04,8.862E-05,3.391E-06,5.087214E-06,
2011-06-03,1.00,1.33,2.142E+00,2.960E-01,3.213E-02,6.212680E-02,
2011-06-03,1.33,1.71,1.546E+00,1.764E-01,2.009E-02,4.173494E-02,
2011-06-03,1.71,2.15,1.100E+00,1.111E-01,1.210E-02,2.640138E-02,
2011-06-03,2.15,2.97,6.251E-01,5.313E-02,6.251E-03,1.250175E-02,
2011-06-03,2.97,4.02,2.239E-01,2.441E-02,2.239E-03,3.358697E-03,
2011-06-03,4.02,5.90,1.026E-01,1.078E-02,1.026E-03,1.538607E-03,
2011-06-03,5.90,7.09,5.011E-02,7.996E-03,5.011E-04,7.516654E-04,
2011-06-03,7.09,8.48,3.410E-02,5.752E-03,3.410E-04,5.114774E-04,
2011-06-03,8.48,11.00,1.307E-02,2.532E-03,1.307E-04,1.960037E-04,
2011-06-03,11.00,16.60,3.443E-03,8.377E-04,3.443E-05,5.164933E-05,
2011-06-03,16.60,22.80,2.125E-03,5.226E-04,2.125E-05,3.187691E-05,
2011-06-03,22.80,41.90,3.741E-04,1.195E-04,3.741E-06,5.612186E-06,
2011-06-13,1.00,1.33,2.649E+00,5.594E-01,3.973E-02,7.680847E-02,
2011-06-13,1.33,1.71,1.842E+00,2.877E-01,2.395E-02,4.974162E-02,
2011-06-13,1.71,2.15,1.110E+00,1.732E-01,1.221E-02,2.665042E-02,
2011-06-13,2.15,2.97,5.316E-01,6.875E-02,5.316E-03,1.063170E-02,
2011-06-13,2.97,4.02,2.442E-01,3.277E-02,2.442E-03,3.662277E-03,
2011-06-13,4.02,5.90,1.057E-01,1.233E-02,1.057E-03,1.584793E-03,
2011-06-13,5.90,7.09,4.883E-02,8.341E-03,4.883E-04,7.324400E-04,
2011-06-13,7.09,8.48,2.581E-02,5.403E-03,2.581E-04,3.872107E-04,
2011-06-13,8.48,11.00,1.208E-02,2.619E-03,1.208E-04,1.812222E-04,
2011-06-13,11.00,16.60,5.196E-03,1.053E-03,5.196E-05,7.793681E-05,
2011-06-13,16.60,22.80,2.135E-03,5.162E-04,2.135E-05,3.201910E-05,
2011-06-13,22.80,41.90,4.719E-04,1.312E-04,4.719E-06,7.078751E-06,
2011-06-14,1.00,1.33,2.118E+00,2.851E-01,3.177E-02,6.142454E-02,
2011-06-14,1.33,1.71,1.586E+00,1.651E-01,2.062E-02,4.281987E-02,
2011-06-14,1.71,2.15,1.149E+00,1.040E-01,1.264E-02,2.757477E-02,
2011-06-14,2.15,2.97,5.822E-01,4.485E-02,5.822E-03,1.164376E-02,
2011-06-14,2.97,4.02,2.545E-01,2.222E-02,2.545E-03,3.817432E-03,
2011-06-14,4.02,5.90,1.010E-01,8.443E-03,1.010E-03,1.515426E-03,
2011-06-14,5.90,7.09,4.019E-02,5.760E-03,4.019E-04,6.028114E-04,
2011-06-14,7.09,8.48,2.618E-02,4.039E-03,2.618E-04,3.926500E-04,
2011-06-14,8.48,11.00,1.675E-02,2.287E-03,1.675E-04,2.512242E-04,
2011-06-14,11.00,16.60,4.640E-03,7.542E-04,4.640E-05,6.960615E-05,
2011-06-14,16.60,22.80,1.603E-03,3.469E-04,1.603E-05,2.405059E-05,
2011-06-14,22.80,41.90,4.126E-04,9.146E-05,4.126E-06,6.188296E-06,
2011-06-15,1.00,1.33,2.668E+00,3.353E-01,4.002E-02,7.737506E-02,
2011-06-15,1.33,1.71,1.210E+00,1.597E-01,1.574E-02,3.268173E-02,
2011-06-15,1.71,2.15,8.370E-01,1.032E-01,9.207E-03,2.008866E-02,
2011-06-15,2.15,2.97,5.563E-01,5.027E-02,5.563E-03,1.112593E-02,
2011-06-15,2.97,4.02,2.487E-01,2.456E-02,2.487E-03,3.730790E-03,
2011-06-15,4.02,5.90,1.012E-01,9.304E-03,1.012E-03,1.517876E-03,
2011-06-15,5.90,7.09,4.803E-02,6.593E-03,4.803E-04,7.203896E-04,
2011-06-15,7.09,8.48,2.242E-02,3.993E-03,2.242E-04,3.362632E-04,
2011-06-15,8.48,11.00,1.290E-02,2.150E-03,1.290E-04,1.935485E-04,
2011-06-15,11.00,16.60,5.913E-03,8.893E-04,5.913E-05,8.869253E-05,
2011-06-15,16.60,22.80,1.212E-03,3.207E-04,1.212E-05,1.817646E-05,
2011-06-15,22.80,41.90,5.333E-04,1.100E-04,5.333E-06,7.999435E-06,
2011-06-16,1.00,1.33,2.507E+00,3.035E-01,3.760E-02,7.269976E-02,
2011-06-16,1.33,1.71,1.665E+00,1.690E-01,2.164E-02,4.494762E-02,
2011-06-16,1.71,2.15,1.226E+00,1.116E-01,1.349E-02,2.942769E-02,
2011-06-16,2.15,2.97,6.104E-01,4.915E-02,6.104E-03,1.220851E-02,
2011-06-16,2.97,4.02,2.710E-01,2.436E-02,2.710E-03,4.064462E-03,
2011-06-16,4.02,5.90,1.085E-01,9.816E-03,1.085E-03,1.628055E-03,
2011-06-16,5.90,7.09,5.027E-02,7.037E-03,5.027E-04,7.540766E-04,
2011-06-16,7.09,8.48,2.227E-02,4.130E-03,2.227E-04,3.340379E-04,
2011-06-16,8.48,11.00,1.117E-02,2.042E-03,1.117E-04,1.675903E-04,
2011-06-16,11.00,16.60,3.609E-03,7.390E-04,3.609E-05,5.413690E-05,
2011-06-16,16.60,22.80,1.224E-03,3.489E-04,1.224E-05,1.836493E-05,
2011-06-16,22.80,41.90,6.196E-04,1.322E-04,6.196E-06,9.293616E-06,
2011-06-17,1.00,1.33,2.016E+00,2.486E-01,3.024E-02,5.845992E-02,
2011-06-17,1.33,1.71,1.182E+00,1.366E-01,1.537E-02,3.191918E-02,
2011-06-17,1.71,2.15,1.058E+00,9.636E-02,1.164E-02,2.539618E-02,
2011-06-17,2.15,2.97,6.036E-01,4.494E-02,6.036E-03,1.207198E-02,
2011-06-17,2.97,4.02,2.241E-01,2.014E-02,2.241E-03,3.362135E-03,
2011-06-17,4.02,5.90,1.051E-01,8.518E-03,1.051E-03,1.575901E-03,
2011-06-17,5.90,7.09,4.199E-02,5.892E-03,4.199E-04,6.298945E-04,
2011-06-17,7.09,8.48,2.611E-02,4.060E-03,2.611E-04,3.916959E-04,
2011-06-17,8.48,11.00,1.591E-02,2.248E-03,1.591E-04,2.385795E-04,
2011-06-17,11.00,16.60,4.107E-03,7.323E-04,4.107E-05,6.160229E-05,
2011-06-17,16.60,22.80,1.671E-03,3.642E-04,1.671E-05,2.506779E-05,
2011-06-17,22.80,41.90,4.449E-04,9.760E-05,4.449E-06,6.672820E-06,
2011-06-18,1.00,1.33,2.256E+00,2.785E-01,3.384E-02,6.543327E-02,
2011-06-18,1.33,1.71,1.341E+00,1.507E-01,1.743E-02,3.620958E-02,
2011-06-18,1.71,2.15,8.384E-01,8.879E-02,9.223E-03,2.012189E-02,
2011-06-18,2.15,2.97,5.302E-01,4.312E-02,5.302E-03,1.060467E-02,
2011-06-18,2.97,4.02,2.190E-01,2.057E-02,2.190E-03,3.285236E-03,
2011-06-18,4.02,5.90,9.647E-02,8.705E-03,9.647E-04,1.447092E-03,
2011-06-18,5.90,7.09,4.380E-02,6.559E-03,4.380E-04,6.569743E-04,
2011-06-18,7.09,8.48,2.505E-02,4.340E-03,2.505E-04,3.757975E-04,
2011-06-18,8.48,11.00,1.370E-02,2.283E-03,1.370E-04,2.054600E-04,
2011-06-18,11.00,16.60,5.607E-03,9.242E-04,5.607E-05,8.409871E-05,
2011-06-18,16.60,22.80,2.699E-03,5.212E-04,2.699E-05,4.049107E-05,
2011-06-18,22.80,41.90,5.774E-04,1.450E-04,5.774E-06,8.661164E-06,
2011-06-19,1.00,1.33,1.824E+00,2.509E-01,2.737E-02,5.290717E-02,
2011-06-19,1.33,1.71,1.401E+00,1.509E-01,1.821E-02,3.781782E-02,
2011-06-19,1.71,2.15,9.218E-01,9.223E-02,1.014E-02,2.212278E-02,
2011-06-19,2.15,2.97,5.690E-01,4.268E-02,5.690E-03,1.138038E-02,
2011-06-19,2.97,4.02,2.379E-01,2.001E-02,2.379E-03,3.567930E-03,
2011-06-19,4.02,5.90,8.912E-02,7.631E-03,8.912E-04,1.336784E-03,
2011-06-19,5.90,7.09,3.600E-02,5.259E-03,3.600E-04,5.400740E-04,
2011-06-19,7.09,8.48,2.440E-02,3.822E-03,2.440E-04,3.659711E-04,
2011-06-19,8.48,11.00,1.349E-02,2.018E-03,1.349E-04,2.022965E-04,
2011-06-19,11.00,16.60,4.788E-03,7.586E-04,4.788E-05,7.182310E-05,
2011-06-19,16.60,22.80,1.860E-03,3.777E-04,1.860E-05,2.790520E-05,
2011-06-19,22.80,41.90,5.631E-04,1.072E-04,5.631E-06,8.446590E-06,
2011-06-20,1.00,1.33,1.868E+00,2.267E-01,2.802E-02,5.418059E-02,
2011-06-20,1.33,1.71,1.219E+00,1.319E-01,1.585E-02,3.291391E-02,
2011-06-20,1.71,2.15,1.100E+00,9.538E-02,1.210E-02,2.640594E-02,
2011-06-20,2.15,2.97,5.388E-01,4.114E-02,5.388E-03,1.077528E-02,
2011-06-20,2.97,4.02,2.462E-01,1.988E-02,2.462E-03,3.693006E-03,
2011-06-20,4.02,5.90,1.047E-01,8.164E-03,1.047E-03,1.571227E-03,
2011-06-20,5.90,7.09,4.326E-02,5.547E-03,4.326E-04,6.488656E-04,
2011-06-20,7.09,8.48,3.035E-02,4.058E-03,3.035E-04,4.553235E-04,
2011-06-20,8.48,11.00,1.532E-02,2.096E-03,1.532E-04,2.298093E-04,
2011-06-20,11.00,16.60,3.409E-03,6.189E-04,3.409E-05,5.114013E-05,
2011-06-20,16.60,22.80,1.871E-03,3.650E-04,1.871E-05,2.805990E-05,
2011-06-20,22.80,41.90,3.145E-04,7.706E-05,3.145E-06,4.716988E-06,
2011-06-21,1.00,1.33,2.002E+00,2.349E-01,3.003E-02,5.804949E-02,
2011-06-21,1.33,1.71,1.393E+00,1.413E-01,1.811E-02,3.760547E-02,
2011-06-21,1.71,2.15,8.198E-01,8.148E-02,9.017E-03,1.967415E-02,
2011-06-21,2.15,2.97,5.286E-01,3.958E-02,5.286E-03,1.057195E-02,
2011-06-21,2.97,4.02,2.414E-01,1.977E-02,2.414E-03,3.620785E-03,
2011-06-21,4.02,5.90,1.053E-01,8.101E-03,1.053E-03,1.579877E-03,
2011-06-21,5.90,7.09,5.036E-02,5.956E-03,5.036E-04,7.553641E-04,
2011-06-21,7.09,8.48,2.735E-02,3.933E-03,2.735E-04,4.101813E-04,
2011-06-21,8.48,11.00,1.032E-02,1.711E-03,1.032E-04,1.547324E-04,
2011-06-21,11.00,16.60,4.581E-03,7.137E-04,4.581E-05,6.871682E-05,
2011-06-21,16.60,22.80,1.267E-03,3.002E-04,1.267E-05,1.900321E-05,
2011-06-21,22.80,41.90,4.379E-04,9.264E-05,4.379E-06,6.567779E-06,
2011-06-22,1.00,1.33,2.378E+00,2.698E-01,3.566E-02,6.895131E-02,
2011-06-22,1.33,1.71,1.349E+00,1.442E-01,1.753E-02,3.641013E-02,
2011-06-22,1.71,2.15,8.659E-01,9.184E-02,9.525E-03,2.078099E-02,
2011-06-22,2.15,2.97,4.839E-01,4.133E-02,4.839E-03,9.677718E-03,
2011-06-22,2.97,4.02,2.957E-01,2.302E-02,2.957E-03,4.436243E-03,
2011-06-22,4.02,5.90,9.187E-02,7.793E-03,9.187E-04,1.378089E-03,
2011-06-22,5.90,7.09,5.310E-02,6.186E-03,5.310E-04,7.965486E-04,
2011-06-22,7.09,8.48,2.417E-02,3.690E-03,2.417E-04,3.625475E-04,
2011-06-22,8.48,11.00,1.541E-02,2.097E-03,1.541E-04,2.311347E-04,
2011-06-22,11.00,16.60,4.374E-03,6.979E-04,4.374E-05,6.561381E-05,
2011-06-22,16.60,22.80,1.416E-03,3.078E-04,1.416E-05,2.124545E-05,
2011-06-22,22.80,41.90,4.892E-04,9.554E-05,4.892E-06,7.338608E-06,
2011-06-23,1.00,1.33,2.225E+00,2.436E-01,3.337E-02,6.451284E-02,
2011-06-23,1.33,1.71,1.273E+00,1.384E-01,1.655E-02,3.438061E-02,
2011-06-23,1.71,2.15,9.351E-01,9.089E-02,1.029E-02,2.244196E-02,
2011-06-23,2.15,2.97,5.763E-01,4.512E-02,5.763E-03,1.152649E-02,
2011-06-23,2.97,4.02,2.299E-01,2.066E-02,2.299E-03,3.447872E-03,
2011-06-23,4.02,5.90,9.586E-02,8.248E-03,9.586E-04,1.437895E-03,
2011-06-23,5.90,7.09,3.296E-02,5.209E-03,3.296E-04,4.944644E-04,
2011-06-23,7.09,8.48,2.883E-02,4.262E-03,2.883E-04,4.324739E-04,
2011-06-23,8.48,11.00,1.629E-02,2.265E-03,1.629E-04,2.443531E-04,
2011-06-23,11.00,16.60,4.108E-03,7.188E-04,4.108E-05,6.162604E-05,
2011-06-23,16.60,22.80,1.792E-03,3.762E-04,1.792E-05,2.687765E-05,
2011-06-23,22.80,41.90,4.120E-04,9.554E-05,4.120E-06,6.179942E-06,
2011-06-24,1.00,1.33,1.781E+00,2.347E-01,2.672E-02,5.164991E-02,
2011-06-24,1.33,1.71,1.227E+00,1.444E-01,1.595E-02,3.313588E-02,
2011-06-24,1.71,2.15,8.075E-01,9.043E-02,8.883E-03,1.938004E-02,
2011-06-24,2.15,2.97,5.382E-01,4.266E-02,5.382E-03,1.076415E-02,
2011-06-24,2.97,4.02,1.977E-01,1.910E-02,1.977E-03,2.966057E-03,
2011-06-24,4.02,5.90,9.448E-02,7.939E-03,9.448E-04,1.417186E-03,
2011-06-24,5.90,7.09,4.028E-02,5.545E-03,4.028E-04,6.041806E-04,
