date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,positron_flux m^-2sr^-1s^-1GV^-1,positron_flux_error_statistical m^-2sr^-1s^-1GV^-1,positron_flux_error_timedependent m^-2sr^-1s^-1GV^-1,positron_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2018-04-02,2.15,2.97,7.110E-01,4.924E-02,7.110E-03,1.421948E-02,
2018-04-02,2.97,4.02,3.041E-01,2.263E-02,3.041E-03,4.561819E-03,
2018-04-02,4.02,5.90,1.105E-01,8.328E-03,1.105E-03,1.658234E-03,
2018-04-02,5.90,7.09,4.988E-02,5.952E-03,4.988E-04,7.481936E-04,
2018-04-02,7.09,8.48,2.761E-02,3.890E-03,2.761E-04,4.141038E-04,
2018-04-02,8.48,11.00,1.790E-02,2.242E-03,1.790E-04,2.684906E-04,
2018-04-02,11.00,16.60,3.795E-03,6.452E-04,3.795E-05,5.692409E-05,
2018-04-02,16.60,22.80,1.449E-03,3.083E-04,1.449E-05,2.173220E-05,
2018-04-02,22.80,41.90,4.615E-04,9.174E-05,4.615E-06,6.922310E-06,
2018-04-03,1.00,1.33,3.239E+00,3.302E-01,4.859E-02,9.393434E-02,
2018-04-03,1.33,1.71,2.335E+00,2.056E-01,3.035E-02,6.303558E-02,
2018-04-03,1.71,2.15,1.327E+00,1.147E-01,1.460E-02,3.185065E-02,
2018-04-03,2.15,2.97,7.572E-01,5.114E-02,7.572E-03,1.514429E-02,
2018-04-03,2.97,4.02,3.058E-01,2.354E-02,3.058E-03,4.587210E-03,
2018-04-03,4.02,5.90,1.088E-01,8.447E-03,1.088E-03,1.632348E-03,
2018-04-03,5.90,7.09,4.972E-02,6.019E-03,4.972E-04,7.457548E-04,
2018-04-03,7.09,8.48,2.522E-02,3.794E-03,2.522E-04,3.783179E-04,
2018-04-03,8.48,11.00,1.545E-02,2.121E-03,1.545E-04,2.318122E-04,
2018-04-03,11.00,16.60,5.993E-03,8.157E-04,5.993E-05,8.989919E-05,
2018-04-03,16.60,22.80,1.468E-03,3.207E-04,1.468E-05,2.201591E-05,
2018-04-03,22.80,41.90,5.064E-04,1.015E-04,5.064E-06,7.596132E-06,
2018-04-04,1.00,1.33,3.214E+00,3.365E-01,4.821E-02,9.321413E-02,
2018-04-04,1.33,1.71,2.235E+00,1.990E-01,2.905E-02,6.033404E-02,
2018-04-04,1.71,2.15,1.349E+00,1.155E-01,1.483E-02,3.236480E-02,
2018-04-04,2.15,2.97,7.916E-01,5.154E-02,7.916E-03,1.583277E-02,
2018-04-04,2.97,4.02,3.213E-01,2.349E-02,3.213E-03,4.819109E-03,
2018-04-04,4.02,5.90,1.166E-01,8.629E-03,1.166E-03,1.749488E-03,
2018-04-04,5.90,7.09,4.763E-02,5.852E-03,4.763E-04,7.144085E-04,
2018-04-04,7.09,8.48,3.145E-02,4.188E-03,3.145E-04,4.716792E-04,
2018-04-04,8.48,11.00,1.752E-02,2.213E-03,1.752E-04,2.627880E-04,
2018-04-04,11.00,16.60,4.951E-03,7.310E-04,4.951E-05,7.425951E-05,
2018-04-04,16.60,22.80,1.956E-03,3.718E-04,1.956E-05,2.934321E-05,
2018-04-04,22.80,41.90,6.135E-04,1.075E-04,6.135E-06,9.202934E-06,
2018-04-05,1.00,1.33,4.126E+00,3.569E-01,6.189E-02,1.196615E-01,
2018-04-05,1.33,1.71,2.403E+00,2.022E-01,3.124E-02,6.488184E-02,
2018-04-05,1.71,2.15,1.266E+00,1.079E-01,1.392E-02,3.037673E-02,
2018-04-05,2.15,2.97,7.056E-01,4.920E-02,7.056E-03,1.411212E-02,
2018-04-05,2.97,4.02,3.081E-01,2.270E-02,3.081E-03,4.621428E-03,
2018-04-05,4.02,5.90,1.246E-01,8.848E-03,1.246E-03,1.869709E-03,
2018-04-05,5.90,7.09,5.294E-02,6.102E-03,5.294E-04,7.940251E-04,
2018-04-05,7.09,8.48,3.070E-02,4.137E-03,3.070E-04,4.605613E-04,
2018-04-05,8.48,11.00,1.816E-02,2.262E-03,1.816E-04,2.724390E-04,
2018-04-05,11.00,16.60,3.953E-03,6.532E-04,3.953E-05,5.929275E-05,
2018-04-05,16.60,22.80,1.948E-03,3.542E-04,1.948E-05,2.921369E-05,
2018-04-05,22.80,41.90,5.421E-04,9.986E-05,5.421E-06,8.130961E-06,
2018-04-06,1.00,1.33,4.158E+00,3.836E-01,6.237E-02,1.205764E-01,
2018-04-06,1.33,1.71,2.294E+00,2.011E-01,2.982E-02,6.193752E-02,
2018-04-06,1.71,2.15,1.779E+00,1.285E-01,1.956E-02,4.268674E-02,
2018-04-06,2.15,2.97,7.633E-01,5.025E-02,7.633E-03,1.526574E-02,
2018-04-06,2.97,4.02,3.111E-01,2.292E-02,3.111E-03,4.666962E-03,
2018-04-06,4.02,5.90,1.302E-01,8.996E-03,1.302E-03,1.953181E-03,
2018-04-06,5.90,7.09,5.932E-02,6.397E-03,5.932E-04,8.897813E-04,
2018-04-06,7.09,8.48,2.957E-02,3.988E-03,2.957E-04,4.434945E-04,
2018-04-06,8.48,11.00,1.737E-02,2.200E-03,1.737E-04,2.605547E-04,
2018-04-06,11.00,16.60,5.100E-03,7.432E-04,5.100E-05,7.649899E-05,
2018-04-06,16.60,22.80,1.610E-03,3.314E-04,1.610E-05,2.414637E-05,
2018-04-06,22.80,41.90,4.517E-04,9.063E-05,4.517E-06,6.774952E-06,
2018-04-07,1.00,1.33,4.263E+00,3.621E-01,6.395E-02,1.236369E-01,
2018-04-07,1.33,1.71,2.404E+00,1.922E-01,3.125E-02,6.490025E-02,
2018-04-07,1.71,2.15,1.421E+00,1.147E-01,1.563E-02,3.410900E-02,
2018-04-07,2.15,2.97,7.604E-01,4.989E-02,7.604E-03,1.520785E-02,
2018-04-07,2.97,4.02,2.761E-01,2.177E-02,2.761E-03,4.141840E-03,
2018-04-07,4.02,5.90,1.300E-01,9.032E-03,1.300E-03,1.950001E-03,
2018-04-07,5.90,7.09,5.119E-02,5.966E-03,5.119E-04,7.678948E-04,
2018-04-07,7.09,8.48,2.438E-02,3.642E-03,2.438E-04,3.657129E-04,
2018-04-07,8.48,11.00,1.567E-02,2.074E-03,1.567E-04,2.350686E-04,
2018-04-07,11.00,16.60,5.688E-03,7.812E-04,5.688E-05,8.531783E-05,
2018-04-07,16.60,22.80,1.631E-03,3.352E-04,1.631E-05,2.445808E-05,
2018-04-07,22.80,41.90,5.996E-04,1.046E-04,5.996E-06,8.994458E-06,
2018-04-08,1.00,1.33,4.006E+00,3.643E-01,6.010E-02,1.161870E-01,
2018-04-08,1.33,1.71,2.292E+00,1.956E-01,2.980E-02,6.188846E-02,
2018-04-08,1.71,2.15,1.408E+00,1.141E-01,1.549E-02,3.379878E-02,
2018-04-08,2.15,2.97,8.325E-01,5.312E-02,8.325E-03,1.664924E-02,
2018-04-08,2.97,4.02,3.297E-01,2.392E-02,3.297E-03,4.944946E-03,
2018-04-08,4.02,5.90,1.157E-01,8.554E-03,1.157E-03,1.735005E-03,
2018-04-08,5.90,7.09,4.908E-02,5.868E-03,4.908E-04,7.361881E-04,
2018-04-08,7.09,8.48,2.729E-02,3.892E-03,2.729E-04,4.092924E-04,
2018-04-08,8.48,11.00,1.454E-02,2.023E-03,1.454E-04,2.180805E-04,
2018-04-08,11.00,16.60,5.734E-03,8.015E-04,5.734E-05,8.601735E-05,
2018-04-08,16.60,22.80,1.390E-03,3.079E-04,1.390E-05,2.085614E-05,
2018-04-08,22.80,41.90,2.872E-04,7.239E-05,2.872E-06,4.307384E-06,
2018-04-09,1.00,1.33,4.186E+00,3.816E-01,6.279E-02,1.213974E-01,
2018-04-09,1.33,1.71,2.441E+00,2.164E-01,3.173E-02,6.589738E-02,
2018-04-09,1.71,2.15,1.746E+00,1.306E-01,1.921E-02,4.190256E-02,
2018-04-09,2.15,2.97,7.031E-01,4.936E-02,7.031E-03,1.406189E-02,
2018-04-09,2.97,4.02,3.626E-01,2.530E-02,3.626E-03,5.438569E-03,
2018-04-09,4.02,5.90,1.321E-01,9.056E-03,1.321E-03,1.982158E-03,
2018-04-09,5.90,7.09,5.916E-02,6.510E-03,5.916E-04,8.873277E-04,
2018-04-09,7.09,8.48,2.971E-02,4.016E-03,2.971E-04,4.456283E-04,
2018-04-09,8.48,11.00,1.822E-02,2.271E-03,1.822E-04,2.732409E-04,
2018-04-09,11.00,16.60,5.402E-03,7.702E-04,5.402E-05,8.103193E-05,
2018-04-09,16.60,22.80,1.239E-03,2.880E-04,1.239E-05,1.857762E-05,
2018-04-09,22.80,41.90,5.831E-04,1.082E-04,5.831E-06,8.746454E-06,
2018-04-10,1.00,1.33,3.861E+00,3.809E-01,5.791E-02,1.119651E-01,
2018-04-10,1.33,1.71,2.540E+00,2.151E-01,3.302E-02,6.857976E-02,
2018-04-10,1.71,2.15,1.527E+00,1.246E-01,1.680E-02,3.665030E-02,
2018-04-10,2.15,2.97,6.825E-01,4.881E-02,6.825E-03,1.364933E-02,
2018-04-10,2.97,4.02,3.131E-01,2.329E-02,3.131E-03,4.696458E-03,
2018-04-10,4.02,5.90,1.253E-01,8.991E-03,1.253E-03,1.879963E-03,
2018-04-10,5.90,7.09,4.977E-02,5.932E-03,4.977E-04,7.465638E-04,
2018-04-10,7.09,8.48,3.033E-02,4.067E-03,3.033E-04,4.549576E-04,
2018-04-10,8.48,11.00,1.668E-02,2.208E-03,1.668E-04,2.502035E-04,
2018-04-10,11.00,16.60,3.618E-03,6.327E-04,3.618E-05,5.426703E-05,
2018-04-10,16.60,22.80,1.364E-03,3.056E-04,1.364E-05,2.046266E-05,
2018-04-10,22.80,41.90,6.021E-04,1.054E-04,6.021E-06,9.031973E-06,
2018-04-11,1.00,1.33,3.810E+00,3.798E-01,5.715E-02,1.104862E-01,
2018-04-11,1.33,1.71,2.344E+00,2.016E-01,3.048E-02,6.329659E-02,
2018-04-11,1.71,2.15,1.356E+00,1.154E-01,1.491E-02,3.253877E-02,
2018-04-11,2.15,2.97,8.356E-01,5.385E-02,8.356E-03,1.671166E-02,
2018-04-11,2.97,4.02,3.024E-01,2.297E-02,3.024E-03,4.535997E-03,
2018-04-11,4.02,5.90,1.249E-01,8.982E-03,1.249E-03,1.873985E-03,
2018-04-11,5.90,7.09,6.716E-02,6.858E-03,6.716E-04,1.007437E-03,
2018-04-11,7.09,8.48,2.971E-02,4.042E-03,2.971E-04,4.457096E-04,
2018-04-11,8.48,11.00,1.217E-02,1.870E-03,1.217E-04,1.826141E-04,
2018-04-11,11.00,16.60,5.505E-03,7.645E-04,5.505E-05,8.256931E-05,
2018-04-11,16.60,22.80,1.954E-03,3.589E-04,1.954E-05,2.930304E-05,
2018-04-11,22.80,41.90,5.743E-04,1.030E-04,5.743E-06,8.613963E-06,
2018-04-12,1.00,1.33,3.354E+00,3.348E-01,5.031E-02,9.726219E-02,
2018-04-12,1.33,1.71,2.500E+00,2.141E-01,3.250E-02,6.749652E-02,
2018-04-12,1.71,2.15,1.334E+00,1.122E-01,1.468E-02,3.202751E-02,
2018-04-12,2.15,2.97,7.731E-01,5.091E-02,7.731E-03,1.546218E-02,
2018-04-12,2.97,4.02,3.059E-01,2.308E-02,3.059E-03,4.588110E-03,
2018-04-12,4.02,5.90,1.316E-01,9.164E-03,1.316E-03,1.973357E-03,
2018-04-12,5.90,7.09,5.183E-02,6.102E-03,5.183E-04,7.774745E-04,
2018-04-12,7.09,8.48,2.898E-02,3.998E-03,2.898E-04,4.347283E-04,
2018-04-12,8.48,11.00,1.579E-02,2.119E-03,1.579E-04,2.368159E-04,
2018-04-12,11.00,16.60,6.199E-03,8.291E-04,6.199E-05,9.298828E-05,
2018-04-12,16.60,22.80,1.671E-03,3.355E-04,1.671E-05,2.506309E-05,
2018-04-12,22.80,41.90,7.322E-04,1.184E-04,7.322E-06,1.098324E-05,
2018-04-13,1.00,1.33,4.350E+00,4.090E-01,6.525E-02,1.261534E-01,
2018-04-13,1.33,1.71,1.891E+00,1.915E-01,2.458E-02,5.105764E-02,
2018-04-13,1.71,2.15,1.390E+00,1.198E-01,1.529E-02,3.335661E-02,
2018-04-13,2.15,2.97,7.981E-01,5.301E-02,7.981E-03,1.596112E-02,
2018-04-13,2.97,4.02,3.201E-01,2.378E-02,3.201E-03,4.802029E-03,
2018-04-13,4.02,5.90,1.043E-01,8.240E-03,1.043E-03,1.563952E-03,
2018-04-13,5.90,7.09,4.298E-02,5.588E-03,4.298E-04,6.447320E-04,
2018-04-13,7.09,8.48,2.907E-02,4.050E-03,2.907E-04,4.361015E-04,
2018-04-13,8.48,11.00,1.758E-02,2.226E-03,1.758E-04,2.636731E-04,
2018-04-13,11.00,16.60,3.968E-03,6.699E-04,3.968E-05,5.952435E-05,
2018-04-13,16.60,22.80,2.297E-03,3.942E-04,2.297E-05,3.445015E-05,
2018-04-13,22.80,41.90,3.182E-04,7.734E-05,3.182E-06,4.772899E-06,
2018-04-14,1.00,1.33,3.793E+00,3.929E-01,5.689E-02,1.099946E-01,
2018-04-14,1.33,1.71,2.078E+00,2.048E-01,2.701E-02,5.609773E-02,
2018-04-14,1.71,2.15,1.374E+00,1.268E-01,1.511E-02,3.296799E-02,
2018-04-14,2.15,2.97,6.538E-01,5.236E-02,6.538E-03,1.307554E-02,
2018-04-14,2.97,4.02,3.109E-01,2.623E-02,3.109E-03,4.664224E-03,
2018-04-14,4.02,5.90,1.366E-01,1.045E-02,1.366E-03,2.049729E-03,
2018-04-14,5.90,7.09,5.108E-02,6.865E-03,5.108E-04,7.661624E-04,
2018-04-14,7.09,8.48,3.142E-02,4.774E-03,3.142E-04,4.712925E-04,
2018-04-14,8.48,11.00,1.305E-02,2.209E-03,1.305E-04,1.957101E-04,
2018-04-14,11.00,16.60,5.838E-03,8.999E-04,5.838E-05,8.757445E-05,
2018-04-14,16.60,22.80,1.749E-03,3.988E-04,1.749E-05,2.624090E-05,
2018-04-14,22.80,41.90,5.206E-04,1.106E-04,5.206E-06,7.809327E-06,
2018-04-15,1.00,1.33,4.833E+00,4.038E-01,7.249E-02,1.401452E-01,
2018-04-15,1.33,1.71,2.080E+00,2.050E-01,2.704E-02,5.615157E-02,
2018-04-15,1.71,2.15,1.458E+00,1.264E-01,1.603E-02,3.498111E-02,
2018-04-15,2.15,2.97,7.220E-01,5.540E-02,7.220E-03,1.443917E-02,
2018-04-15,2.97,4.02,3.160E-01,2.695E-02,3.160E-03,4.740672E-03,
2018-04-15,4.02,5.90,1.330E-01,1.134E-02,1.330E-03,1.995194E-03,
2018-04-15,5.90,7.09,5.668E-02,8.398E-03,5.668E-04,8.501553E-04,
2018-04-15,7.09,8.48,1.349E-02,3.709E-03,1.349E-04,2.023603E-04,
2018-04-15,8.48,11.00,1.393E-02,2.703E-03,1.393E-04,2.089137E-04,
2018-04-15,11.00,16.60,6.170E-03,1.122E-03,6.170E-05,9.255100E-05,
2018-04-15,16.60,22.80,1.965E-03,5.189E-04,1.965E-05,2.947786E-05,
2018-04-15,22.80,41.90,4.806E-04,1.331E-04,4.806E-06,7.208461E-06,
2018-04-16,1.00,1.33,3.659E+00,3.681E-01,5.488E-02,1.061092E-01,
2018-04-16,1.33,1.71,2.511E+00,2.133E-01,3.264E-02,6.780004E-02,
2018-04-16,1.71,2.15,1.707E+00,1.277E-01,1.878E-02,4.096606E-02,
2018-04-16,2.15,2.97,7.678E-01,5.120E-02,7.678E-03,1.535670E-02,
2018-04-16,2.97,4.02,2.985E-01,2.239E-02,2.985E-03,4.477426E-03,
2018-04-16,4.02,5.90,1.098E-01,8.351E-03,1.098E-03,1.647569E-03,
2018-04-16,5.90,7.09,4.778E-02,5.854E-03,4.778E-04,7.167003E-04,
2018-04-16,7.09,8.48,2.394E-02,3.671E-03,2.394E-04,3.590647E-04,
2018-04-16,8.48,11.00,1.478E-02,2.030E-03,1.478E-04,2.217210E-04,
2018-04-16,11.00,16.60,5.177E-03,7.528E-04,5.177E-05,7.764981E-05,
2018-04-16,16.60,22.80,1.668E-03,3.318E-04,1.668E-05,2.502345E-05,
2018-04-16,22.80,41.90,5.225E-04,9.759E-05,5.225E-06,7.837997E-06,
2018-04-17,1.00,1.33,3.834E+00,3.754E-01,5.751E-02,1.111931E-01,
2018-04-17,1.33,1.71,2.413E+00,2.128E-01,3.137E-02,6.515427E-02,
2018-04-17,1.71,2.15,1.394E+00,1.223E-01,1.533E-02,3.345792E-02,
2018-04-17,2.15,2.97,7.661E-01,5.117E-02,7.661E-03,1.532208E-02,
2018-04-17,2.97,4.02,3.074E-01,2.322E-02,3.074E-03,4.611033E-03,
2018-04-17,4.02,5.90,1.410E-01,9.448E-03,1.410E-03,2.114610E-03,
2018-04-17,5.90,7.09,5.185E-02,6.030E-03,5.185E-04,7.777528E-04,
2018-04-17,7.09,8.48,2.707E-02,3.877E-03,2.707E-04,4.061218E-04,
2018-04-17,8.48,11.00,1.525E-02,2.078E-03,1.525E-04,2.288078E-04,
2018-04-17,11.00,16.60,5.783E-03,8.043E-04,5.783E-05,8.674431E-05,
2018-04-17,16.60,22.80,1.537E-03,3.258E-04,1.537E-05,2.305899E-05,
2018-04-17,22.80,41.90,4.394E-04,9.778E-05,4.394E-06,6.591392E-06,
2018-04-18,1.00,1.33,4.036E+00,3.899E-01,6.055E-02,1.170557E-01,
2018-04-18,1.33,1.71,2.297E+00,2.104E-01,2.987E-02,6.203168E-02,
2018-04-18,1.71,2.15,1.425E+00,1.198E-01,1.568E-02,3.420365E-02,
2018-04-18,2.15,2.97,7.197E-01,5.098E-02,7.197E-03,1.439456E-02,
2018-04-18,2.97,4.02,3.003E-01,2.294E-02,3.003E-03,4.504738E-03,
2018-04-18,4.02,5.90,1.200E-01,8.745E-03,1.200E-03,1.800626E-03,
2018-04-18,5.90,7.09,5.003E-02,5.957E-03,5.003E-04,7.504055E-04,
2018-04-18,7.09,8.48,3.117E-02,4.184E-03,3.117E-04,4.675672E-04,
2018-04-18,8.48,11.00,1.363E-02,1.984E-03,1.363E-04,2.044806E-04,
2018-04-18,11.00,16.60,5.868E-03,7.936E-04,5.868E-05,8.802669E-05,
2018-04-18,16.60,22.80,1.543E-03,3.250E-04,1.543E-05,2.313818E-05,
2018-04-18,22.80,41.90,3.035E-04,7.372E-05,3.035E-06,4.552774E-06,
2018-04-19,1.00,1.33,3.535E+00,3.722E-01,5.303E-02,1.025276E-01,
2018-04-19,1.33,1.71,2.376E+00,2.096E-01,3.088E-02,6.414519E-02,
2018-04-19,1.71,2.15,1.405E+00,1.220E-01,1.545E-02,3.371142E-02,
2018-04-19,2.15,2.97,7.303E-01,5.044E-02,7.303E-03,1.460685E-02,
2018-04-19,2.97,4.02,2.954E-01,2.288E-02,2.954E-03,4.431110E-03,
2018-04-19,4.02,5.90,1.127E-01,8.613E-03,1.127E-03,1.690253E-03,
2018-04-19,5.90,7.09,4.120E-02,5.411E-03,4.120E-04,6.179645E-04,
2018-04-19,7.09,8.48,2.728E-02,3.901E-03,2.728E-04,4.091597E-04,
2018-04-19,8.48,11.00,1.131E-02,1.825E-03,1.131E-04,1.696446E-04,
2018-04-19,11.00,16.60,4.388E-03,7.011E-04,4.388E-05,6.582103E-05,
2018-04-19,16.60,22.80,1.486E-03,3.220E-04,1.486E-05,2.228861E-05,
2018-04-19,22.80,41.90,3.644E-04,8.165E-05,3.644E-06,5.465251E-06,
2018-04-20,1.00,1.33,3.264E+00,3.783E-01,4.896E-02,9.465188E-02,
2018-04-20,1.33,1.71,2.251E+00,2.175E-01,2.926E-02,6.076504E-02,
2018-04-20,1.71,2.15,1.206E+00,1.211E-01,1.326E-02,2.893886E-02,
2018-04-20,2.15,2.97,7.230E-01,5.310E-02,7.230E-03,1.446063E-02,
2018-04-20,2.97,4.02,3.049E-01,2.423E-02,3.049E-03,4.572821E-03,
2018-04-20,4.02,5.90,1.203E-01,8.856E-03,1.203E-03,1.803985E-03,
2018-04-20,5.90,7.09,4.660E-02,5.799E-03,4.660E-04,6.990264E-04,
2018-04-20,7.09,8.48,3.044E-02,4.097E-03,3.044E-04,4.566014E-04,
2018-04-20,8.48,11.00,1.823E-02,2.294E-03,1.823E-04,2.734814E-04,
2018-04-20,11.00,16.60,4.690E-03,7.159E-04,4.690E-05,7.035175E-05,
2018-04-20,16.60,22.80,1.543E-03,3.279E-04,1.543E-05,2.314507E-05,
2018-04-20,22.80,41.90,4.350E-04,8.918E-05,4.350E-06,6.524708E-06,
2018-04-21,1.00,1.33,3.387E+00,3.818E-01,5.081E-02,9.822366E-02,
2018-04-21,1.33,1.71,2.171E+00,2.176E-01,2.822E-02,5.860446E-02,
2018-04-21,1.71,2.15,1.361E+00,1.226E-01,1.497E-02,3.265720E-02,
2018-04-21,2.15,2.97,7.509E-01,5.217E-02,7.509E-03,1.501767E-02,
2018-04-21,2.97,4.02,3.314E-01,2.424E-02,3.314E-03,4.971739E-03,
2018-04-21,4.02,5.90,1.158E-01,8.753E-03,1.158E-03,1.736512E-03,
2018-04-21,5.90,7.09,5.225E-02,6.176E-03,5.225E-04,7.838202E-04,
2018-04-21,7.09,8.48,2.713E-02,3.910E-03,2.713E-04,4.069692E-04,
2018-04-21,8.48,11.00,9.210E-03,1.612E-03,9.210E-05,1.381490E-04,
2018-04-21,11.00,16.60,4.721E-03,7.296E-04,4.721E-05,7.081788E-05,
2018-04-21,16.60,22.80,1.640E-03,3.311E-04,1.640E-05,2.459941E-05,
2018-04-21,22.80,41.90,4.181E-04,8.879E-05,4.181E-06,6.271765E-06,
2018-04-22,1.00,1.33,3.969E+00,3.797E-01,5.954E-02,1.151078E-01,
2018-04-22,1.33,1.71,2.112E+00,2.040E-01,2.745E-02,5.701462E-02,
2018-04-22,1.71,2.15,1.355E+00,1.159E-01,1.491E-02,3.252714E-02,
2018-04-22,2.15,2.97,6.315E-01,4.832E-02,6.315E-03,1.262938E-02,
2018-04-22,2.97,4.02,3.665E-01,2.603E-02,3.665E-03,5.497162E-03,
2018-04-22,4.02,5.90,1.196E-01,8.766E-03,1.196E-03,1.794354E-03,
2018-04-22,5.90,7.09,6.123E-02,6.540E-03,6.123E-04,9.184464E-04,
2018-04-22,7.09,8.48,2.438E-02,3.679E-03,2.438E-04,3.656431E-04,
2018-04-22,8.48,11.00,1.687E-02,2.183E-03,1.687E-04,2.530117E-04,
2018-04-22,11.00,16.60,4.917E-03,7.385E-04,4.917E-05,7.375749E-05,
2018-04-22,16.60,22.80,1.639E-03,3.301E-04,1.639E-05,2.458220E-05,
2018-04-22,22.80,41.90,3.546E-04,8.124E-05,3.546E-06,5.319114E-06,
2018-04-23,1.00,1.33,4.233E+00,3.987E-01,6.350E-02,1.227615E-01,
2018-04-23,1.33,1.71,2.365E+00,2.123E-01,3.074E-02,6.384361E-02,
2018-04-23,1.71,2.15,1.489E+00,1.251E-01,1.638E-02,3.574133E-02,
2018-04-23,2.15,2.97,8.654E-01,5.539E-02,8.654E-03,1.730860E-02,
2018-04-23,2.97,4.02,3.106E-01,2.323E-02,3.106E-03,4.658406E-03,
2018-04-23,4.02,5.90,1.179E-01,8.722E-03,1.179E-03,1.768419E-03,
2018-04-23,5.90,7.09,4.807E-02,5.873E-03,4.807E-04,7.210899E-04,
2018-04-23,7.09,8.48,3.563E-02,4.403E-03,3.563E-04,5.344414E-04,
2018-04-23,8.48,11.00,1.470E-02,2.051E-03,1.470E-04,2.205072E-04,
2018-04-23,11.00,16.60,5.952E-03,8.101E-04,5.952E-05,8.928098E-05,
2018-04-23,16.60,22.80,1.415E-03,3.084E-04,1.415E-05,2.121953E-05,
2018-04-23,22.80,41.90,4.590E-04,9.173E-05,4.590E-06,6.884499E-06,
2018-04-24,1.00,1.33,3.301E+00,3.508E-01,4.951E-02,9.571912E-02,
2018-04-24,1.33,1.71,2.506E+00,2.134E-01,3.257E-02,6.764936E-02,
2018-04-24,1.71,2.15,1.236E+00,1.107E-01,1.360E-02,2.967062E-02,
2018-04-24,2.15,2.97,7.523E-01,5.129E-02,7.523E-03,1.504656E-02,
2018-04-24,2.97,4.02,2.923E-01,2.289E-02,2.923E-03,4.384397E-03,
2018-04-24,4.02,5.90,1.131E-01,8.498E-03,1.131E-03,1.696788E-03,
2018-04-24,5.90,7.09,5.596E-02,6.184E-03,5.596E-04,8.393473E-04,
2018-04-24,7.09,8.48,2.702E-02,3.817E-03,2.702E-04,4.052363E-04,
2018-04-24,8.48,11.00,1.077E-02,1.742E-03,1.077E-04,1.615561E-04,
2018-04-24,11.00,16.60,5.392E-03,7.477E-04,5.392E-05,8.087854E-05,
2018-04-24,16.60,22.80,2.004E-03,3.646E-04,2.004E-05,3.005708E-05,
2018-04-24,22.80,41.90,5.678E-04,1.010E-04,5.678E-06,8.516760E-06,
2018-04-25,1.00,1.33,4.041E+00,3.779E-01,6.061E-02,1.171756E-01,
2018-04-25,1.33,1.71,2.072E+00,2.002E-01,2.694E-02,5.594566E-02,
2018-04-25,1.71,2.15,1.615E+00,1.267E-01,1.776E-02,3.875281E-02,
2018-04-25,2.15,2.97,7.119E-01,5.046E-02,7.119E-03,1.423741E-02,
2018-04-25,2.97,4.02,3.209E-01,2.390E-02,3.209E-03,4.813982E-03,
2018-04-25,4.02,5.90,1.116E-01,8.575E-03,1.116E-03,1.674073E-03,
2018-04-25,5.90,7.09,4.644E-02,5.808E-03,4.644E-04,6.965386E-04,
2018-04-25,7.09,8.48,3.196E-02,4.233E-03,3.196E-04,4.793970E-04,
2018-04-25,8.48,11.00,1.092E-02,1.793E-03,1.092E-04,1.637801E-04,
2018-04-25,11.00,16.60,5.515E-03,7.709E-04,5.515E-05,8.271989E-05,
2018-04-25,16.60,22.80,1.478E-03,3.173E-04,1.478E-05,2.217318E-05,
2018-04-25,22.80,41.90,4.823E-04,9.485E-05,4.823E-06,7.235102E-06,
2018-04-26,1.00,1.33,3.546E+00,3.714E-01,5.319E-02,1.028320E-01,
2018-04-26,1.33,1.71,2.325E+00,2.071E-01,3.022E-02,6.276757E-02,
2018-04-26,1.71,2.15,1.239E+00,1.151E-01,1.363E-02,2.973312E-02,
2018-04-26,2.15,2.97,6.557E-01,4.824E-02,6.557E-03,1.311401E-02,
2018-04-26,2.97,4.02,2.915E-01,2.255E-02,2.915E-03,4.372824E-03,
2018-04-26,4.02,5.90,1.180E-01,8.841E-03,1.180E-03,1.769927E-03,
2018-04-26,5.90,7.09,4.568E-02,5.705E-03,4.568E-04,6.851888E-04,
2018-04-26,7.09,8.48,2.473E-02,3.675E-03,2.473E-04,3.709396E-04,
2018-04-26,8.48,11.00,1.326E-02,1.934E-03,1.326E-04,1.988618E-04,
2018-04-26,11.00,16.60,5.456E-03,7.597E-04,5.456E-05,8.184517E-05,
2018-04-26,16.60,22.80,1.362E-03,3.025E-04,1.362E-05,2.043186E-05,
2018-04-26,22.80,41.90,4.387E-04,9.012E-05,4.387E-06,6.580232E-06,
2018-04-27,1.00,1.33,3.297E+00,3.617E-01,4.946E-02,9.562059E-02,
2018-04-27,1.33,1.71,2.123E+00,1.966E-01,2.760E-02,5.732570E-02,
2018-04-27,1.71,2.15,1.377E+00,1.193E-01,1.514E-02,3.303923E-02,
2018-04-27,2.15,2.97,7.394E-01,5.122E-02,7.394E-03,1.478783E-02,
2018-04-27,2.97,4.02,3.081E-01,2.341E-02,3.081E-03,4.622039E-03,
2018-04-27,4.02,5.90,1.150E-01,8.657E-03,1.150E-03,1.724660E-03,
2018-04-27,5.90,7.09,4.695E-02,5.698E-03,4.695E-04,7.041916E-04,
2018-04-27,7.09,8.48,2.894E-02,3.999E-03,2.894E-04,4.340267E-04,
2018-04-27,8.48,11.00,1.310E-02,1.914E-03,1.310E-04,1.965396E-04,
2018-04-27,11.00,16.60,6.293E-03,8.211E-04,6.293E-05,9.440192E-05,
