epoch,train_loss,val_loss
1,1.055740488542093,2.47675997870309
2,1.0192418887808516,2.377934387751988
3,0.9652941484709043,2.2827596153531755
4,0.9372736312247612,2.1882167713982716
5,0.8881487250328064,2.0959420885358537
6,0.8513048677831083,2.0092761516571045
7,0.820817913558032,1.9276612656457084
8,0.7773426046242585,1.8516654116766793
9,0.7548672589095863,1.7752904551369804
10,0.7089685008332536,1.6939620120184762
11,0.6765820271260029,1.6123738288879395
12,0.6408382098417025,1.5320266314915247
13,0.6084282430442604,1.4555045536586217
14,0.580102288239711,1.383396829877581
15,0.5516654961817974,1.3124625171933855
16,0.5223084865389643,1.2484280722481864
17,0.4915054464662397,1.1861807193074907
18,0.4734670479555388,1.1283980863434928
19,0.44152689463383443,1.0721360019275121
20,0.4264938412485896,1.018633016518184
21,0.39830917522713943,0.9678747398512704
22,0.3789973154261306,0.9211760844503131
23,0.35885074734687805,0.8776417374610901
24,0.34795372470005137,0.8340344088418143
25,0.3240435904747731,0.7937037944793701
26,0.31216210006056605,0.755975433758327
27,0.2957811061594937,0.7194228427750724
28,0.2844767961147669,0.6857703668730599
29,0.26777887908188075,0.6528758151190621
30,0.2557542255601367,0.6225698590278625
31,0.24590774847043528,0.5928065138203757
32,0.23844156796867783,0.5635096771376473
33,0.22393133591961217,0.5362183749675751
34,0.21482050298033534,0.510304889508656
35,0.208395293838269,0.4870880501610892
36,0.20117023345586416,0.46161160298756193
37,0.1960485166794545,0.4371901665415083
38,0.18447511300847336,0.4150640496185848
39,0.1770119244182432,0.3933879392487662
40,0.16683554447985985,0.37030029296875
41,0.1593215058784227,0.35044682025909424
42,0.15952265182056943,0.33016346182141987
43,0.14701219950173353,0.3105341025761196
44,0.14137099884651802,0.2914362336908068
45,0.1406604830880423,0.2721555892910276
46,0.13112290223708023,0.25598800820963724
47,0.12751750446654656,0.23897733432906015
48,0.12514018206983,0.2236985351358141
49,0.12222380070267497,0.20879144540854863
50,0.11793466798357062,0.19392917837415422
51,0.11282655496049572,0.18094370514154434
52,0.10981858984844105,0.1690303630062512
53,0.10712110794879295,0.15816200311694825
54,0.10477623484424643,0.14783268315451487
55,0.10327060500512251,0.13776760229042598
56,0.09897360930571684,0.12875024335724966
57,0.09646383834046286,0.12071969040802547
58,0.09487636004750793,0.11297252987112318
59,0.09477134069075456,0.10641025964702878
60,0.09081557775671417,0.10057394153305463
61,0.08826013724948908,0.09576342308095523
62,0.0887653699799164,0.08983053852404867
63,0.09046353480300388,0.08491330274513789
64,0.08563938011994233,0.08183764453445162
65,0.08467519142337747,0.0773427209683827
66,0.08122034310489087,0.07416554008211408
67,0.08204918697073653,0.07080136292747088
68,0.0804409347474575,0.06848343834280968
69,0.07922890742082854,0.06566674155848366
70,0.07802803532497303,0.06269287796957153
71,0.07748848310596235,0.06031254945056779
72,0.07644768159937214,0.05937144053833825
73,0.07457487506640924,0.055939930358103344
74,0.07378707433471808,0.054631929844617844
75,0.07466449789904259,0.05222927353211811
76,0.0717185495068898,0.050976311787962914
77,0.06997488559903325,0.049535627609917095
78,0.06965427231546995,0.049374823857631
79,0.06936594954616315,0.04793232785803931
80,0.06893041186236046,0.04677320298339639
81,0.06802743270590499,0.044604338971631866
82,0.06669855007045977,0.04445791670254299
83,0.06798382858569557,0.04239588017974581
84,0.06555971140797073,0.04200437239238194
85,0.06502012656749906,0.04212332011333534
86,0.06484043427013061,0.04063530984733786
87,0.06322628712734661,0.04013311357370445
88,0.06299948833278708,0.03922404694770064
89,0.06259658298379667,0.03879616702241557
90,0.06144180038088077,0.03905072994530201
91,0.06142191045187615,0.0384234966976302
92,0.05913414785990844,0.0381430560456855
93,0.06006547204546026,0.036690941346543174
94,0.0600350386387593,0.03914984608335154
95,0.059286110203813865,0.03832886474473136
96,0.05797856386650253,0.034400085519467084
97,0.05748009560881434,0.034798692113586834
98,0.05716522480990436,0.03910435390259538
99,0.057397775855418796,0.034621553495526314
100,0.057211268894575736,0.033992438444069455
101,0.056897311697940565,0.03515749078776155
102,0.05578856643390011,0.03220860021454947
103,0.05554473269227389,0.0327141998069627
104,0.05562133845445272,0.0315414909273386
105,0.054276841113696225,0.03483476409954684
106,0.053530090060588474,0.0344463126467807
107,0.05373242819631422,0.0324042160063982
108,0.05349886286500338,0.03001397555427892
109,0.053055860102176666,0.03553640895656177
110,0.052813883619131266,0.03310800051050527
111,0.05146277288125979,0.03244330547749996
112,0.05234427146009497,0.03194932080805302
113,0.05148737092275877,0.03184550601456847
114,0.05221109323807665,0.030100793710776737
115,0.05113998810584481,0.02974724237407957
116,0.05100533758869042,0.029061955798949515
117,0.050393386970500685,0.029597241963659014
118,0.049809904819404754,0.030813115781971386
119,0.04925757566013852,0.029799418257815496
120,0.04956636225452294,0.029403134382196834
121,0.04927858408238437,0.028236756899527142
122,0.05032759814246281,0.02825453318655491
123,0.049172330647706985,0.03310678606586797
124,0.048717903225003065,0.030049718916416168
125,0.04717381449567305,0.028229010424443653
126,0.04778254495279209,0.02810785866209439
127,0.0477523096912616,0.027693319267460277
128,0.0472951210733201,0.029412669262715747
129,0.04735965372340099,0.0332251638174057
130,0.04650675832621149,0.028143028329525675
131,0.04704757377102568,0.029286603310278485
132,0.04629654628602234,0.03186276288969176
133,0.04632033654362769,0.027310524668012346
134,0.047357495773482965,0.029878137367112294
135,0.04653403112614477,0.029177984488861903
136,0.046042058717560126,0.027457797899842262
137,0.045717581854881464,0.026883114129304886
138,0.04534239362220507,0.026511244475841522
139,0.04527992151073507,0.02711632821176733
140,0.04463771277585545,0.029747056641748974
141,0.044848923344869875,0.02898188919893333
142,0.044883770213739294,0.02618893581841673
143,0.04481891623219928,0.02617510674255235
144,0.04494320440131265,0.02627571379499776
145,0.04411958017059275,0.027101503685116768
146,0.04442708828562015,0.029451740107366016
147,0.04444706867876891,0.028682454356125424
148,0.043760532060184994,0.0286050768835204
149,0.04355409826982666,0.026909546926617622
150,0.04383348180232821,0.028421417943068912
151,0.043337076751364244,0.026100405358842442
152,0.042891079207529895,0.031319109722971916
153,0.042770536264052264,0.028623546606728008
154,0.04242771662570335,0.027567157255751745
155,0.042615157778601385,0.02867984026670456
156,0.04255054599127254,0.02581671252846718
157,0.04238598682993167,0.026482543242829188
158,0.04227785252638765,0.02693114722413676
159,0.04198302112117007,0.025619158521294594
160,0.04274578462984111,0.026966228282877376
161,0.041356529688110225,0.031706525278942924
162,0.04176364134292345,0.03003742838544505
163,0.042375968819534454,0.02646642524216856
164,0.04043988878461155,0.025613386716161455
165,0.04053772125091102,0.029165334733469144
166,0.041646917879178715,0.02752078909959112
167,0.04105497534210618,0.0271061903664044
168,0.04121198087326578,0.028754673898220062
169,0.04070067093581767,0.025649084576538632
170,0.04002292620370517,0.02607972520802702
171,0.03993487952126039,0.025763935010348047
172,0.039096391281566105,0.033110679792506356
173,0.04025381259821557,0.028616267389484813
174,0.04011660738772637,0.026075391631041254
175,0.040473951832265466,0.0275315275149686
176,0.040467247568272253,0.02651667408645153
177,0.04106409862838887,0.02566834885094847
178,0.03961961812062843,0.02970605024269649
179,0.03999615797924029,0.027801220172217915
180,0.039314056671149025,0.025318630039691925
181,0.03992413598540667,0.02773870580962726
182,0.03966465557145106,0.02546982786485127
183,0.0390851964318269,0.028853996257696832
184,0.03943763330981538,0.025286325120500157
185,0.03902662872664026,0.028430099998201643
186,0.03954721695265254,0.027698492631316185
187,0.03945081771628277,0.025138570527945246
188,0.04174911296246825,0.0335532437477793
189,0.03874076620952503,0.02680588433785098
190,0.03860917435707273,0.028327544885022298
191,0.03871219388737872,0.025779856368899345
192,0.03808959044918821,0.025351031816431453
193,0.039211535876667175,0.03308185163353171
194,0.03949348311367873,0.025138426572084427
195,0.03785252505661668,0.025825985042112216
196,0.03802113869302982,0.026600855003510202
197,0.03815775017279226,0.026060338797313825
198,0.03780090088981229,0.02523748390376568
199,0.037444270794858805,0.02746231614478997
200,0.037905648803791485,0.03024905946637903
201,0.03717663496531345,0.02505361687924181
202,0.037524290533887374,0.026607105508446693
203,0.03781385160982609,0.027742615501795496
204,0.037648263060160586,0.024626935166972026
205,0.036976694003553,0.025340884125658443
