date,north_field,south_field,polarity_raw,polarity
1980-01-01,-8.0,-18.0,1,0.9836748576936802
1980-01-02,-8.3,-17.8,1,0.9813680813098666
1980-01-03,-8.6,-17.6,1,0.978738846227712
1980-01-04,-8.9,-17.4,1,0.9757431300314515
1980-01-05,-9.2,-17.2,1,0.972331216886695
1980-01-06,-9.5,-17.0,1,0.9684470564892362
1980-01-07,-9.8,-16.8,1,0.9640275800758169
1980-01-08,-10.1,-16.6,1,0.9590019804360366
1980-01-09,-10.4,-16.4,1,0.9532909670460459
1980-01-10,-10.7,-16.2,1,0.9468060128462683
1980-01-11,-11.0,-16.0,1,0.9394486160260991
1980-01-12,-11.3,-15.9,1,0.9311096086675776
1980-01-13,-11.6,-15.8,1,0.9216685544064713
1980-01-14,-11.9,-15.7,1,0.9109932894754259
1980-01-15,-12.2,-15.6,1,0.8989396755291731
1980-01-16,-12.5,-15.5,1,0.8853516482022625
1980-01-17,-12.8,-15.4,1,0.870061661742672
1980-01-18,-13.1,-15.3,1,0.8528916461303622
1980-01-19,-13.4,-15.2,1,0.8336546070121553
1980-01-20,-13.7,-15.1,1,0.8121570079614577
1980-01-21,-14.0,-15.0,1,0.7882020755281643
1980-01-22,-14.3,-14.8,1,0.7615941559557649
1980-01-23,-14.6,-14.6,1,0.7321442233518527
1980-01-24,-14.9,-14.4,-1,0.6996765874203055
1980-01-25,-15.2,-14.2,-1,0.6640367702678489
1980-01-26,-15.5,-14.0,-1,0.6251004140085177
1980-01-27,-15.8,-13.8,-1,0.5827829453479103
1980-01-28,-16.1,-13.6,-1,0.5370495669980353
1980-01-29,-16.4,-13.4,-1,0.4879249826495162
1980-01-30,-16.7,-13.2,-1,0.4355021139154801
1980-01-31,-17.0,-13.0,-1,0.3799489622552249
1980-02-01,-17.3,-12.9,-1,0.32151273753163456
1980-02-02,-17.6,-12.8,-1,0.2605204458355027
1980-02-03,-17.9,-12.7,-1,0.197375320224904
1980-02-04,-18.2,-12.6,-1,0.13254878839087847
1980-02-05,-18.5,-12.5,-1,0.0665680765022626
1980-02-06,-18.8,-12.4,-1,0.0
1980-02-07,-19.1,-12.3,-1,-0.06656807650226226
1980-02-08,-19.4,-12.2,-1,-0.13254878839087825
1980-02-09,-19.7,-12.1,-1,-0.197375320224904
1980-02-10,-20.0,-12.0,-1,-0.2605204458355026
1980-02-11,-20.3,-11.8,-1,-0.32151273753163423
1980-02-12,-20.6,-11.6,-1,-0.379948962255225
1980-02-13,-20.9,-11.4,-1,-0.43550211391547977
1980-02-14,-21.2,-11.2,-1,-0.4879249826495158
1980-02-15,-21.5,-11.0,-1,-0.5370495669980355
1980-02-16,-21.8,-10.8,-1,-0.5827829453479101
1980-02-17,-22.1,-10.6,-1,-0.6251004140085175
1980-02-18,-22.4,-10.4,-1,-0.6640367702678489
1980-02-19,-22.7,-10.2,-1,-0.6996765874203053
1980-02-20,-23.0,-10.0,-1,-0.7321442233518525
1980-02-21,-23.3,-9.9,-1,-0.7615941559557646
1980-02-22,-23.6,-9.8,-1,-0.788202075528164
1980-02-23,-23.9,-9.7,-1,-0.8121570079614575
1980-02-24,-24.2,-9.6,-1,-0.8336546070121553
1980-02-25,-24.5,-9.5,-1,-0.852891646130362
1980-02-26,-24.8,-9.4,-1,-0.870061661742672
1980-02-27,-25.1,-9.3,-1,-0.8853516482022625
1980-02-28,-25.4,-9.2,-1,-0.898939675529173
1980-02-29,-25.7,-9.1,-1,-0.910993289475426
1980-03-01,-26.0,-9.0,-1,-0.9216685544064713
1980-03-02,-26.3,-8.8,-1,-0.9311096086675774
1980-03-03,-26.6,-8.6,-1,-0.9394486160260991
1980-03-04,-26.9,-8.4,-1,-0.9468060128462681
1980-03-05,-27.2,-8.2,-1,-0.9532909670460459
1980-03-06,-27.5,-8.0,-1,-0.9590019804360368
1980-03-07,-27.8,-7.8,-1,-0.9640275800758169
1980-03-08,-28.1,-7.6,-1,-0.9684470564892362
1980-03-09,-28.4,-7.4,-1,-0.9723312168866949
1980-03-10,-28.7,-7.2,-1,-0.9757431300314514
1980-03-11,-29.0,-7.0,-1,-0.9787388462277122
1980-03-12,-29.3,-6.9,-1,-0.9813680813098666
1980-03-13,-29.6,-6.8,-1,-0.9836748576936802
1980-03-14,-29.9,-6.7,-1,-1.0
1980-03-15,-30.2,-6.6,-1,-1.0
1980-03-16,-30.5,-6.5,-1,-1.0
1980-03-17,-30.8,-6.4,-1,-1.0
1980-03-18,-31.1,-6.3,-1,-1.0
1980-03-19,-31.4,-6.2,-1,-1.0
1980-03-20,-31.7,-6.1,-1,-1.0
1980-03-21,-32.0,-6.0,-1,-1.0
1980-03-22,-32.3,-5.8,-1,-1.0
1980-03-23,-32.6,-5.6,-1,-1.0
1980-03-24,-32.9,-5.4,-1,-1.0
1980-03-25,-33.2,-5.2,-1,-1.0
1980-03-26,-33.5,-5.0,-1,-1.0
1980-03-27,-33.8,-4.8,-1,-1.0
1980-03-28,-34.1,-4.6,-1,-1.0
1980-03-29,-34.4,-4.4,-1,-1.0
1980-03-30,-34.7,-4.2,-1,-1.0
1980-03-31,-35.0,-4.0,-1,-1.0
1980-04-01,-35.2,-3.8,-1,-1.0
1980-04-02,-35.4,-3.6,-1,-1.0
1980-04-03,-35.6,-3.4,-1,-1.0
1980-04-04,-35.8,-3.2,-1,-1.0
1980-04-05,-36.0,-3.0,-1,-1.0
1980-04-06,-36.2,-2.8,-1,-1.0
1980-04-07,-36.4,-2.5999999999999996,-1,-1.0
1980-04-08,-36.6,-2.4,-1,-1.0
1980-04-09,-36.8,-2.2,-1,-1.0
1980-04-10,-37.0,-2.0,-1,-1.0
1980-04-11,-37.3,-1.8,-1,-1.0
1980-04-12,-37.6,-1.6,-1,-1.0
1980-04-13,-37.9,-1.4,-1,-1.0
1980-04-14,-38.2,-1.2,-1,-1.0
1980-04-15,-38.5,-1.0,-1,-1.0
1980-04-16,-38.8,-0.7999999999999998,-1,-1.0
1980-04-17,-39.1,-0.5999999999999999,-1,-1.0
1980-04-18,-39.4,-0.3999999999999999,-1,-1.0
1980-04-19,-39.7,-0.19999999999999996,-1,-1.0
1980-04-20,-40.0,0.0,-1,-1.0
1980-04-21,-40.2,0.1,-1,-1.0
1980-04-22,-40.4,0.2,-1,-1.0
1980-04-23,-40.6,0.30000000000000004,-1,-1.0
1980-04-24,-40.8,0.4,-1,-1.0
1980-04-25,-41.0,0.5,-1,-1.0
1980-04-26,-41.2,0.6000000000000001,-1,-1.0
1980-04-27,-41.4,0.7000000000000001,-1,-1.0
1980-04-28,-41.6,0.8,-1,-1.0
1980-04-29,-41.8,0.9,-1,-1.0
1980-04-30,-42.0,1.0,-1,-1.0
1980-05-01,-42.2,1.2,-1,-1.0
1980-05-02,-42.4,1.4,-1,-1.0
1980-05-03,-42.6,1.6,-1,-1.0
1980-05-04,-42.8,1.8,-1,-1.0
1980-05-05,-43.0,2.0,-1,-1.0
1980-05-06,-43.2,2.2,-1,-1.0
1980-05-07,-43.4,2.4000000000000004,-1,-1.0
1980-05-08,-43.6,2.6,-1,-1.0
1980-05-09,-43.8,2.8,-1,-1.0
1980-05-10,-44.0,3.0,-1,-1.0
1980-05-11,-44.2,3.2,-1,-1.0
1980-05-12,-44.4,3.4,-1,-1.0
1980-05-13,-44.6,3.6,-1,-1.0
1980-05-14,-44.8,3.8,-1,-1.0
1980-05-15,-45.0,4.0,-1,-1.0
1980-05-16,-45.2,4.2,-1,-1.0
1980-05-17,-45.4,4.4,-1,-1.0
1980-05-18,-45.6,4.6,-1,-1.0
1980-05-19,-45.8,4.8,-1,-1.0
1980-05-20,-46.0,5.0,-1,-1.0
1980-05-21,-46.2,5.2,-1,-1.0
1980-05-22,-46.4,5.4,-1,-1.0
1980-05-23,-46.6,5.6,-1,-1.0
1980-05-24,-46.8,5.8,-1,-1.0
1980-05-25,-47.0,6.0,-1,-1.0
1980-05-26,-47.2,6.2,-1,-1.0
1980-05-27,-47.4,6.4,-1,-1.0
1980-05-28,-47.6,6.6,-1,-1.0
1980-05-29,-47.8,6.8,-1,-1.0
1980-05-30,-48.0,7.0,-1,-1.0
1980-05-31,-48.2,7.2,-1,-1.0
1980-06-01,-48.4,7.4,-1,-1.0
1980-06-02,-48.6,7.6,-1,-1.0
1980-06-03,-48.8,7.8,-1,-1.0
1980-06-04,-49.0,8.0,-1,-1.0
1980-06-05,-49.2,8.2,-1,-1.0
1980-06-06,-49.4,8.4,-1,-1.0
1980-06-07,-49.6,8.6,-1,-1.0
1980-06-08,-49.8,8.8,-1,-1.0
1980-06-09,-50.0,9.0,-1,-1.0
1980-06-10,-50.1,9.2,-1,-1.0
1980-06-11,-50.2,9.4,-1,-1.0
1980-06-12,-50.3,9.6,-1,-1.0
1980-06-13,-50.4,9.8,-1,-1.0
1980-06-14,-50.5,10.0,-1,-1.0
1980-06-15,-50.6,10.2,-1,-1.0
1980-06-16,-50.7,10.4,-1,-1.0
1980-06-17,-50.8,10.6,-1,-1.0
1980-06-18,-50.9,10.8,-1,-1.0
1980-06-19,-51.0,11.0,-1,-1.0
1980-06-20,-51.1,11.2,-1,-1.0
1980-06-21,-51.2,11.4,-1,-1.0
1980-06-22,-51.3,11.6,-1,-1.0
1980-06-23,-51.4,11.8,-1,-1.0
1980-06-24,-51.5,12.0,-1,-1.0
1980-06-25,-51.6,12.2,-1,-1.0
1980-06-26,-51.7,12.4,-1,-1.0
1980-06-27,-51.8,12.6,-1,-1.0
1980-06-28,-51.9,12.8,-1,-1.0
1980-06-29,-52.0,13.0,-1,-1.0
1980-06-30,-52.2,13.2,-1,-1.0
1980-07-01,-52.4,13.4,-1,-1.0
1980-07-02,-52.6,13.6,-1,-1.0
1980-07-03,-52.8,13.8,-1,-1.0
1980-07-04,-53.0,14.0,-1,-1.0
1980-07-05,-53.2,14.2,-1,-1.0
1980-07-06,-53.4,14.4,-1,-1.0
1980-07-07,-53.6,14.6,-1,-1.0
1980-07-08,-53.8,14.8,-1,-1.0
1980-07-09,-54.0,15.0,-1,-1.0
1980-07-10,-54.0,15.3,-1,-1.0
1980-07-11,-54.0,15.6,-1,-1.0
1980-07-12,-54.0,15.9,-1,-1.0
1980-07-13,-54.0,16.2,-1,-1.0
1980-07-14,-54.0,16.5,-1,-1.0
1980-07-15,-54.0,16.8,-1,-1.0
1980-07-16,-54.0,17.1,-1,-1.0
1980-07-17,-54.0,17.4,-1,-1.0
1980-07-18,-54.0,17.7,-1,-1.0
1980-07-19,-54.0,18.0,-1,-1.0
1980-07-20,-54.1,18.2,-1,-1.0
1980-07-21,-54.2,18.4,-1,-1.0
1980-07-22,-54.3,18.6,-1,-1.0
1980-07-23,-54.4,18.8,-1,-1.0
1980-07-24,-54.5,19.0,-1,-1.0
1980-07-25,-54.6,19.2,-1,-1.0
1980-07-26,-54.7,19.4,-1,-1.0
1980-07-27,-54.8,19.6,-1,-1.0
1980-07-28,-54.9,19.8,-1,-1.0
1980-07-29,-55.0,20.0,-1,-1.0
1980-07-30,-55.1,20.2,-1,-1.0
1980-07-31,-55.2,20.4,-1,-1.0
1980-08-01,-55.3,20.6,-1,-1.0
1980-08-02,-55.4,20.8,-1,-1.0
1980-08-03,-55.5,21.0,-1,-1.0
1980-08-04,-55.6,21.2,-1,-1.0
1980-08-05,-55.7,21.4,-1,-1.0
1980-08-06,-55.8,21.6,-1,-1.0
1980-08-07,-55.9,21.8,-1,-1.0
1980-08-08,-56.0,22.0,-1,-1.0
1980-08-09,-56.0,22.2,-1,-1.0
1980-08-10,-56.0,22.4,-1,-1.0
1980-08-11,-56.0,22.6,-1,-1.0
1980-08-12,-56.0,22.8,-1,-1.0
1980-08-13,-56.0,23.0,-1,-1.0
1980-08-14,-56.0,23.2,-1,-1.0
1980-08-15,-56.0,23.4,-1,-1.0
1980-08-16,-56.0,23.6,-1,-1.0
1980-08-17,-56.0,23.8,-1,-1.0
1980-08-18,-56.0,24.0,-1,-1.0
1980-08-19,-56.0,24.3,-1,-1.0
1980-08-20,-56.0,24.6,-1,-1.0
1980-08-21,-56.0,24.9,-1,-1.0
1980-08-22,-56.0,25.2,-1,-1.0
1980-08-23,-56.0,25.5,-1,-1.0
1980-08-24,-56.0,25.8,-1,-1.0
1980-08-25,-56.0,26.1,-1,-1.0
1980-08-26,-56.0,26.4,-1,-1.0
1980-08-27,-56.0,26.7,-1,-1.0
1980-08-28,-56.0,27.0,-1,-1.0
1980-08-29,-56.0,27.2,-1,-1.0
1980-08-30,-56.0,27.4,-1,-1.0
1980-08-31,-56.0,27.6,-1,-1.0
1980-09-01,-56.0,27.8,-1,-1.0
1980-09-02,-56.0,28.0,-1,-1.0
1980-09-03,-56.0,28.2,-1,-1.0
1980-09-04,-56.0,28.4,-1,-1.0
1980-09-05,-56.0,28.6,-1,-1.0
1980-09-06,-56.0,28.8,-1,-1.0
1980-09-07,-56.0,29.0,-1,-1.0
1980-09-08,-56.0,29.2,-1,-1.0
1980-09-09,-56.0,29.4,-1,-1.0
1980-09-10,-56.0,29.6,-1,-1.0
1980-09-11,-56.0,29.8,-1,-1.0
1980-09-12,-56.0,30.0,-1,-1.0
1980-09-13,-56.0,30.2,-1,-1.0
1980-09-14,-56.0,30.4,-1,-1.0
1980-09-15,-56.0,30.6,-1,-1.0
1980-09-16,-56.0,30.8,-1,-1.0
1980-09-17,-56.0,31.0,-1,-1.0
1980-09-18,-56.0,31.3,-1,-1.0
1980-09-19,-56.0,31.6,-1,-1.0
1980-09-20,-56.0,31.9,-1,-1.0
1980-09-21,-56.0,32.2,-1,-1.0
1980-09-22,-56.0,32.5,-1,-1.0
1980-09-23,-56.0,32.8,-1,-1.0
1980-09-24,-56.0,33.1,-1,-1.0
1980-09-25,-56.0,33.4,-1,-1.0
1980-09-26,-56.0,33.7,-1,-1.0
1980-09-27,-56.0,34.0,-1,-1.0
1980-09-28,-56.0,34.2,-1,-1.0
1980-09-29,-56.0,34.4,-1,-1.0
1980-09-30,-56.0,34.6,-1,-1.0
1980-10-01,-56.0,34.8,-1,-1.0
1980-10-02,-56.0,35.0,-1,-1.0
1980-10-03,-56.0,35.2,-1,-1.0
1980-10-04,-56.0,35.4,-1,-1.0
1980-10-05,-56.0,35.6,-1,-1.0
1980-10-06,-56.0,35.8,-1,-1.0
1980-10-07,-56.0,36.0,-1,-1.0
1980-10-08,-55.9,36.2,-1,-1.0
1980-10-09,-55.8,36.4,-1,-1.0
1980-10-10,-55.7,36.6,-1,-1.0
1980-10-11,-55.6,36.8,-1,-1.0
1980-10-12,-55.5,37.0,-1,-1.0
1980-10-13,-55.4,37.2,-1,-1.0
1980-10-14,-55.3,37.4,-1,-1.0
1980-10-15,-55.2,37.6,-1,-1.0
1980-10-16,-55.1,37.8,-1,-1.0
1980-10-17,-55.0,38.0,-1,-1.0
1980-10-18,-54.9,38.3,-1,-1.0
1980-10-19,-54.8,38.6,-1,-1.0
1980-10-20,-54.7,38.9,-1,-1.0
1980-10-21,-54.6,39.2,-1,-1.0
1980-10-22,-54.5,39.5,-1,-1.0
1980-10-23,-54.4,39.8,-1,-1.0
1980-10-24,-54.3,40.1,-1,-1.0
1980-10-25,-54.2,40.4,-1,-1.0
1980-10-26,-54.1,40.7,-1,-1.0
1980-10-27,-54.0,41.0,-1,-1.0
1980-10-28,-54.0,41.2,-1,-1.0
1980-10-29,-54.0,41.4,-1,-1.0
1980-10-30,-54.0,41.6,-1,-1.0
1980-10-31,-54.0,41.8,-1,-1.0
1980-11-01,-54.0,42.0,-1,-1.0
1980-11-02,-54.0,42.2,-1,-1.0
1980-11-03,-54.0,42.4,-1,-1.0
1980-11-04,-54.0,42.6,-1,-1.0
1980-11-05,-54.0,42.8,-1,-1.0
1980-11-06,-54.0,43.0,-1,-1.0
1980-11-07,-53.9,43.2,-1,-1.0
1980-11-08,-53.8,43.4,-1,-1.0
1980-11-09,-53.7,43.6,-1,-1.0
1980-11-10,-53.6,43.8,-1,-1.0
1980-11-11,-53.5,44.0,-1,-1.0
1980-11-12,-53.4,44.2,-1,-1.0
1980-11-13,-53.3,44.4,-1,-1.0
1980-11-14,-53.2,44.6,-1,-1.0
1980-11-15,-53.1,44.8,-1,-1.0
1980-11-16,-53.0,45.0,-1,-1.0
1980-11-17,-52.9,45.2,-1,-1.0
1980-11-18,-52.8,45.4,-1,-1.0
1980-11-19,-52.7,45.6,-1,-1.0
1980-11-20,-52.6,45.8,-1,-1.0
1980-11-21,-52.5,46.0,-1,-1.0
1980-11-22,-52.4,46.2,-1,-1.0
1980-11-23,-52.3,46.4,-1,-1.0
1980-11-24,-52.2,46.6,-1,-1.0
1980-11-25,-52.1,46.8,-1,-1.0
1980-11-26,-52.0,47.0,-1,-1.0
1980-11-27,-51.9,47.2,-1,-1.0
1980-11-28,-51.8,47.4,-1,-1.0
1980-11-29,-51.7,47.6,-1,-1.0
1980-11-30,-51.6,47.8,-1,-1.0
1980-12-01,-51.5,48.0,-1,-1.0
1980-12-02,-51.4,48.2,-1,-1.0
1980-12-03,-51.3,48.4,-1,-1.0
1980-12-04,-51.2,48.6,-1,-1.0
1980-12-05,-51.1,48.8,-1,-1.0
1980-12-06,-51.0,49.0,-1,-1.0
1980-12-07,-50.9,49.2,-1,-1.0
1980-12-08,-50.8,49.4,-1,-1.0
1980-12-09,-50.7,49.6,-1,-1.0
1980-12-10,-50.6,49.8,-1,-1.0
1980-12-11,-50.5,50.0,-1,-1.0
1980-12-12,-50.4,50.2,-1,-1.0
1980-12-13,-50.3,50.4,-1,-1.0
1980-12-14,-50.2,50.6,-1,-1.0
1980-12-15,-50.1,50.8,-1,-1.0
1980-12-16,-50.0,51.0,-1,-1.0
1980-12-17,-50.0,51.2,-1,-1.0
1980-12-18,-50.0,51.4,-1,-1.0
1980-12-19,-50.0,51.6,-1,-1.0
1980-12-20,-50.0,51.8,-1,-1.0
1980-12-21,-50.0,52.0,-1,-1.0
1980-12-22,-50.0,52.2,-1,-1.0
1980-12-23,-50.0,52.4,-1,-1.0
1980-12-24,-50.0,52.6,-1,-1.0
1980-12-25,-50.0,52.8,-1,-1.0
1980-12-26,-50.0,53.0,-1,-1.0
1980-12-27,-49.9,53.1,-1,-1.0
1980-12-28,-49.8,53.2,-1,-1.0
1980-12-29,-49.7,53.3,-1,-1.0
1980-12-30,-49.6,53.4,-1,-1.0
1980-12-31,-49.5,53.5,-1,-1.0
1981-01-01,-49.4,53.6,-1,-1.0
1981-01-02,-49.3,53.7,-1,-1.0
1981-01-03,-49.2,53.8,-1,-1.0
1981-01-04,-49.1,53.9,-1,-1.0
1981-01-05,-49.0,54.0,-1,-1.0
1981-01-06,-48.9,54.2,-1,-1.0
1981-01-07,-48.8,54.4,-1,-1.0
1981-01-08,-48.7,54.6,-1,-1.0
1981-01-09,-48.6,54.8,-1,-1.0
1981-01-10,-48.5,55.0,-1,-1.0
1981-01-11,-48.4,55.2,-1,-1.0
1981-01-12,-48.3,55.4,-1,-1.0
1981-01-13,-48.2,55.6,-1,-1.0
1981-01-14,-48.1,55.8,-1,-1.0
1981-01-15,-48.0,56.0,-1,-1.0
1981-01-16,-47.9,56.1,-1,-1.0
1981-01-17,-47.8,56.2,-1,-1.0
1981-01-18,-47.7,56.3,-1,-1.0
1981-01-19,-47.6,56.4,-1,-1.0
1981-01-20,-47.5,56.5,-1,-1.0
1981-01-21,-47.4,56.6,-1,-1.0
1981-01-22,-47.3,56.7,-1,-1.0
1981-01-23,-47.2,56.8,-1,-1.0
1981-01-24,-47.1,56.9,-1,-1.0
1981-01-25,-47.0,57.0,-1,-1.0
1981-01-26,-46.9,57.2,-1,-1.0
1981-01-27,-46.8,57.4,-1,-1.0
1981-01-28,-46.7,57.6,-1,-1.0
1981-01-29,-46.6,57.8,-1,-1.0
1981-01-30,-46.5,58.0,-1,-1.0
1981-01-31,-46.4,58.2,-1,-1.0
1981-02-01,-46.3,58.4,-1,-1.0
1981-02-02,-46.2,58.6,-1,-1.0
1981-02-03,-46.1,58.8,-1,-1.0
1981-02-04,-46.0,59.0,-1,-1.0
1981-02-05,-45.9,59.1,-1,-1.0
1981-02-06,-45.8,59.2,-1,-1.0
1981-02-07,-45.7,59.3,-1,-1.0
1981-02-08,-45.6,59.4,-1,-1.0
1981-02-09,-45.5,59.5,-1,-1.0
1981-02-10,-45.4,59.6,-1,-1.0
1981-02-11,-45.3,59.7,-1,-1.0
1981-02-12,-45.2,59.8,-1,-1.0
1981-02-13,-45.1,59.9,-1,-1.0
1981-02-14,-45.0,60.0,-1,-1.0
1981-02-15,-45.0,60.1,-1,-1.0
1981-02-16,-45.0,60.2,-1,-1.0
1981-02-17,-45.0,60.3,-1,-1.0
1981-02-18,-45.0,60.4,-1,-1.0
1981-02-19,-45.0,60.5,-1,-1.0
1981-02-20,-45.0,60.6,-1,-1.0
1981-02-21,-45.0,60.7,-1,-1.0
1981-02-22,-45.0,60.8,-1,-1.0
1981-02-23,-45.0,60.9,-1,-1.0
1981-02-24,-45.0,61.0,-1,-1.0
1981-02-25,-44.9,61.1,-1,-1.0
1981-02-26,-44.8,61.2,-1,-1.0
1981-02-27,-44.7,61.3,-1,-1.0
1981-02-28,-44.6,61.4,-1,-1.0
1981-03-01,-44.5,61.5,-1,-1.0
1981-03-02,-44.4,61.6,-1,-1.0
1981-03-03,-44.3,61.7,-1,-1.0
1981-03-04,-44.2,61.8,-1,-1.0
1981-03-05,-44.1,61.9,-1,-1.0
1981-03-06,-44.0,62.0,-1,-1.0
1981-03-07,-43.9,62.1,-1,-1.0
1981-03-08,-43.8,62.2,-1,-1.0
1981-03-09,-43.7,62.3,-1,-1.0
1981-03-10,-43.6,62.4,-1,-1.0
1981-03-11,-43.5,62.5,-1,-1.0
1981-03-12,-43.4,62.6,-1,-1.0
1981-03-13,-43.3,62.7,-1,-1.0
1981-03-14,-43.2,62.8,-1,-1.0
1981-03-15,-43.1,62.9,-1,-1.0
1981-03-16,-43.0,63.0,-1,-1.0
1981-03-17,-43.0,63.0,-1,-1.0
1981-03-18,-43.0,63.0,-1,-1.0
1981-03-19,-43.0,63.0,-1,-1.0
1981-03-20,-43.0,63.0,-1,-1.0
1981-03-21,-43.0,63.0,-1,-1.0
1981-03-22,-43.0,63.0,-1,-1.0
1981-03-23,-43.0,63.0,-1,-1.0
1981-03-24,-43.0,63.0,-1,-1.0
1981-03-25,-43.0,63.0,-1,-1.0
1981-03-26,-43.0,63.0,-1,-1.0
1981-03-27,-42.9,63.1,-1,-1.0
1981-03-28,-42.8,63.2,-1,-1.0
1981-03-29,-42.7,63.3,-1,-1.0
1981-03-30,-42.6,63.4,-1,-1.0
1981-03-31,-42.5,63.5,-1,-1.0
1981-04-01,-42.4,63.6,-1,-1.0
1981-04-02,-42.3,63.7,-1,-1.0
1981-04-03,-42.2,63.8,-1,-1.0
1981-04-04,-42.1,63.9,-1,-1.0
1981-04-05,-42.0,64.0,-1,-1.0
1981-04-06,-42.0,64.1,-1,-1.0
1981-04-07,-42.0,64.2,-1,-1.0
1981-04-08,-42.0,64.3,-1,-1.0
1981-04-09,-42.0,64.4,-1,-1.0
1981-04-10,-42.0,64.5,-1,-1.0
1981-04-11,-42.0,64.6,-1,-1.0
1981-04-12,-42.0,64.7,-1,-1.0
1981-04-13,-42.0,64.8,-1,-1.0
1981-04-14,-42.0,64.9,-1,-1.0
1981-04-15,-42.0,65.0,-1,-1.0
1981-04-16,-42.0,65.0,-1,-1.0
1981-04-17,-42.0,65.0,-1,-1.0
1981-04-18,-42.0,65.0,-1,-1.0
1981-04-19,-42.0,65.0,-1,-1.0
1981-04-20,-42.0,65.0,-1,-1.0
1981-04-21,-42.0,65.0,-1,-1.0
1981-04-22,-42.0,65.0,-1,-1.0
1981-04-23,-42.0,65.0,-1,-1.0
1981-04-24,-42.0,65.0,-1,-1.0
1981-04-25,-42.0,65.0,-1,-1.0
1981-04-26,-41.9,65.0,-1,-1.0
1981-04-27,-41.8,65.0,-1,-1.0
1981-04-28,-41.7,65.0,-1,-1.0
1981-04-29,-41.6,65.0,-1,-1.0
1981-04-30,-41.5,65.0,-1,-1.0
1981-05-01,-41.4,65.0,-1,-1.0
1981-05-02,-41.3,65.0,-1,-1.0
1981-05-03,-41.2,65.0,-1,-1.0
1981-05-04,-41.1,65.0,-1,-1.0
1981-05-05,-41.0,65.0,-1,-1.0
1981-05-06,-41.0,65.0,-1,-1.0
1981-05-07,-41.0,65.0,-1,-1.0
1981-05-08,-41.0,65.0,-1,-1.0
1981-05-09,-41.0,65.0,-1,-1.0
1981-05-10,-41.0,65.0,-1,-1.0
1981-05-11,-41.0,65.0,-1,-1.0
1981-05-12,-41.0,65.0,-1,-1.0
1981-05-13,-41.0,65.0,-1,-1.0
1981-05-14,-41.0,65.0,-1,-1.0
1981-05-15,-41.0,65.0,-1,-1.0
1981-05-16,-41.0,65.0,-1,-1.0
1981-05-17,-41.0,65.0,-1,-1.0
1981-05-18,-41.0,65.0,-1,-1.0
1981-05-19,-41.0,65.0,-1,-1.0
1981-05-20,-41.0,65.0,-1,-1.0
1981-05-21,-41.0,65.0,-1,-1.0
1981-05-22,-41.0,65.0,-1,-1.0
1981-05-23,-41.0,65.0,-1,-1.0
1981-05-24,-41.0,65.0,-1,-1.0
1981-05-25,-41.0,65.0,-1,-1.0
1981-05-26,-41.0,65.0,-1,-1.0
1981-05-27,-41.0,65.0,-1,-1.0
1981-05-28,-41.0,65.0,-1,-1.0
1981-05-29,-41.0,65.0,-1,-1.0
1981-05-30,-41.0,65.0,-1,-1.0
1981-05-31,-41.0,65.0,-1,-1.0
1981-06-01,-41.0,65.0,-1,-1.0
1981-06-02,-41.0,65.0,-1,-1.0
1981-06-03,-41.0,65.0,-1,-1.0
1981-06-04,-41.0,65.0,-1,-1.0
1981-06-05,-41.0,65.0,-1,-1.0
1981-06-06,-41.0,65.0,-1,-1.0
1981-06-07,-41.0,65.0,-1,-1.0
1981-06-08,-41.0,65.0,-1,-1.0
1981-06-09,-41.0,65.0,-1,-1.0
1981-06-10,-41.0,65.0,-1,-1.0
1981-06-11,-41.0,65.0,-1,-1.0
1981-06-12,-41.0,65.0,-1,-1.0
1981-06-13,-41.0,65.0,-1,-1.0
1981-06-14,-41.0,65.0,-1,-1.0
1981-06-15,-41.0,65.0,-1,-1.0
1981-06-16,-41.0,65.0,-1,-1.0
1981-06-17,-41.0,65.0,-1,-1.0
1981-06-18,-41.0,65.0,-1,-1.0
1981-06-19,-41.0,65.0,-1,-1.0
1981-06-20,-41.0,65.0,-1,-1.0
1981-06-21,-41.0,65.0,-1,-1.0
1981-06-22,-41.0,65.0,-1,-1.0
1981-06-23,-41.0,65.0,-1,-1.0
1981-06-24,-41.0,65.0,-1,-1.0
1981-06-25,-41.0,64.9,-1,-1.0
1981-06-26,-41.0,64.8,-1,-1.0
1981-06-27,-41.0,64.7,-1,-1.0
1981-06-28,-41.0,64.6,-1,-1.0
1981-06-29,-41.0,64.5,-1,-1.0
1981-06-30,-41.0,64.4,-1,-1.0
1981-07-01,-41.0,64.3,-1,-1.0
1981-07-02,-41.0,64.2,-1,-1.0
1981-07-03,-41.0,64.1,-1,-1.0
1981-07-04,-41.0,64.0,-1,-1.0
1981-07-05,-41.1,64.0,-1,-1.0
1981-07-06,-41.2,64.0,-1,-1.0
1981-07-07,-41.3,64.0,-1,-1.0
1981-07-08,-41.4,64.0,-1,-1.0
1981-07-09,-41.5,64.0,-1,-1.0
1981-07-10,-41.6,64.0,-1,-1.0
1981-07-11,-41.7,64.0,-1,-1.0
1981-07-12,-41.8,64.0,-1,-1.0
1981-07-13,-41.9,64.0,-1,-1.0
1981-07-14,-42.0,64.0,-1,-1.0
1981-07-15,-42.0,63.9,-1,-1.0
1981-07-16,-42.0,63.8,-1,-1.0
