%OSF estimates from the combined ACE and Wind 128-second magnetic field and electron data. See the paper 'Estimating the Open Solar Flux from In-Situ Measurements' for more info.
%
%(Anna Frost, 06/04/22)
%
%Year	Month	Day	Hour	Minute	Second	OSF (x10^{14} Wb)	OSF minimum (x10^{14} Wb)	OSF maximum (x10^{14} Wb)	Absolute OSF error (x10^{14} Wb)	Open Flux (%)	Inverted Flux (%)	Newly-Opened Flux (%)	Disconnected Flux (%)	Available Data (%)
2008	8	2	13	47	34	3.200936764	3.04759704	3.354276487	4.790464008	56.65682092	16.82529264	5.64489662	20.87298983	99.32091052
2008	8	29	20	16	22	4.022445308	3.818380159	4.226510456	5.073161543	58.53820231	15.73946191	10.12098779	15.60134799	98.33758896
2008	9	26	2	45	10	4.286532784	4.01071166	4.562353908	6.434597325	68.99388953	18.69441588	6.981668582	5.330026015	89.79248153
2008	10	23	9	13	58	4.369693435	4.134593441	4.604793429	5.380239997	65.98780283	17.52363901	4.822917249	11.66564091	97.09892975
2008	11	19	15	42	46	4.673643088	4.402675894	4.944610282	5.797772503	64.71260427	15.66106731	8.347617415	11.278711	95.08339219
2008	12	16	22	11	34	3.969203886	3.764244132	4.174163639	5.163749703	60.11749709	17.9293909	10.07038741	11.8827246	98.02249144
2009	1	13	4	40	22	3.302768887	3.106707632	3.498830142	5.936269291	54.23338325	18.00483815	8.501324732	19.26045386	94.31768796
2009	2	9	11	9	10	2.678847585	2.520348952	2.837346217	5.916672273	39.83660319	16.79420056	9.050112191	34.31908406	94.42603357
2009	3	8	17	37	58	3.501664528	3.302775047	3.700554009	5.679855377	58.25672455	16.71773919	6.866416979	18.15911928	95.73531809
2009	4	5	0	6	46	3.521495961	3.344494813	3.69849711	5.026305598	58.50752854	19.64591032	5.565054327	16.28150681	98.50057044
2009	5	2	6	35	34	3.407081352	3.240354774	3.57380793	4.893530881	59.3786024	14.99149146	3.397925015	22.23198112	98.96240765
2009	5	29	13	4	22	2.587010745	2.462151597	2.711869893	4.826386899	54.61963963	17.51465031	7.289555835	20.57615423	99.19595806
2009	6	25	19	33	10	2.646117867	2.498851477	2.793384257	5.565375308	52.34119373	17.52228365	9.567866411	20.56865621	96.30032053
2009	7	23	2	1	58	2.887375584	2.743960945	3.030790222	4.966954734	55.73779515	21.5256756	5.184655182	17.55187407	98.70701364
2009	8	19	8	30	46	3.552073776	3.320094449	3.784053103	6.530813874	60.44970268	18.52700694	6.726957384	14.296333	87.70099957
2009	9	15	14	59	34	3.372387442	3.212256583	3.532518301	4.748293657	63.9248457	16.50008193	4.642525534	14.93254683	99.46759385
2009	10	12	21	28	22	2.834342447	2.6979888	2.970696093	4.810768251	48.96819749	18.774974	13.64059335	18.61623515	99.25028522
2009	11	9	3	57	10	3.429994068	3.255663496	3.604324639	5.082532732	60.16579166	19.07709312	3.116883117	17.64023211	98.30499267
2009	12	6	10	25	58	2.868071533	2.732604	3.003539066	4.723296862	60.26956237	21.39037433	9.680235731	8.659827567	99.5545415
2010	1	2	16	54	46	4.3379663	4.080237383	4.595695217	5.941238341	65.23968656	15.13597603	6.937082277	12.68725513	94.29021568
2010	1	29	23	23	34	5.683051338	5.377575832	5.988526844	5.375202302	64.88225094	14.92420428	13.83341724	6.360127538	97.12066062
2010	2	26	5	52	22	5.327089133	5.075308125	5.578870142	4.726427549	73.80341647	15.82164493	4.1750805	6.199858102	99.54365187
2010	3	25	12	21	10	5.849312592	5.577873924	6.12075126	4.640522523	71.20626802	16.20327548	8.161488656	4.428967844	99.8424598
2010	4	21	18	49	58	5.126299098	4.859982494	5.392615703	5.195104687	76.08768036	11.40954495	5.199778024	7.30299667	97.89753898
2010	5	19	1	18	46	4.662622475	4.439334047	4.885910903	4.788902143	65.6566209	17.13066783	7.925395176	9.287316086	99.32634324
2010	6	15	7	47	34	4.790633137	4.568472255	5.012794018	4.637401254	67.37214363	16.98585419	7.633297062	8.008705114	99.85331667
2010	7	12	14	16	22	4.754427974	4.534584168	4.97427178	4.623980149	64.59715124	14.03718604	12.9444384	8.421224312	99.92394611
2010	8	8	20	45	10	3.23910991	3.079135416	3.399084404	4.938841167	58.75075603	19.79985704	7.44487821	14.00450872	98.80480252
2010	9	5	3	13	58	5.320005774	5.042419879	5.597591669	5.217774317	67.4591712	11.56538162	11.40984335	9.565603822	97.7997501
2010	10	2	9	42	46	5.075515653	4.840222899	5.310808407	4.635839389	65.94309341	13.38882542	8.704640662	11.96344051	99.85874939
2010	10	29	16	11	34	6.254629234	5.90803515	6.601223319	5.541400962	71.37383072	10.29527781	6.649385777	11.68150569	96.40373751
2010	11	25	22	40	22	4.547375026	4.321224871	4.77352518	4.973202193	62.04238921	15.99779796	8.252133223	13.7076796	98.68528277
2010	12	23	5	9	10	5.241114219	4.943323508	5.538904929	5.681820662	68.68331442	15.10215664	8.183881952	8.030646992	95.72445265
2011	1	19	11	37	58	3.763645843	3.537379939	3.989911747	6.011880856	54.16063466	19.42787654	16.02293126	10.38855753	93.8175694
2011	2	15	18	6	46	6.116146307	5.828981933	6.40331068	4.695184823	55.25512429	13.27954645	24.28587004	7.179459224	99.65232508
2011	3	15	0	35	34	6.516821149	6.21298146	6.820660837	4.662391091	76.51927685	13.6571553	7.939446744	1.884121107	99.76639322
2011	4	11	7	4	22	6.161690728	5.876775372	6.446606084	4.623980149	76.26298331	13.57333188	4.37217902	5.791505792	99.90221112
2011	5	8	13	33	10	6.810453304	6.493136076	7.127770532	4.659267362	77.15888054	12.69737559	4.698900142	5.444843733	99.77725865
2011	6	4	20	1	58	6.906347147	6.586395862	7.226298433	4.632713623	75.05439513	10.16100957	11.40665796	3.377937337	99.8696219
2011	7	2	2	30	46	6.619916091	6.298862416	6.940969766	4.849814871	68.15939487	14.26770445	12.68362201	4.889278667	99.11446732
2011	7	29	8	59	34	5.339232827	5.004406458	5.674059196	6.271057661	60.20843202	20.12079583	10.73543344	8.935338702	91.74770468
2011	8	25	15	28	22	4.906220692	4.679358021	5.133083363	4.623980149	68.39958671	16.97754092	6.672467236	7.950405134	99.90221112
2011	9	21	21	57	10	6.545855259	6.171683091	6.920027426	5.716169278	63.88035938	13.16388036	17.07039691	5.885363357	95.5345502
2011	10	19	4	25	58	5.807805562	5.532668869	6.082942254	4.737360603	75.19108976	14.2443765	5.85280629	4.711727451	99.50562286
2011	11	15	10	54	46	5.279097568	5.030326917	5.527868218	4.712370766	71.55793149	16.05934977	5.264019201	7.118699542	99.59254631
2011	12	12	17	23	34	4.696820609	4.438382558	4.955258659	5.502404114	61.38613861	15.61656166	11.52115212	11.47614761	96.57195632
2012	1	8	23	52	22	4.537807411	4.325670284	4.749944539	4.674881683	59.1327559	20.12856131	9.914474043	10.82420875	99.72294654
2012	2	5	6	21	10	6.572505723	6.206224458	6.938786988	5.572931851	73.47629797	14.28893905	8.120767494	4.113995485	96.26772424
2012	3	3	12	49	58	5.779372559	5.509825342	6.048919776	4.663952956	62.54969232	17.78031912	10.99493547	8.675053096	99.7609605
2012	3	30	19	18	46	5.135714487	4.863410908	5.408018066	5.302155717	64.79509339	19.7212155	7.995539448	7.488151659	97.43575814
2012	4	27	1	47	34	5.522196114	5.263263779	5.78112845	4.688937703	68.01286244	16.47591018	12.26291694	3.248310443	99.67405476
2012	5	24	8	16	22	6.236752731	5.938957433	6.534548029	4.774845359	59.99343976	17.40651651	19.93767767	2.662366062	99.37523768
2012	6	20	14	45	10	7.955848097	7.576714211	8.334981983	4.76547417	66.05093453	11.95759099	19.14416876	2.847305716	99.40783398
2012	7	17	21	13	58	6.175413808	5.886334446	6.464493171	4.681133469	65.27353967	13.45357454	17.03901482	4.233870968	99.70120063
2012	8	14	3	42	46	5.887250715	5.613407898	6.161093532	4.651454983	67.66819073	12.12170695	16.21489223	3.995210102	99.80443286
2012	9	10	10	11	34	4.737914472	4.516718371	4.959110574	4.668638551	66.6503268	16.78649237	7.238562092	9.324618736	99.74466236
2012	10	7	16	40	22	5.543447531	5.286375625	5.800519436	4.637401254	68.79760609	13.64526659	13.44396083	4.113166485	99.85331667
2012	11	3	23	9	10	5.105218686	4.865120272	5.345317099	4.702999577	55.28956266	14.35271022	21.15825063	9.199476497	99.62514261
2012	12	1	5	37	58	4.514899169	4.303903488	4.725894851	4.673319903	60.92166903	17.2295457	10.80727748	11.04150779	99.72837897
2012	12	28	12	6	46	5.026629724	4.786223383	5.267036066	4.782654684	61.35506097	14.11931974	13.86777492	10.65784437	99.3480741
2013	1	24	18	35	34	4.850593026	4.623606052	5.07758	4.679571604	66.44690241	15.57783469	6.456710075	11.51855283	99.70663335
2013	2	21	1	4	22	5.801430434	5.530945058	6.071915809	4.662391091	66.3254193	10.67850142	9.562186887	13.4338924	99.76639322
2013	3	20	7	33	10	5.718599412	5.4501006	5.987098224	4.695184823	70.68796337	15.58002617	7.544701265	6.187309202	99.65232508
2013	4	16	14	1	58	5.809487273	5.53581343	6.083161117	4.710808901	76.16320297	14.68935799	5.443735341	3.703703704	99.59797903
2013	5	13	20	30	46	5.549280556	5.285697747	5.812863365	4.749855522	54.76294516	18.01398296	21.31854927	5.904522613	99.46216113
2013	6	10	2	59	34	5.429977535	5.177404408	5.682550661	4.651458037	67.6936476	18.25703555	10.90305373	3.146263132	99.80442223
2013	7	7	9	28	22	5.70144526	5.432149075	5.970741445	4.723296862	61.41001855	12.81239769	20.83924479	4.938338972	99.5545415
2013	8	3	15	57	10	6.059386175	5.773750793	6.345021557	4.713932631	67.26310621	12.82526867	11.7724074	8.139217719	99.5871136
2013	8	30	22	25	58	4.815288506	4.590254466	5.040322546	4.673324145	71.59666612	14.88260609	7.386827913	6.133899875	99.72836421
2013	9	27	4	54	46	5.293895499	5.041450909	5.546340089	4.7685979	68.99322256	6.957804985	15.46786183	8.581110625	99.39696854
2013	10	24	11	23	34	5.855199707	5.574800539	6.135598875	4.788891622	57.15379567	12.28396412	26.33450011	4.227740101	99.32637983
2013	11	20	17	52	22	5.270840207	5.024763729	5.516916685	4.668638551	60.43572985	16.66666667	18.30065359	4.596949891	99.74466236
2013	12	18	0	21	10	6.333633749	6.034378061	6.632889436	4.724865685	63.85068762	11.41672124	15.16590264	9.566688496	99.54908459
2014	1	14	6	49	58	6.715371018	6.399966688	7.030775349	4.696752118	78.18667539	10.90393632	6.498746047	4.410642242	99.64687347
2014	2	10	13	18	46	6.103949968	5.816881584	6.391018352	4.702993722	60.47767054	12.54157806	23.28916517	3.691586237	99.62516297
2014	3	9	19	47	34	5.950479135	5.670721065	6.230237205	4.701437712	68.7496592	13.11958122	11.05294727	7.077812313	99.63057532
2014	4	6	2	16	22	5.833413084	5.55341887	6.113407299	4.799835197	61.50689429	17.36156708	16.20157584	4.929962793	99.28831423
2014	5	3	8	45	10	5.86829105	5.591847073	6.144735027	4.710808901	70.45764468	11.48202695	10.78383243	7.276495936	99.59797903
2014	5	30	15	13	58	6.12784658	5.831041026	6.424652133	4.843553921	62.94591484	10.86634884	21.56830511	4.619431202	99.13624511
2014	6	26	21	42	46	3.734946781	3.55917558	3.910717982	4.706123307	63.95069808	20.07526178	6.1245637	9.84947644	99.61427718
2014	7	24	4	11	34	4.841583983	4.612523167	5.070644799	4.731113144	70.36026201	19.56331878	4.394104803	5.68231441	99.52735372
2014	8	20	10	40	22	7.108117737	6.773045855	7.443189618	4.713932631	71.37635699	14.61458731	8.510174022	5.498881676	99.5871136
2014	9	16	17	9	10	6.126812043	5.837520209	6.416103877	4.721735082	70.98815955	17.35144868	8.342882087	3.317509685	99.55997392
2014	10	13	23	37	58	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
2014	11	10	6	6	46	11.77827925	11.07412573	12.48243278	5.978407461	83.31933949	8.237708741	5.700158597	2.742793171	58.23328082
2014	12	7	12	35	34	8.894585649	8.46307579	9.326095508	4.851376736	71.91799594	13.76418352	10.78769939	3.530121142	99.10903461
2015	1	3	19	4	22	8.554198396	8.084054163	9.024342629	5.496064165	77.20728827	14.08165561	6.16353616	2.547519964	96.59930465
2015	1	31	1	33	10	9.710393922	9.249467566	10.17132028	4.746731792	82.47951939	9.524849809	4.915346805	3.080283998	99.47302657
2015	2	27	8	1	58	8.803725153	8.385973434	9.221476871	4.745169927	73.87908907	11.85626126	6.285839113	7.978810551	99.47845928
2015	3	26	14	30	46	7.839744966	7.469939778	8.209550155	4.71705636	67.67963337	12.43930384	15.95286159	3.928201211	99.57624817
2015	4	22	20	59	34	9.157260145	8.727452873	9.587067418	4.693623043	71.26192423	7.60425184	14.63614064	6.497683292	99.6577575
2015	5	20	3	28	22	6.612767525	6.302905204	6.922629846	4.685819064	73.43179465	15.65752902	6.038476211	4.87220012	99.68490248
2015	6	16	9	57	10	6.995359832	6.65893854	7.331781124	4.809206386	69.51833607	13.35522715	11.12205802	6.004378763	99.25571793
2015	7	13	16	25	58	8.572358241	8.171342488	8.973373995	4.67800974	84.68998583	10.97853329	1.759834369	2.571646508	99.71206606
2015	8	9	22	54	46	7.883184141	7.509853007	8.256515274	4.735791102	74.24391309	16.1480511	8.679986898	0.928048914	99.51108214
2015	9	6	5	23	34	7.815117853	7.447206709	8.183028998	4.707685171	75.01499864	17.37114808	4.139623671	3.474229615	99.60884446
2015	10	3	11	52	22	7.875764838	7.50856588	8.242963797	4.662391091	70.5075147	13.90219996	11.47898061	4.111304727	99.76639322
2015	10	30	18	21	10	6.641404924	6.320865027	6.961944821	4.826386899	67.06281834	18.91122186	8.516348102	5.509611698	99.19595806
2015	11	27	0	49	58	8.515708568	8.112156406	8.91926073	4.738914662	72.74514086	12.388076	10.71194584	4.154837301	99.5002173
2015	12	24	7	18	46	8.591929137	8.188119135	8.995739139	4.699875847	68.35877863	11.34133043	16.8865867	3.413304253	99.63600804
2016	1	20	13	47	34	7.000833924	6.571348413	7.430319434	6.134776446	70.2707444	14.74767557	11.88819367	3.093386352	92.90487315
2016	2	16	20	16	22	6.123080253	5.743486785	6.50267372	6.199387434	69.26006913	22.08506736	5.882767863	2.772095648	77.0196121
2016	3	15	2	45	10	8.377054097	7.895491207	8.858616987	5.748594726	78.59625135	10.49962969	6.346493477	4.557625477	95.35528031
2016	4	11	9	13	58	7.903541483	7.385279008	8.421803959	6.557344912	68.98705935	15.35666475	11.32785109	4.32842481	85.22301298
2016	5	8	15	42	46	7.145289629	6.768954952	7.521624306	5.266891848	76.54623393	13.11028225	8.818126148	1.52535768	97.58787418
2016	6	4	22	11	34	6.458776094	6.137870732	6.779681457	4.968516599	72.58916777	18.69771026	5.091369441	3.621752532	98.70158092
2016	7	2	4	40	22	7.891146865	7.519287269	8.263006461	4.712364402	74.93590793	13.63661157	5.689194349	5.738286151	99.59256845
2016	7	29	11	9	10	7.340127688	6.996985086	7.683270291	4.67488601	75.56657224	13.50512094	7.479843103	3.448463718	99.72293149
2016	8	25	17	37	58	7.074546437	6.713322876	7.435769998	5.105960705	74.52433628	13.79977876	8.772123894	2.903761062	98.22350193
2016	9	22	0	6	46	7.898059687	7.513414772	8.282704601	4.870119114	77.65893259	11.86440678	8.600735012	1.875925621	99.04384202
2016	10	19	6	35	34	6.233067853	5.937006659	6.529129047	4.749847122	70.46261401	17.95838112	6.242831394	5.336173467	99.46219035
2016	11	15	13	4	22	5.972503155	5.680795596	6.264210715	4.884175898	67.52826254	16.62276369	7.249478652	8.599495116	98.99494757
2016	12	12	19	33	10	6.644777931	6.320339072	6.969216791	4.882614033	70.19700379	16.79745377	6.118641278	6.886901169	99.00038029
2017	1	9	2	1	58	5.929575858	5.647003452	6.212148263	4.76547417	67.25325172	17.59755164	3.268116734	11.8810799	99.40783398
2017	2	5	8	30	46	6.567501014	6.222757748	6.91224428	5.249230494	72.2438536	13.42196017	3.899210146	10.43497608	97.6640591
2017	3	4	14	59	34	5.847390027	5.556587498	6.138192556	4.973202193	72.40297275	13.40489953	5.736306083	8.455821635	98.68528277
2017	3	31	21	28	22	7.362091975	6.986416424	7.737767527	5.102836975	66.60767614	11.45890941	18.13958633	3.793828116	98.23436736
2017	4	28	3	57	10	5.678278102	5.404754553	5.95180165	4.81701571	64.32521215	15.68573775	10.23268546	9.756364632	99.22855435
2017	5	25	10	25	58	6.36339628	6.059753333	6.667039227	4.771712042	69.07351735	12.98715496	6.553703198	11.38562449	99.38613646
2017	6	21	16	54	46	5.950843863	5.661495399	6.240192327	4.86230979	64.80587848	16.06163632	9.623821013	9.508664181	99.0710056
2017	7	18	23	23	34	7.494170376	7.128844206	7.859496546	4.874804709	80.25565065	11.63045864	4.202326092	3.911564626	99.02754387
2017	8	15	5	52	22	6.934199616	6.596387533	7.2720117	4.871680979	68.08557323	13.63137685	11.19583105	7.08721887	99.0384093
2017	9	11	12	21	10	6.080764415	5.795071351	6.366457479	4.698308383	71.12092465	12.33780395	4.972194962	11.56907644	99.64146023
2017	10	8	18	49	58	5.554881316	5.282269746	5.827492887	4.90760387	67.38067776	16.51562586	5.036524414	11.06717197	98.91345684
2017	11	5	1	18	46	5.047039403	4.789260726	5.304818079	5.107522569	65.6839427	17.47331158	7.245975994	9.596769733	98.21806921
2017	12	2	7	47	34	6.115343188	5.809782105	6.42090427	4.996630166	68.57300275	16.52892562	5.619834711	9.278236915	98.60379204
2017	12	29	14	16	22	4.499882359	4.280522566	4.719242153	4.874789521	63.65681058	18.44314005	4.476383784	13.42366559	99.0275967
2018	1	25	20	45	10	4.888251509	4.64904262	5.127460398	4.893547087	65.67852437	13.88888889	4.325867369	16.10671937	98.96235128
2018	2	22	3	13	58	5.068427949	4.810585954	5.326269945	5.087218327	58.92659739	22.23082025	6.140835728	12.70174663	98.28869452
2018	3	21	9	42	46	4.627390452	4.412799789	4.841981115	4.637401254	67.18715996	18.04134929	5.092491839	9.678998912	99.85331667
2018	4	17	16	11	34	5.864661445	5.552158861	6.177164029	5.328569889	63.72871895	12.67094613	13.27379291	10.326542	97.3218166
2018	5	14	22	40	22	4.813880665	4.572145871	5.055615459	5.021620003	62.31940002	14.95533252	10.78085365	11.94441381	98.51686858
2018	6	11	5	9	10	5.258071252	5.002982406	5.513160097	4.851376736	67.59304939	12.20742202	6.073562462	14.12596612	99.10903461
2018	7	8	11	37	58	4.589875954	4.374874359	4.804877549	4.684257199	61.33514986	19.04632153	5.694822888	13.92370572	99.6903352
2018	8	4	18	6	46	5.407508066	5.120795315	5.694220818	5.302123424	58.42997324	18.01962533	12.37734166	11.17305977	97.43589744
2018	9	1	0	35	34	5.294094486	5.009792898	5.578396074	5.370164606	61.28292601	13.08651641	7.533135731	18.09742184	97.14239148
2018	9	28	7	4	22	4.389258292	4.17782703	4.600689553	4.81701571	58.53271284	17.09280044	9.384067889	14.99041883	99.22855435
2018	10	25	13	33	10	4.618930108	4.388788526	4.849071691	4.982573383	58.77526296	17.37981166	12.20882207	11.63610331	98.65268648
2018	11	21	20	1	58	5.467783385	5.175808997	5.759757774	5.339904088	73.57310399	13.78867419	4.506869206	8.131352619	97.27292482
2018	12	19	2	30	46	5.481742662	5.206984081	5.756501244	5.012248814	69.707828	15.22050717	5.700110254	9.371554576	98.54946488
2019	1	15	8	59	34	6.081555999	5.786706778	6.376405221	4.848253007	77.57741847	14.90819403	4.543710606	2.970676898	99.11990004
2019	2	11	15	28	22	5.239072903	4.952711422	5.525434384	5.465880821	71.17663578	17.06262286	4.324627914	7.436113451	96.72950508
2019	3	10	21	57	10	5.323199086	5.056637718	5.589760453	5.00754082	70.20502646	16.82098765	7.501102293	5.472883598	98.56584094
2019	4	7	4	25	58	5.702090688	5.422165606	5.98201577	4.909165735	69.56497858	13.95693727	6.931780732	9.546303416	98.90802412
2019	5	4	10	54	46	5.230770696	4.979212138	5.482329254	4.809206386	63.98467433	16.59003831	9.885057471	9.540229885	99.25571793
2019	5	31	17	23	34	3.741300176	3.534496345	3.948104008	5.527592591	63.90515882	14.6373057	6.234512278	15.2230232	96.463302
2019	6	27	23	52	22	5.129783429	4.881479834	5.378087023	4.840430361	65.29505233	12.07057148	11.02405348	11.61032272	99.14710995
2019	7	25	6	21	10	5.320655495	4.993388897	5.647922093	6.150869916	64.48269805	12.55342819	7.424322267	15.5395515	92.7853534
2019	8	21	12	49	58	5.764024996	5.429386821	6.09866317	5.805633645	68.70927175	14.67360238	9.311764033	7.305361838	95.03993046
2019	9	17	19	18	46	4.944811578	4.69155913	5.198064027	5.121579353	61.08467072	13.86275595	12.21914776	12.83342557	98.16917477
2019	10	15	1	47	34	3.262785122	3.098584504	3.426985739	5.0325293	49.40975287	18.25353045	14.96028244	17.37643425	98.47892221
2019	11	11	8	16	22	4.361142752	4.140916662	4.581368841	5.04973357	62.03356149	14.6555531	5.707661735	17.60322367	98.4190797
2019	12	8	14	45	10	3.251718581	3.087870968	3.415566193	5.038800517	60.37079954	25.7959499	3.884566573	9.948683993	98.45710871
2020	1	4	21	13	58	3.904234389	3.706898018	4.10157076	5.054419165	60.15016839	16.99331972	5.239330867	17.61718103	98.40278155
2020	2	1	3	42	46	4.661181016	4.393137009	4.929225022	5.750559905	64.03053957	20.8307219	7.86279984	7.275938693	95.34441547
2020	2	28	10	11	34	5.054639758	4.783961194	5.325318321	5.35505152	59.12367965	15.62622255	11.42905047	13.82104734	97.20758407
2020	3	26	16	40	22	4.450987391	4.232828635	4.669146147	4.901356411	62.09982977	17.61572676	9.214211191	11.07023228	98.9351877
2020	4	22	23	9	10	3.725821688	3.538666889	3.912976488	5.023181868	63.71256825	16.26868141	5.603044174	14.41570617	98.51143587
2020	5	20	5	37	58	3.971871849	3.76925683	4.174486867	5.10124762	66.71643442	15.77637691	4.628400796	12.87878788	98.2398957
2020	6	16	12	6	46	4.208004118	3.995116781	4.420891454	5.059104759	67.82440641	15.15737162	3.506350083	13.51187189	98.3864834
2020	7	13	18	35	34	4.358532028	4.155864814	4.561199242	4.649896173	61.81145221	18.08186371	7.353581537	12.75310255	99.80985495
2020	8	10	1	4	22	4.640050229	4.416538281	4.863562178	4.81701571	65.485902	15.23679168	6.695866411	12.58143991	99.22855435
2020	9	6	7	33	10	4.077923077	3.877859146	4.277987007	4.906025121	63.44664726	16.18430446	9.259157559	11.10989071	98.91894828
2020	10	3	14	1	58	3.514960114	3.34987115	3.680049077	4.696752118	55.32112092	23.44891506	11.39461346	9.835350562	99.64687347
2020	10	30	20	30	46	5.506830842	5.209024331	5.804637353	5.407947323	67.58725001	16.80578119	7.601815024	8.005153773	96.97941001
2020	11	27	2	59	34	5.316436363	5.030399327	5.602473398	5.380239997	70.91143065	13.41129077	6.501426733	9.175851844	97.09892975
2020	12	24	9	28	22	5.48564081	5.202206396	5.769075224	5.166842379	72.21483206	15.72996342	5.187894912	6.867309611	98.01173403
2021	1	20	15	57	10	5.807259485	5.491231225	6.123287745	5.441951768	68.76683124	11.62477558	4.247082585	15.36131059	96.83272668
2021	2	16	22	25	58	5.678825884	5.402792473	5.954859295	4.860747925	64.37462302	17.9415474	10.85704886	6.826780721	99.07643831
2021	3	16	4	54	46	4.43224456	4.181893179	4.682595941	5.648410809	60.45655376	16.38155659	10.84740002	12.31448963	95.90916499
2021	4	12	11	23	34	4.847060371	4.615318405	5.078802337	4.781082722	64.92973919	20.25807863	9.251462628	5.560719558	99.35354194
2021	5	9	17	52	22	5.001137349	4.740630187	5.26164451	5.20895835	66.51674163	16.05863735	7.19084902	10.233772	97.83777911
2021	6	6	0	21	10	4.930643	4.696213551	5.165072449	4.754541116	69.33078394	13.71210052	8.210871347	8.746244196	99.44586299
2021	7	3	6	49	58	4.589047546	4.358172968	4.819922124	5.030991192	63.38812886	16.98477493	10.94991174	8.677184466	98.48427229
2021	7	30	13	18	46	4.181541813	3.939477338	4.423606288	5.788880889	66.03471905	16.5772042	4.225673824	13.16240292	95.13255106
2021	8	26	19	47	34	5.133940304	4.885354629	5.382525978	4.842005547	62.86371856	19.35448518	6.986684202	10.79511206	99.1416309
2021	9	23	2	16	22	3.682430335	3.494694462	3.870166208	5.09815138	46.46944982	19.59635057	19.52999724	14.40420238	98.25066551
2021	10	20	8	45	10	5.19925003	4.931585825	5.466914235	5.148131055	54.522794	15.2606215	19.46490888	10.75167562	98.0768186
2021	11	16	15	13	58	5.893529556	5.524482198	6.262576915	6.261907321	73.11764358	11.23794878	5.335068315	10.30933933	91.84593655
2021	12	13	21	42	46	5.281579848	4.957991726	5.60516797	6.12672971	67.24520804	19.33730715	6.895745676	6.52173913	92.96463302
2022	1	10	4	11	34	4.997556775	4.72181572	5.273297829	5.5175172	60.7014186	18.53186219	14.00022517	6.766494033	96.50676373
2022	2	6	10	40	22	3.828381212	3.627922255	4.028840169	5.236128433	63.59885751	28.41954935	6.854966677	1.126626468	97.72057683
